source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
ARF2_1,GENE,MYB92,GENE,repression,transcriptional,MEDIUM,PtrARF2.1 represses PtoMYB92; MYB92 is upregulated in PtrARF2.1-RNAi leaves,,,,,,"transcript abundance of WND2B, WND6B and MYB92 were upregulated in PtrARF2.1-RNAi leaves",,
Auxin,HORMONE,PLT5,GENE,activation,transcriptional,MEDIUM,Auxin signalling in the vascular cambium activates PLETHORA 5 (PLT5) expression,,,,,,"PLETHORA 5, a transcription factor activated by auxin signalling in the vascular cambium, regulates cell expansion and cell wall thickening of fibres",,
PLT5,GENE,SND1,GENE,repression,transcriptional,HIGH,PLT5 directly represses SND1 genes to delay fibre secondary-wall thickening until after cell expansion is complete,,,,,,PLT5 proteins specifically inhibit the initiation of fibre cell wall thickening by directly repressing SND1 genes,,
Auxin,HORMONE,SND1,GENE,repression,transcriptional_indirect,MEDIUM,"Auxin treatment represses SND1 orthologs in Populus, delaying secondary wall deposition until xylem cells finish expanding",,,,,,"In the presence of auxin, the SND1 orthologs were slightly repressed to between 0.9 and 0.65-fold of the control",,
MYB92,GENE,CCoAOMT1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 specifically activates lignin biosynthetic gene CCoAOMT1 in transactivation assays,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,CCR2,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates CCR2 promoter,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,COMT1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates COMT2 promoter (COMT1 is canonical node name for the poplar COMT),,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,C3H1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates C3H3 promoter,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,PAL1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates PAL4 promoter,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,HCT1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates HCT1 promoter,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,C4H1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates C4H2 promoter,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
MYB92,GENE,CAD1,GENE,activation,transcriptional,MEDIUM,PtoMYB92 activates CAD1 promoter,,,,,,"PtoMYB92 specifically activated the expression of lignin biosynthetic genes including CCOAOMT1, CCR2, COMT2, C3H3, PAL4, HCT1, C4H2 and CAD1",,
NAC156,GENE,MYB74,GENE,activation,transcriptional_indirect,MEDIUM,PtrNAC156 expression is induced in PtoMYB74 OE backgrounds and PtrNAC156 upregulates PtoMYB74 as part of the second-tier cascade,,,,,,expression levels of secondary wall-associated NAC and MYB transcription factors were not induced in the transgenic lines except for PtrNAC156 and PtrMYB128,,
