node,node_type,activators,inhibitors,formula
LUXR146A,,,,LUXR146A = 1.0 * 1.0 * gene_modifier + exogenous
High N,,,,High N = 1.0 * 1.0 * gene_modifier + exogenous
LSH1,,,,LSH1 = 1.0 * 1.0 * gene_modifier + exogenous
interference with At,,,,interference with At = 1.0 * 1.0 * gene_modifier + exogenous
CFK2,,,,CFK2 = 1.0 * 1.0 * gene_modifier + exogenous
DELTAL,,,,DELTAL = 1.0 * 1.0 * gene_modifier + exogenous
PPPRR2,,,,PPPRR2 = 1.0 * 1.0 * gene_modifier + exogenous
GMDET2B,,,,GMDET2B = 1.0 * 1.0 * gene_modifier + exogenous
PRE2,,,,PRE2 = 1.0 * 1.0 * gene_modifier + exogenous
GMPHYB1,,,,GMPHYB1 = 1.0 * 1.0 * gene_modifier + exogenous
FIO1,,,,FIO1 = 1.0 * 1.0 * gene_modifier + exogenous
expressing photorece,,,,expressing photorece = 1.0 * 1.0 * gene_modifier + exogenous
GLV,,,,GLV = 1.0 * 1.0 * gene_modifier + exogenous
Compound 8,,,,Compound 8 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Fa,,,,overexpression of Fa = 1.0 * 1.0 * gene_modifier + exogenous
lasalocid sodium,,,,lasalocid sodium = 1.0 * 1.0 * gene_modifier + exogenous
Water Stress,,,,Water Stress = 1.0 * 1.0 * gene_modifier + exogenous
GMDET2A,,,,GMDET2A = 1.0 * 1.0 * gene_modifier + exogenous
SpCdc25 phosphatase,,,,SpCdc25 phosphatase = 1.0 * 1.0 * gene_modifier + exogenous
UBP22,,,,UBP22 = 1.0 * 1.0 * gene_modifier + exogenous
synthetic auxinic co,,,,synthetic auxinic co = 1.0 * 1.0 * gene_modifier + exogenous
Light Intensity,,,,Light Intensity = 1.0 * 1.0 * gene_modifier + exogenous
PH,,,,PH = 1.0 * 1.0 * gene_modifier + exogenous
CESA6,,,,CESA6 = 1.0 * 1.0 * gene_modifier + exogenous
MeJA application,,,,MeJA application = 1.0 * 1.0 * gene_modifier + exogenous
SUCROSE,,,,SUCROSE = 1.0 * 1.0 * gene_modifier + exogenous
BRMYC2OE,,,,BRMYC2OE = 1.0 * 1.0 * gene_modifier + exogenous
BZR1,,,BRS,BZR1 = 1.0 * prod(g(BRS)) * gene_modifier + exogenous
BRASSINAZOLE,,,,BRASSINAZOLE = 1.0 * 1.0 * gene_modifier + exogenous
GHMADS14,,,,GHMADS14 = 1.0 * 1.0 * gene_modifier + exogenous
PERIOD,,,,PERIOD = 1.0 * 1.0 * gene_modifier + exogenous
ATGPX5,,,,ATGPX5 = 1.0 * 1.0 * gene_modifier + exogenous
ATSERK5,,,,ATSERK5 = 1.0 * 1.0 * gene_modifier + exogenous
MIRNA160B,,,,MIRNA160B = 1.0 * 1.0 * gene_modifier + exogenous
GA1,,,,GA1 = 1.0 * 1.0 * gene_modifier + exogenous
1-butanol,,,,1-butanol = 1.0 * 1.0 * gene_modifier + exogenous
Compound 2,,,,Compound 2 = 1.0 * 1.0 * gene_modifier + exogenous
BRS,,,,BRS = 1.0 * 1.0 * gene_modifier + exogenous
Temperature variatio,,,,Temperature variatio = 1.0 * 1.0 * gene_modifier + exogenous
ABS4,,,,ABS4 = 1.0 * 1.0 * gene_modifier + exogenous
NUP58,,,,NUP58 = 1.0 * 1.0 * gene_modifier + exogenous
BGT,,,,BGT = 1.0 * 1.0 * gene_modifier + exogenous
Loss of 14-3-3 λ,,,,Loss of 14-3-3 λ = 1.0 * 1.0 * gene_modifier + exogenous
PHYA,,,,PHYA = 1.0 * 1.0 * gene_modifier + exogenous
BHLH136,,,,BHLH136 = 1.0 * 1.0 * gene_modifier + exogenous
ABS3L2,,,,ABS3L2 = 1.0 * 1.0 * gene_modifier + exogenous
benzyl cyanide,,,,benzyl cyanide = 1.0 * 1.0 * gene_modifier + exogenous
ATR4,,,,ATR4 = 1.0 * 1.0 * gene_modifier + exogenous
ectopic expression o,,,,ectopic expression o = 1.0 * 1.0 * gene_modifier + exogenous
Paclobutrazol,,,,Paclobutrazol = 1.0 * 1.0 * gene_modifier + exogenous
MIRNA167B,,,,MIRNA167B = 1.0 * 1.0 * gene_modifier + exogenous
RF,,,,RF = 1.0 * 1.0 * gene_modifier + exogenous
ZMCCA1A-OX,,,,ZMCCA1A-OX = 1.0 * 1.0 * gene_modifier + exogenous
"compounds 1b, 2b, an",,,,"compounds 1b, 2b, an = 1.0 * 1.0 * gene_modifier + exogenous"
PFT1,,,,PFT1 = 1.0 * 1.0 * gene_modifier + exogenous
NALHY,,,,NALHY = 1.0 * 1.0 * gene_modifier + exogenous
Treated seeds,,,,Treated seeds = 1.0 * 1.0 * gene_modifier + exogenous
ATGUS2,,,,ATGUS2 = 1.0 * 1.0 * gene_modifier + exogenous
ZMPHYC2,,,,ZMPHYC2 = 1.0 * 1.0 * gene_modifier + exogenous
Gamma Rays,,,,Gamma Rays = 1.0 * 1.0 * gene_modifier + exogenous
GMMYB133,,,,GMMYB133 = 1.0 * 1.0 * gene_modifier + exogenous
500 muT magnetic fie,,,,500 muT magnetic fie = 1.0 * 1.0 * gene_modifier + exogenous
enhanced transcripti,,,,enhanced transcripti = 1.0 * 1.0 * gene_modifier + exogenous
GMBZL3P219L,,,,GMBZL3P219L = 1.0 * 1.0 * gene_modifier + exogenous
vhp2;1 vhp2;2-2,,,,vhp2;1 vhp2;2-2 = 1.0 * 1.0 * gene_modifier + exogenous
beginning of the day,,,,beginning of the day = 1.0 * 1.0 * gene_modifier + exogenous
TIR1,,,,TIR1 = 1.0 * 1.0 * gene_modifier + exogenous
ATS4,,,,ATS4 = 1.0 * 1.0 * gene_modifier + exogenous
ARP6,,,,ARP6 = 1.0 * 1.0 * gene_modifier + exogenous
Sucrose addition,,,,Sucrose addition = 1.0 * 1.0 * gene_modifier + exogenous
Cellulose synthesis ,,,,Cellulose synthesis  = 1.0 * 1.0 * gene_modifier + exogenous
Silver ions,,,,Silver ions = 1.0 * 1.0 * gene_modifier + exogenous
exogenous applicatio,,,,exogenous applicatio = 1.0 * 1.0 * gene_modifier + exogenous
treatment with 1b,,,,treatment with 1b = 1.0 * 1.0 * gene_modifier + exogenous
High PPi levels,,,,High PPi levels = 1.0 * 1.0 * gene_modifier + exogenous
EEP1,,,,EEP1 = 1.0 * 1.0 * gene_modifier + exogenous
LATB,,,,LATB = 1.0 * 1.0 * gene_modifier + exogenous
TREATMENTS,,,,TREATMENTS = 1.0 * 1.0 * gene_modifier + exogenous
AtEXP4pro:CBM2a,,,,AtEXP4pro:CBM2a = 1.0 * 1.0 * gene_modifier + exogenous
treatment with 240 m,,,,treatment with 240 m = 1.0 * 1.0 * gene_modifier + exogenous
OSPIL1,,,,OSPIL1 = 1.0 * 1.0 * gene_modifier + exogenous
BIKININ,,,,BIKININ = 1.0 * 1.0 * gene_modifier + exogenous
GH3,,,,GH3 = 1.0 * 1.0 * gene_modifier + exogenous
BBX19,,,,BBX19 = 1.0 * 1.0 * gene_modifier + exogenous
Ectopic expression o,,,,Ectopic expression o = 1.0 * 1.0 * gene_modifier + exogenous
DAF1,,,,DAF1 = 1.0 * 1.0 * gene_modifier + exogenous
MIRNA319B,,,,MIRNA319B = 1.0 * 1.0 * gene_modifier + exogenous
CES,,,,CES = 1.0 * 1.0 * gene_modifier + exogenous
Cu(2+),,,,Cu(2+) = 1.0 * 1.0 * gene_modifier + exogenous
HY5,,MYC2,,HY5 = prod(f(MYC2)) * 1.0 * gene_modifier + exogenous
A. thaliana Seedling,,,,A. thaliana Seedling = 1.0 * 1.0 * gene_modifier + exogenous
Compound 1,,,,Compound 1 = 1.0 * 1.0 * gene_modifier + exogenous
treatment with 1a 12,,,,treatment with 1a 12 = 1.0 * 1.0 * gene_modifier + exogenous
ATCKS,,,,ATCKS = 1.0 * 1.0 * gene_modifier + exogenous
COMPOUND,,,,COMPOUND = 1.0 * 1.0 * gene_modifier + exogenous
ATGA20OX5,,,,ATGA20OX5 = 1.0 * 1.0 * gene_modifier + exogenous
PSK,,,,PSK = 1.0 * 1.0 * gene_modifier + exogenous
stress treatment,,,,stress treatment = 1.0 * 1.0 * gene_modifier + exogenous
NAZTL,,,,NAZTL = 1.0 * 1.0 * gene_modifier + exogenous
PIF5,,,,PIF5 = 1.0 * 1.0 * gene_modifier + exogenous
MI,,,,MI = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Jr,,,,Overexpression of Jr = 1.0 * 1.0 * gene_modifier + exogenous
GMBEH3L1,,,,GMBEH3L1 = 1.0 * 1.0 * gene_modifier + exogenous
BRS1,,,,BRS1 = 1.0 * 1.0 * gene_modifier + exogenous
Continuous red light,,,,Continuous red light = 1.0 * 1.0 * gene_modifier + exogenous
SAUR30,,,,SAUR30 = 1.0 * 1.0 * gene_modifier + exogenous
"2,4-D",,,,"2,4-D = 1.0 * 1.0 * gene_modifier + exogenous"
Expansin gene(s) sup,,,,Expansin gene(s) sup = 1.0 * 1.0 * gene_modifier + exogenous
DET2,,,,DET2 = 1.0 * 1.0 * gene_modifier + exogenous
ATBS1,,,,ATBS1 = 1.0 * 1.0 * gene_modifier + exogenous
Red Light,,,,Red Light = 1.0 * 1.0 * gene_modifier + exogenous
LOW R:FR,,,,LOW R:FR = 1.0 * 1.0 * gene_modifier + exogenous
myo-Inositol,,,,myo-Inositol = 1.0 * 1.0 * gene_modifier + exogenous
ABA,,,,ABA = 1.0 * 1.0 * gene_modifier + exogenous
TE1,,,,TE1 = 1.0 * 1.0 * gene_modifier + exogenous
SUPA,,,,SUPA = 1.0 * 1.0 * gene_modifier + exogenous
TAS,,,,TAS = 1.0 * 1.0 * gene_modifier + exogenous
pecp2-1,,,,pecp2-1 = 1.0 * 1.0 * gene_modifier + exogenous
increased ambient te,,,,increased ambient te = 1.0 * 1.0 * gene_modifier + exogenous
AHL29,,,,AHL29 = 1.0 * 1.0 * gene_modifier + exogenous
SL,,,,SL = 1.0 * 1.0 * gene_modifier + exogenous
ATMKK9,,,,ATMKK9 = 1.0 * 1.0 * gene_modifier + exogenous
ADF1,,,,ADF1 = 1.0 * 1.0 * gene_modifier + exogenous
cdfq mutant,,,,cdfq mutant = 1.0 * 1.0 * gene_modifier + exogenous
HBI1,,,,HBI1 = 1.0 * 1.0 * gene_modifier + exogenous
Guard Cells,,,,Guard Cells = 1.0 * 1.0 * gene_modifier + exogenous
YUC3,,,,YUC3 = 1.0 * 1.0 * gene_modifier + exogenous
APRR9,,,,APRR9 = 1.0 * 1.0 * gene_modifier + exogenous
HEATING,,,,HEATING = 1.0 * 1.0 * gene_modifier + exogenous
ATHKL1,,,,ATHKL1 = 1.0 * 1.0 * gene_modifier + exogenous
CK,,,,CK = 1.0 * 1.0 * gene_modifier + exogenous
BOP1,,,,BOP1 = 1.0 * 1.0 * gene_modifier + exogenous
high temperature,,,,high temperature = 1.0 * 1.0 * gene_modifier + exogenous
HYPERGRAVITY,,,,HYPERGRAVITY = 1.0 * 1.0 * gene_modifier + exogenous
AT-PHH1,,,,AT-PHH1 = 1.0 * 1.0 * gene_modifier + exogenous
MdPIF1-overexpressio,,,,MdPIF1-overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
SUGARS,,,,SUGARS = 1.0 * 1.0 * gene_modifier + exogenous
GAS,,,,GAS = 1.0 * 1.0 * gene_modifier + exogenous
533,,,,533 = 1.0 * 1.0 * gene_modifier + exogenous
MAC3A,,,,MAC3A = 1.0 * 1.0 * gene_modifier + exogenous
TPL,,,,TPL = 1.0 * 1.0 * gene_modifier + exogenous
SOB3,,,,SOB3 = 1.0 * 1.0 * gene_modifier + exogenous
OBP3,,,,OBP3 = 1.0 * 1.0 * gene_modifier + exogenous
DRY2,,,,DRY2 = 1.0 * 1.0 * gene_modifier + exogenous
DAG1,,,,DAG1 = 1.0 * 1.0 * gene_modifier + exogenous
CDF,,,,CDF = 1.0 * 1.0 * gene_modifier + exogenous
BEE1,,,,BEE1 = 1.0 * 1.0 * gene_modifier + exogenous
GLC,,,,GLC = 1.0 * 1.0 * gene_modifier + exogenous
PICLORAM,,,,PICLORAM = 1.0 * 1.0 * gene_modifier + exogenous
LIGHT,,,,LIGHT = 1.0 * 1.0 * gene_modifier + exogenous
FIONA1,,,,FIONA1 = 1.0 * 1.0 * gene_modifier + exogenous
NF-YC5,,,,NF-YC5 = 1.0 * 1.0 * gene_modifier + exogenous
Increase in ambient ,,,,Increase in ambient  = 1.0 * 1.0 * gene_modifier + exogenous
MELATONIN,,,,MELATONIN = 1.0 * 1.0 * gene_modifier + exogenous
XCT,,,,XCT = 1.0 * 1.0 * gene_modifier + exogenous
CDF5,,,,CDF5 = 1.0 * 1.0 * gene_modifier + exogenous
KARRIKIN,,,,KARRIKIN = 1.0 * 1.0 * gene_modifier + exogenous
PHYTOCHROMES,,,,PHYTOCHROMES = 1.0 * 1.0 * gene_modifier + exogenous
ALX8,,,,ALX8 = 1.0 * 1.0 * gene_modifier + exogenous
red light treatment,,,,red light treatment = 1.0 * 1.0 * gene_modifier + exogenous
HFR1,,,,HFR1 = 1.0 * 1.0 * gene_modifier + exogenous
COR27,,,,COR27 = 1.0 * 1.0 * gene_modifier + exogenous
GA2OX,,,,GA2OX = 1.0 * 1.0 * gene_modifier + exogenous
ATATR,,,,ATATR = 1.0 * 1.0 * gene_modifier + exogenous
GMCBL1,,,,GMCBL1 = 1.0 * 1.0 * gene_modifier + exogenous
SPY,,,,SPY = 1.0 * 1.0 * gene_modifier + exogenous
DHGA12,,,,DHGA12 = 1.0 * 1.0 * gene_modifier + exogenous
jasmonate treatment,,,,jasmonate treatment = 1.0 * 1.0 * gene_modifier + exogenous
warmer conditions,,,,warmer conditions = 1.0 * 1.0 * gene_modifier + exogenous
reduced cell elongat,,,,reduced cell elongat = 1.0 * 1.0 * gene_modifier + exogenous
ATHDA9,,,,ATHDA9 = 1.0 * 1.0 * gene_modifier + exogenous
KUA1,,,,KUA1 = 1.0 * 1.0 * gene_modifier + exogenous
RN1,,,,RN1 = 1.0 * 1.0 * gene_modifier + exogenous
PIFS,,,,PIFS = 1.0 * 1.0 * gene_modifier + exogenous
Temperature elevatio,,,,Temperature elevatio = 1.0 * 1.0 * gene_modifier + exogenous
KARRIKINS,,,,KARRIKINS = 1.0 * 1.0 * gene_modifier + exogenous
Juvenile hormone ago,,,,Juvenile hormone ago = 1.0 * 1.0 * gene_modifier + exogenous
DTT,,,,DTT = 1.0 * 1.0 * gene_modifier + exogenous
RPOD1,,,,RPOD1 = 1.0 * 1.0 * gene_modifier + exogenous
DBB1A,,,,DBB1A = 1.0 * 1.0 * gene_modifier + exogenous
CYTOKININS,,,,CYTOKININS = 1.0 * 1.0 * gene_modifier + exogenous
CHD3,,,,CHD3 = 1.0 * 1.0 * gene_modifier + exogenous
ATYUC4,,,,ATYUC4 = 1.0 * 1.0 * gene_modifier + exogenous
red pulses,,,,red pulses = 1.0 * 1.0 * gene_modifier + exogenous
small mutations (<10,,,,small mutations (<10 = 1.0 * 1.0 * gene_modifier + exogenous
GR245DS,,,,GR245DS = 1.0 * 1.0 * gene_modifier + exogenous
ZIM,,,,ZIM = 1.0 * 1.0 * gene_modifier + exogenous
35S-OsWRKY transgeni,,,,35S-OsWRKY transgeni = 1.0 * 1.0 * gene_modifier + exogenous
CRY1,,,,CRY1 = 1.0 * 1.0 * gene_modifier + exogenous
ADH2,,,,ADH2 = 1.0 * 1.0 * gene_modifier + exogenous
PIF3OX,,,,PIF3OX = 1.0 * 1.0 * gene_modifier + exogenous
HEATIN,,,,HEATIN = 1.0 * 1.0 * gene_modifier + exogenous
CDF1,,,,CDF1 = 1.0 * 1.0 * gene_modifier + exogenous
ATUVR8,,"RUP,REPRESSOR",,"ATUVR8 = prod(f(RUP, REPRESSOR)) * 1.0 * gene_modifier + exogenous"
1-aminocyclopropane-,,,,1-aminocyclopropane- = 1.0 * 1.0 * gene_modifier + exogenous
ABCB,,,,ABCB = 1.0 * 1.0 * gene_modifier + exogenous
GELDANAMYCIN,,,,GELDANAMYCIN = 1.0 * 1.0 * gene_modifier + exogenous
heat stress,,,,heat stress = 1.0 * 1.0 * gene_modifier + exogenous
APRR5,,,,APRR5 = 1.0 * 1.0 * gene_modifier + exogenous
SDHAF1,,,,SDHAF1 = 1.0 * 1.0 * gene_modifier + exogenous
reduced light sensit,,,,reduced light sensit = 1.0 * 1.0 * gene_modifier + exogenous
JAS,,,,JAS = 1.0 * 1.0 * gene_modifier + exogenous
SMP2,,,,SMP2 = 1.0 * 1.0 * gene_modifier + exogenous
Ultraviolet-B radiat,,,,Ultraviolet-B radiat = 1.0 * 1.0 * gene_modifier + exogenous
shade-avoidance beha,,,,shade-avoidance beha = 1.0 * 1.0 * gene_modifier + exogenous
Exogenous threonine,,,,Exogenous threonine = 1.0 * 1.0 * gene_modifier + exogenous
EARLY,,,,EARLY = 1.0 * 1.0 * gene_modifier + exogenous
DLK2,,,,DLK2 = 1.0 * 1.0 * gene_modifier + exogenous
DELLA,,,,DELLA = 1.0 * 1.0 * gene_modifier + exogenous
MAX2,,,,MAX2 = 1.0 * 1.0 * gene_modifier + exogenous
GSH,,,,GSH = 1.0 * 1.0 * gene_modifier + exogenous
illumination of etio,,,,illumination of etio = 1.0 * 1.0 * gene_modifier + exogenous
Shade perception,,,,Shade perception = 1.0 * 1.0 * gene_modifier + exogenous
PIF7,,,,PIF7 = 1.0 * 1.0 * gene_modifier + exogenous
CYCLING,,,,CYCLING = 1.0 * 1.0 * gene_modifier + exogenous
Disruption of the ge,,,,Disruption of the ge = 1.0 * 1.0 * gene_modifier + exogenous
Sequestration of PIF,,,,Sequestration of PIF = 1.0 * 1.0 * gene_modifier + exogenous
GLCN,,,,GLCN = 1.0 * 1.0 * gene_modifier + exogenous
COP1,,ATCUL4,,COP1 = prod(f(ATCUL4)) * 1.0 * gene_modifier + exogenous
TCP17,,,,TCP17 = 1.0 * 1.0 * gene_modifier + exogenous
A-PTF-1,,,,A-PTF-1 = 1.0 * 1.0 * gene_modifier + exogenous
Jasmonic Acid,,,,Jasmonic Acid = 1.0 * 1.0 * gene_modifier + exogenous
TTFA,,,,TTFA = 1.0 * 1.0 * gene_modifier + exogenous
moderate increase in,,,,moderate increase in = 1.0 * 1.0 * gene_modifier + exogenous
ATWRKY36,,,,ATWRKY36 = 1.0 * 1.0 * gene_modifier + exogenous
JA,,,,JA = 1.0 * 1.0 * gene_modifier + exogenous
infrequent irradiati,,,,infrequent irradiati = 1.0 * 1.0 * gene_modifier + exogenous
BMAA,,,,BMAA = 1.0 * 1.0 * gene_modifier + exogenous
BOP2,,,,BOP2 = 1.0 * 1.0 * gene_modifier + exogenous
PIF8,,,,PIF8 = 1.0 * 1.0 * gene_modifier + exogenous
CKRC2,,,,CKRC2 = 1.0 * 1.0 * gene_modifier + exogenous
CHI2,,,,CHI2 = 1.0 * 1.0 * gene_modifier + exogenous
LUX,,,,LUX = 1.0 * 1.0 * gene_modifier + exogenous
HYH,,,,HYH = 1.0 * 1.0 * gene_modifier + exogenous
PIF1,,,,PIF1 = 1.0 * 1.0 * gene_modifier + exogenous
ATAIRP4,,,,ATAIRP4 = 1.0 * 1.0 * gene_modifier + exogenous
BBX16,,,,BBX16 = 1.0 * 1.0 * gene_modifier + exogenous
High intensity of li,,,,High intensity of li = 1.0 * 1.0 * gene_modifier + exogenous
Low Red/Far-Red rati,,,,Low Red/Far-Red rati = 1.0 * 1.0 * gene_modifier + exogenous
PIC,,,,PIC = 1.0 * 1.0 * gene_modifier + exogenous
ATRAN1,,,,ATRAN1 = 1.0 * 1.0 * gene_modifier + exogenous
SAUR63,,,,SAUR63 = 1.0 * 1.0 * gene_modifier + exogenous
BIN2,,,,BIN2 = 1.0 * 1.0 * gene_modifier + exogenous
high temperatures,,,,high temperatures = 1.0 * 1.0 * gene_modifier + exogenous
MDPIF1,,,,MDPIF1 = 1.0 * 1.0 * gene_modifier + exogenous
MEJA,,,,MEJA = 1.0 * 1.0 * gene_modifier + exogenous
shy2-2/iaa3 allele,,,,shy2-2/iaa3 allele = 1.0 * 1.0 * gene_modifier + exogenous
ANAC081,,,,ANAC081 = 1.0 * 1.0 * gene_modifier + exogenous
High-dose melatonin,,,,High-dose melatonin = 1.0 * 1.0 * gene_modifier + exogenous
AT3G01472.1,,,,AT3G01472.1 = 1.0 * 1.0 * gene_modifier + exogenous
BIC1,,,,BIC1 = 1.0 * 1.0 * gene_modifier + exogenous
BBX21,,,,BBX21 = 1.0 * 1.0 * gene_modifier + exogenous
SLBIR3,,,,SLBIR3 = 1.0 * 1.0 * gene_modifier + exogenous
Red light (R),,,,Red light (R) = 1.0 * 1.0 * gene_modifier + exogenous
ERS,,,,ERS = 1.0 * 1.0 * gene_modifier + exogenous
WILDTYPE,,,,WILDTYPE = 1.0 * 1.0 * gene_modifier + exogenous
low blue light,,,,low blue light = 1.0 * 1.0 * gene_modifier + exogenous
triggering heat stre,,,,triggering heat stre = 1.0 * 1.0 * gene_modifier + exogenous
MAP65-2,,,,MAP65-2 = 1.0 * 1.0 * gene_modifier + exogenous
SKU6,,,,SKU6 = 1.0 * 1.0 * gene_modifier + exogenous
transcription co-fac,,,,transcription co-fac = 1.0 * 1.0 * gene_modifier + exogenous
TCP5,,,,TCP5 = 1.0 * 1.0 * gene_modifier + exogenous
AGB1,,,,AGB1 = 1.0 * 1.0 * gene_modifier + exogenous
SPA2,,,,SPA2 = 1.0 * 1.0 * gene_modifier + exogenous
shade light,,,,shade light = 1.0 * 1.0 * gene_modifier + exogenous
ATMAPR5,,,,ATMAPR5 = 1.0 * 1.0 * gene_modifier + exogenous
UV,,"COP1,DELLA,CPD45,HY5,ATUVR8,BBX21","STO,EFO2,BBX24,EFO1","UV = prod(f(COP1, DELLA, CPD45, HY5, ATUVR8, BBX21)) * prod(g(STO, EFO2, BBX24, EFO1)) * gene_modifier + exogenous"
ARF7,,,,ARF7 = 1.0 * 1.0 * gene_modifier + exogenous
LACS4,,,,LACS4 = 1.0 * 1.0 * gene_modifier + exogenous
ADO1,,,,ADO1 = 1.0 * 1.0 * gene_modifier + exogenous
NIT1,,,,NIT1 = 1.0 * 1.0 * gene_modifier + exogenous
SIUVR8,,,,SIUVR8 = 1.0 * 1.0 * gene_modifier + exogenous
Circadian clock,,,,Circadian clock = 1.0 * 1.0 * gene_modifier + exogenous
EIN3,,,,EIN3 = 1.0 * 1.0 * gene_modifier + exogenous
14-3-3 kappa,,,,14-3-3 kappa = 1.0 * 1.0 * gene_modifier + exogenous
SPX,,,,SPX = 1.0 * 1.0 * gene_modifier + exogenous
sec-3,,,,sec-3 = 1.0 * 1.0 * gene_modifier + exogenous
SUGAR,,,,SUGAR = 1.0 * 1.0 * gene_modifier + exogenous
ATHMAC6,,,,ATHMAC6 = 1.0 * 1.0 * gene_modifier + exogenous
P450SU1,,,,P450SU1 = 1.0 * 1.0 * gene_modifier + exogenous
JK224,,,,JK224 = 1.0 * 1.0 * gene_modifier + exogenous
14-3-3 protein(s),,,,14-3-3 protein(s) = 1.0 * 1.0 * gene_modifier + exogenous
SE,,,,SE = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of M,,,,Over-expression of M = 1.0 * 1.0 * gene_modifier + exogenous
PHENANTHRENE,,,,PHENANTHRENE = 1.0 * 1.0 * gene_modifier + exogenous
ZKT2,,,,ZKT2 = 1.0 * 1.0 * gene_modifier + exogenous
MA,,,,MA = 1.0 * 1.0 * gene_modifier + exogenous
PVRXLR131,,,,PVRXLR131 = 1.0 * 1.0 * gene_modifier + exogenous
ARAC1,,,,ARAC1 = 1.0 * 1.0 * gene_modifier + exogenous
1-aminomethyl-2-naph,,,,1-aminomethyl-2-naph = 1.0 * 1.0 * gene_modifier + exogenous
ATCESA2,,,,ATCESA2 = 1.0 * 1.0 * gene_modifier + exogenous
COG1,,,,COG1 = 1.0 * 1.0 * gene_modifier + exogenous
xpf-3,,,,xpf-3 = 1.0 * 1.0 * gene_modifier + exogenous
GR5,,,,GR5 = 1.0 * 1.0 * gene_modifier + exogenous
R18,,,,R18 = 1.0 * 1.0 * gene_modifier + exogenous
TAGK2WT,,,,TAGK2WT = 1.0 * 1.0 * gene_modifier + exogenous
DNQX,,,,DNQX = 1.0 * 1.0 * gene_modifier + exogenous
ARF8,,,,ARF8 = 1.0 * 1.0 * gene_modifier + exogenous
MUTATIONS,,,,MUTATIONS = 1.0 * 1.0 * gene_modifier + exogenous
ATSURF1B,,,,ATSURF1B = 1.0 * 1.0 * gene_modifier + exogenous
reduction of fucose ,,,,reduction of fucose  = 1.0 * 1.0 * gene_modifier + exogenous
SEC5A,,,,SEC5A = 1.0 * 1.0 * gene_modifier + exogenous
AHL,,,,AHL = 1.0 * 1.0 * gene_modifier + exogenous
warm temperatures,,,,warm temperatures = 1.0 * 1.0 * gene_modifier + exogenous
EBF1,,,,EBF1 = 1.0 * 1.0 * gene_modifier + exogenous
tub4P287L mutation,,,,tub4P287L mutation = 1.0 * 1.0 * gene_modifier + exogenous
lower ploidy levels,,,,lower ploidy levels = 1.0 * 1.0 * gene_modifier + exogenous
Strigolactones,,,,Strigolactones = 1.0 * 1.0 * gene_modifier + exogenous
HSFA1S,,,,HSFA1S = 1.0 * 1.0 * gene_modifier + exogenous
CYTOKININ,,,,CYTOKININ = 1.0 * 1.0 * gene_modifier + exogenous
5-Methyltetrahydrofo,,,,5-Methyltetrahydrofo = 1.0 * 1.0 * gene_modifier + exogenous
ATMAP65-1,,,,ATMAP65-1 = 1.0 * 1.0 * gene_modifier + exogenous
GCHXK,,,,GCHXK = 1.0 * 1.0 * gene_modifier + exogenous
green light,,,,green light = 1.0 * 1.0 * gene_modifier + exogenous
PECRY1,,,,PECRY1 = 1.0 * 1.0 * gene_modifier + exogenous
IAA14,,,,IAA14 = 1.0 * 1.0 * gene_modifier + exogenous
ATIBH1,,,,ATIBH1 = 1.0 * 1.0 * gene_modifier + exogenous
BAF60,,,,BAF60 = 1.0 * 1.0 * gene_modifier + exogenous
SUBMERGENCE,,,,SUBMERGENCE = 1.0 * 1.0 * gene_modifier + exogenous
CSN,,,,CSN = 1.0 * 1.0 * gene_modifier + exogenous
ER,,,,ER = 1.0 * 1.0 * gene_modifier + exogenous
ZAXINONE,,,,ZAXINONE = 1.0 * 1.0 * gene_modifier + exogenous
HXK1,,,,HXK1 = 1.0 * 1.0 * gene_modifier + exogenous
CIP7,,,,CIP7 = 1.0 * 1.0 * gene_modifier + exogenous
Warm night temperatu,,,,Warm night temperatu = 1.0 * 1.0 * gene_modifier + exogenous
3-bromo-7-nitroindaz,,,,3-bromo-7-nitroindaz = 1.0 * 1.0 * gene_modifier + exogenous
GNS,,,,GNS = 1.0 * 1.0 * gene_modifier + exogenous
BBX18,,,,BBX18 = 1.0 * 1.0 * gene_modifier + exogenous
A. thaliana,,,,A. thaliana = 1.0 * 1.0 * gene_modifier + exogenous
increase of sucrose,,,,increase of sucrose = 1.0 * 1.0 * gene_modifier + exogenous
FAA,,,,FAA = 1.0 * 1.0 * gene_modifier + exogenous
ABI8,,,,ABI8 = 1.0 * 1.0 * gene_modifier + exogenous
thermomorphogenic gr,,,,thermomorphogenic gr = 1.0 * 1.0 * gene_modifier + exogenous
BMA,,,,BMA = 1.0 * 1.0 * gene_modifier + exogenous
FBH1,,,,FBH1 = 1.0 * 1.0 * gene_modifier + exogenous
HBL,,,,HBL = 1.0 * 1.0 * gene_modifier + exogenous
ARF16,,,,ARF16 = 1.0 * 1.0 * gene_modifier + exogenous
GDA,,,,GDA = 1.0 * 1.0 * gene_modifier + exogenous
LCL5,,,,LCL5 = 1.0 * 1.0 * gene_modifier + exogenous
Cryptochrome blue li,,,,Cryptochrome blue li = 1.0 * 1.0 * gene_modifier + exogenous
