source	target	sign	confidence	color	doi
PHYB	COP1_SPA	negative	MEDIUM	#DC143C	10.1038/emboj.2009.4
PHYB	HY5	positive	MEDIUM	#228B22	10.1101/cshperspect.a039941
PHYB	PIF3	negative	MEDIUM	#DC143C	10.1111/j.1365-313X.2012.05114.x
PHYB	PIF4	negative	MEDIUM	#DC143C	10.1105/tpc.107.052142
PHYB	PIF4_5_7	negative	MEDIUM	#DC143C	10.1038/s41467-020-14905-w
PHYB	PIF5	negative	MEDIUM	#DC143C	10.1111/tpj.14556
PHYB	PIF7	negative	MEDIUM	#DC143C	10.1105/tpc.107.052142
PIF3	Hypocotyl_Length	positive	MEDIUM	#228B22	10.1105/tpc.107.052142
PIF4	ARF6	positive	MEDIUM	#228B22	10.1016/j.pbi.2014.07.012
PIF4	FT	positive	MEDIUM	#228B22	10.1016/j.xplc.2023.100552
PIF4	GI	positive	MEDIUM	#228B22	10.1016/j.xplc.2024.100833
PIF4	Hypocotyl_Length	positive	MEDIUM	#228B22	10.1111/tpj.14556
PIF4	PIF7	positive	MEDIUM	#228B22	10.1038/s41467-022-32585-6
PIF4	TAA1	positive	MEDIUM	#228B22	10.14348/molcells.2016.0126
PIF4	YUC8	positive	MEDIUM	#228B22	10.1111/tpj.14556
PIF4_5_7	GA20OX1	positive	MEDIUM	#228B22	10.1105/tpc.19.00335
PIF4_5_7	Plant_Height	positive	MEDIUM	#228B22	10.1016/j.cub.2009.06.046
PIF4_5_7	YUC_TAA	positive	MEDIUM	#228B22	10.3389/fpls.2019.00914
PIF5	HFR1	positive	MEDIUM	#228B22	10.3390/plants7040102
PIF5	Hypocotyl_Length	positive	MEDIUM	#228B22	10.1111/tpj.14556
PIF7	YUC8	positive	MEDIUM	#228B22	10.1038/s41467-022-32585-6
PIN	Lateral_Root_Density	positive	MEDIUM	#228B22	10.1101/cshperspect.a039933
PIN1	Shoot_Branching	positive	MEDIUM	#228B22	10.1093/plphys/kiab071
PIN3	Shoot_Branching	positive	MEDIUM	#228B22	doi
PKL	FUS3	negative	MEDIUM	#DC143C	10.1038/s41477-022-01237-4
PKL	LEC1	negative	MEDIUM	#DC143C	10.1038/s41477-022-01237-4
PKL	LEC2	negative	MEDIUM	#DC143C	10.1038/s41477-022-01237-4
PLT	Lateral_Root_Density	positive	MEDIUM	#228B22	10.1073/pnas.1714410114
PLT	PIN	positive	MEDIUM	#228B22	10.1073/pnas.1714410114
PP2A	BZR1	positive	MEDIUM	#228B22	10.1016/j.pbi.2014.07.012
PP2A	BZR_BES	positive	MEDIUM	#228B22	10.1105/tpc.19.00335
PRC2	CKX2	negative	MEDIUM	#DC143C	10.1073/pnas.1305175110
PRC2	Endosperm_Proliferation	negative	MEDIUM	#DC143C	10.1105/tpc.106.047266
PRC2	FLC	negative	MEDIUM	#DC143C	10.1111/tpj.14817
PRC2	TAR1	negative	MEDIUM	#DC143C	10.1007/s00497-024-00516-8
PRC2	YUC10	negative	MEDIUM	#DC143C	10.1007/s00497-024-00516-8
PYL	ABI1	negative	MEDIUM	#DC143C	10.3390/ijms23094523
PYL8	ABI1	negative	MEDIUM	#DC143C	10.3390/genes11060633
Photoperiod	FT	positive	MEDIUM	#228B22	10.3389/fpls.2022.889045
RAV1	ABI5	negative	MEDIUM	#DC143C	10.14348/molcells.2018.0259
RAV1	IKU2	negative	MEDIUM	#DC143C	10.14348/molcells.2018.0259
RAV1	MINI3	negative	MEDIUM	#DC143C	10.14348/molcells.2018.0259
RBR1	Endosperm_Proliferation	negative	MEDIUM	#DC143C	10.1105/tpc.106.047266
SEEDSTICK	E2FA	positive	MEDIUM	#228B22	10.1104/pp.20.01267
SEEDSTICK	Integument_Growth	positive	MEDIUM	#228B22	10.1104/pp.20.01267
SEUSS	Ovule_size	positive	MEDIUM	#228B22	10.1104/pp.107.114751
SHB1	Endosperm_Proliferation	positive	MEDIUM	#228B22	10.1105/tpc.108.064972
SHB1	IKU2	positive	MEDIUM	#228B22	10.1105/tpc.108.064972
SHB1	MINI3	positive	MEDIUM	#228B22	10.1105/tpc.108.064972
SLY1	DELLA	negative	MEDIUM	#DC143C	10.1104/pp.113.219451
SL_SYN	Strigolactone	positive	MEDIUM	#228B22	10.1105/tpc.15.00605
SMXL678	BRC1	negative	MEDIUM	#DC143C	10.1105/tpc.15.00605
SMXL678	PIN1	positive	MEDIUM	#228B22	10.1093/jxb/eraf027
SMXL678	SPL9	negative	MEDIUM	#DC143C	10.1038/s41586-020-2382-x
SNRK2	ABI4_5	positive	MEDIUM	#228B22	10.1126/scisignal.2005051
SNRK2	ABI5	positive	MEDIUM	#228B22	10.3390/ijms23094523
SOB7	Brassinosteroid	negative	MEDIUM	#DC143C	10.1534/g3.112.004580
SOC1	AGL24	positive	MEDIUM	#228B22	10.4161/psb.21552
SOC1	AP1	positive	MEDIUM	#228B22	10.3389/fpls.2022.852047
SOC1	AP2	negative	MEDIUM	#DC143C	10.1038/s41467-024-51341-6
SOC1	FUL	positive	MEDIUM	#228B22	10.3389/fpls.2022.852047
SOC1	Flowering_Time	positive	MEDIUM	#228B22	10.1093/jxb/eraa057
SOC1	LFY	positive	MEDIUM	#228B22	10.1104/pp.112.202614
SOC1	SVP	negative	MEDIUM	#DC143C	10.1073/pnas.1409567111
SOD7	Integument_Growth	negative	MEDIUM	#DC143C	10.3390/ijms241310666
SPA1	BIN2	negative	MEDIUM	#DC143C	10.1073/pnas.1700850114
SPA1	COP1_SPA	positive	MEDIUM	#228B22	10.1111/nph.17332
SPA1	HY5	negative	MEDIUM	#DC143C	10.1111/nph.17332
SPL9	AP1	positive	MEDIUM	#228B22	10.1371/journal.pgen.1006263
SPL9	BRC1	positive	MEDIUM	#228B22	doi
SPL9	FUL	positive	MEDIUM	#228B22	10.1371/journal.pgen.1006263
SPL9	LFY	positive	MEDIUM	#228B22	10.1371/journal.pgen.1006263
SPL9	Plant_Height	negative	MEDIUM	#DC143C	10.1007/s11103-008-9310-z
SPL9	SOC1	positive	MEDIUM	#228B22	10.1105/tpc.112.101014
SPL9	miR172	positive	MEDIUM	#228B22	10.1016/j.cell.2009.06.031
SPY	DELLA	positive	MEDIUM	#228B22	10.1199/tab.0103
SVP	FLC	positive	MEDIUM	#228B22	10.1105/tpc.108.063883
SVP	FT	negative	MEDIUM	#DC143C	10.1016/j.xplc.2023.100552
SVP	SOC1	negative	MEDIUM	#DC143C	10.1104/pp.112.202614
Storage_reserves	Seed_Size	positive	MEDIUM	#228B22	10.1105/tpc.108.061903
Strigolactone	CKX9	positive	MEDIUM	#228B22	10.1093/plphys/kiab071
Strigolactone	D14	positive	MEDIUM	#228B22	10.1111/ppl.13681
Strigolactone	Plant_Height	positive	MEDIUM	#228B22	10.1105/tpc.15.00605
Sucrose	BRC1	negative	MEDIUM	#DC143C	10.1101/gad.887301
Sucrose	Cytokinin	positive	MEDIUM	#228B22	10.1093/plphys/kiab003
Sucrose	HB21	negative	MEDIUM	#DC143C	doi
Sucrose	MAX2	negative	MEDIUM	#DC143C	10.1111/nph.17834
Sucrose	PIN1	positive	MEDIUM	#228B22	10.1093/jxb/erv047
Sucrose	Shoot_Branching	positive	MEDIUM	#228B22	10.1104/pp.18.00519
Sucrose	Strigolactone	negative	MEDIUM	#DC143C	10.1111/tpj.16873
Sucrose	T6P	positive	MEDIUM	#228B22	10.1093/jxb/ert457
Sucrose	miR156	negative	MEDIUM	#DC143C	10.3390/ijms20246166
T6P	FT	positive	MEDIUM	#228B22	10.1105/tpc.19.00837
T6P	Shoot_Branching	positive	MEDIUM	#228B22	10.1093/pcp/pcaa066
T6P	miR156	negative	MEDIUM	#DC143C	10.1126/science.1230406
TAA1	Auxin	positive	MEDIUM	#228B22	10.1105/tpc.114.127993
TAR1	Auxin	positive	MEDIUM	#228B22	10.7554/eLife.20542
TAR2	Auxin	positive	MEDIUM	#228B22	10.1111/tpj.12448
TCP14	Cell_Proliferation	positive	MEDIUM	#228B22	10.1105/tpc.15.00587
TFL1	AP1	negative	MEDIUM	#DC143C	10.1105/tpc.111.088641
TFL1	FD	positive	MEDIUM	#228B22	10.1105/tpc.111.088641
TFL1	FUL	negative	MEDIUM	#DC143C	10.1038/s41467-020-18782-1
TFL1	Flowering_Time	negative	MEDIUM	#DC143C	10.1105/tpc.111.088641
TFL1	LFY	negative	MEDIUM	#DC143C	10.1038/s41467-020-18782-1
TFL1	SOC1	negative	MEDIUM	#DC143C	10.1038/s41467-020-18782-1
TIE1	BRC1	negative	MEDIUM	#DC143C	10.1093/jxb/erv047
TIR1	ARF2	positive	MEDIUM	#228B22	10.1101/gad.316554.118
TIR1	AUX_IAA	negative	MEDIUM	#DC143C	10.7554/eLife.19048
TIR1	IAA14	negative	MEDIUM	#DC143C	10.1101/cshperspect.a039933
TIR1	IAA19	negative	MEDIUM	#DC143C	10.3389/fpls.2019.00914
TIR1	IAA28	negative	MEDIUM	#DC143C	10.1101/cshperspect.a039933
TOC1	PIF4	negative	MEDIUM	#DC143C	10.1016/j.xplc.2024.100833
TPS1	FT	positive	MEDIUM	#228B22	10.1093/jxb/ert457
TPS1	T6P	positive	MEDIUM	#228B22	10.1105/tpc.19.00837
TTG2	Integument_Growth	positive	MEDIUM	#228B22	10.1073/pnas.0907024106
Temperature	ELF3_EC	negative	MEDIUM	#DC143C	10.1126/sciadv.abf4427
Temperature	HSFA1D	positive	MEDIUM	#228B22	10.1126/sciadv.adh1738
Temperature	HY5	negative	MEDIUM	#DC143C	10.1016/j.xplc.2024.100833
Temperature	PIF4_5_7	positive	MEDIUM	#228B22	10.1016/j.cub.2009.06.046
UBP15	Integument_Growth	positive	MEDIUM	#228B22	10.1105/tpc.114.122663
UVR8	COP1_SPA	negative	MEDIUM	#DC143C	10.1038/emboj.2009.4
UVR8	HY5	positive	MEDIUM	#228B22	10.1038/emboj.2009.4
UVR8	PIF5	negative	MEDIUM	#DC143C	10.1111/tpj.14556
VAL1	ABI3	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL1	FUS3	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL1	LEC1	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL1	LEC2	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL1	PKL	positive	MEDIUM	#228B22	10.1038/s41477-022-01237-4
VAL2	ABI3	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL2	FUS3	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL2	LEC1	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL2	LEC2	negative	MEDIUM	#DC143C	10.1104/pp.113.220988
VAL2	PKL	positive	MEDIUM	#228B22	10.1038/s41477-022-01237-4
VIN3	FLC	negative	MEDIUM	#DC143C	10.1199/tab.0171
Vernalization	AGL24	positive	MEDIUM	#228B22	10.1073/pnas.212624599
Vernalization	VIN3	positive	MEDIUM	#228B22	10.1073/pnas.0606385103
WOX11	LBD	positive	MEDIUM	#228B22	10.1105/tpc.114.122887
Warm_Temperature	FT	positive	MEDIUM	#228B22	10.1104/pp.19.00652
Warm_Temperature	PIF4	positive	MEDIUM	#228B22	10.3390/ijms19103196
Warm_Temperature	SVP	negative	MEDIUM	#DC143C	10.3390/ijms19103196
YUC10	Auxin	positive	MEDIUM	#228B22	10.7554/eLife.20542
YUC11	Auxin	positive	MEDIUM	#228B22	10.7554/eLife.20542
YUC4	Auxin	positive	MEDIUM	#228B22	10.1101/cshperspect.a039933
YUC8	Auxin	positive	MEDIUM	#228B22	10.1038/s41467-022-32585-6
YUC_TAA	Auxin	positive	MEDIUM	#228B22	10.3389/fpls.2019.00914
ZTL	CO	negative	MEDIUM	#DC143C	10.1073/pnas.1415375111
lncCOOLAIR	FLC	negative	MEDIUM	#DC143C	10.1038/nature08328
miR156	SPL9	negative	MEDIUM	#DC143C	10.1016/j.cell.2009.06.031
miR156	miR172	negative	MEDIUM	#DC143C	10.1016/j.cell.2009.06.014
miR172	AP2	negative	MEDIUM	#DC143C	10.3390/genes11030319
miR172	AP2_TOE	negative	MEDIUM	#DC143C	10.1105/tpc.016238
miR396	GRF	negative	MEDIUM	#DC143C	10.5483/BMBRep.2019.52.4.051
