source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
HB21,GENE,NCED5,GENE,activation,transcriptional,HIGH,HB21 induces NCED5 expression as part of the HB21/40/53 ABA biosynthesis activation module; nced3 nced5 double mutant shows impaired ABA accumulation downstream of HB21/40/53,,,,,,"we identified in the list of upregulated DEGs 2 key genes in the biosynthetic ABA pathway, NCED3 and NCED4; the nced3 nced5 mutant produced a clear increase in the final number of fruits",,
HB40,GENE,NCED3,GENE,activation,transcriptional,HIGH,HD-ZIP I TF activates NCED3 expression,,,,,,"HB21, HB40, and HB53 enhance NCED3 expression",,
HB40,GENE,NCED5,GENE,activation,transcriptional,MEDIUM,HB40 acts redundantly with HB21/53 to promote NCED5-dependent ABA biosynthesis at sites of bud arrest,,,,,,the nced3 nced5 mutant produced a clear increase in the final number of fruits compared to wild-type; HB21/40/53 act redundantly,,
HB53,GENE,NCED3,GENE,activation,transcriptional,HIGH,HD-ZIP I TF activates NCED3 expression,,,,,,"HB21, HB40, and HB53 enhance NCED3 expression",,
HB53,GENE,NCED5,GENE,activation,transcriptional,MEDIUM,HB53 acts redundantly with HB21/40 to promote NCED5-dependent ABA biosynthesis,,,,,,"HB21, HB40, and HB53 act redundantly; nced3 nced5 double mutant impaired ABA synthesis",,
HXK1,GENE,Cytokinin,HORMONE,activation,signaling,MEDIUM,HXK1 signaling promotes CK synthesis to promote branching,,,,,,HXK1 promotes branching by interacting with CK synthesis and SL perception,,
HXK1,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,MEDIUM,HXK1 sugar sensing promotes shoot branching,,,,,,HXK1 promotes branching,,
IPT,GENE,Cytokinin,HORMONE,activation,metabolic,HIGH,Isopentenyltransferase catalyzes rate-limiting step of CK biosynthesis,,,,,,Root expression of IPT leads to specific export of ZR in the xylem sap,,
KAI2,GENE,MAX2,GENE,activation,physical_interaction,HIGH,KAI2 (paralog of D14) is required for karrikin signaling and acts via MAX2; MAX2 is shared between KAI2 and D14 pathways,,,,,,AtD14 and KAI2 define a class of proteins that permit the separate regulation of karrikin and strigolactone signalling by MAX2.,,
KAI2,GENE,SMAX1,PROTEIN_COMPLEX,inhibition,signaling,HIGH,KAI2-MAX2 signaling pathway targets SMAX1/SMXL2 for proteasomal degradation in karrikin response,,,,,,KAI2-MAX2 signaling pathway has been proposed to only target SMAX1/SMXL2 for proteasomal degradation.,,
LAS,GENE,REV,GENE,activation,transcriptional,HIGH,LAS required for REV expression in axillary meristems,,,,,,The REV expression domain at the central adaxial base of older leaf primordia was absent in las-4,,
LAS,GENE,ROX,GENE,activation,transcriptional,HIGH,LAS activity required for ROX expression at adaxial leaf boundary.,,,,,,ROX expression is dependent on RAX1 and LAS activity,,
LAS,GENE,STM,GENE,activation,transcriptional,HIGH,LAS required for focused STM expression in axils via REV,,,,,,The focusing of STM expression indicative of meristem organization is dependent on LAS function,,
LAS,GENE,Shoot_Branching,PHENOTYPE,activation,transcriptional,HIGH,LAS required for vegetative axillary meristem initiation,,,,,,"During the vegetative phase, axillary meristems initiate at a distance to the SAM and require LAS function",,
LBO,GENE,Strigolactone,HORMONE,activation,metabolic,HIGH,2-OGD oxidoreductase; final known enzymatic step,,,,,,LBO protein specifically converts MeCLA to an unidentified strigolactone-like compound,,
Low_R_FR,ENVIRONMENT,ABA,HORMONE,inhibition,signaling,HIGH,"High R:FR (sun) reduces bud ABA within hours, releasing buds from ABA-mediated dormancy.",,,,,,,,
Low_R_FR,ENVIRONMENT,BRC1,GENE,activation,signaling,HIGH,Shade (low R:FR) upregulates BRC1 via phyB inactivation,,,,,,"After 4 h, BRC1 mRNA levels were higher in W+FR-treated plants",,
Low_R_FR,ENVIRONMENT,FHY3,GENE,inhibition,signaling,HIGH,Shade (EOD-FR) triggers rapid FHY3 protein degradation via proteasome,,,,,,Accumulation of FHY3 protein rapidly decreased after EOD-FR treatment,,
Low_R_FR,ENVIRONMENT,HB21,GENE,activation,signaling,HIGH,Shade upregulates HB21 in buds,,,,,,HB21 up-regulated in buds treated with W+FR light,,
Low_R_FR,ENVIRONMENT,NCED3,GENE,activation,signaling,HIGH,Shade induces NCED3 expression in buds,,,,,,NCED3 induction in W+FR light,,
Low_R_FR,ENVIRONMENT,PIF4,GENE,activation,post_translational,HIGH,"Low R:FR de-activates PHYB, allowing PIF4/PIF5 protein accumulation that drives shade-avoidance response.",,,,,,Changes in the R:FR detected by phytochromes within bud cells would potentially be transduced by PHYTOCHROME INTERACTING FACTORs (PIFs),,
Low_R_FR,ENVIRONMENT,Shoot_Branching,PHENOTYPE,inhibition,signaling,HIGH,Shade suppresses bud outgrowth via BRC1 upregulation,,,,,,Exposure of plants with young buds to low R:FR promotes bud arrest,,
MAX1,GENE,Strigolactone,HORMONE,activation,metabolic,HIGH,Cytochrome P450 oxidizes carlactone to carlactonoic acid,,,,,,"In Arabidopsis, CL is oxidized by the MAX1 cytochrome P450 to CLA",,
MAX2,GENE,BES1,GENE,inhibition,signaling,HIGH,MAX2 ubiquitinates both phosphorylated and dephosphorylated BES1 for degradation,,,,,,Both phosphorylated and dephosphorylated BES1s are induced to be degraded by MAX2,,
MAX2,GENE,BRC1,GENE,activation,transcriptional,HIGH,MAX2 transcriptionally activates BRC1 (via SMXL degradation); BRC1 strongly downregulated in max mutants; MAX effect on branching is largely mediated through BRC1 control,,,,,,the MAX effect on branching could be attributable mostly to transcriptional control of BRC1; BRC1 is strongly downregulated in max mutants,,
MAX2,GENE,D14,GENE,inhibition,signaling,HIGH,"GR24 induces D14-D3/MAX2 interaction (EC50 0.47 microM); D3 binding markedly increases D14 deuterium exchange, indicating substantial conformational destabilization that primes D14 for ubiquitination",,,,,,D3/ASK7 binding markedly increased deuterium exchange in D14...GR24-induced D3 binding substantially destabilizes D14,,
MAX2,GENE,D14,GENE,inhibition,post_translational,HIGH,"SCFMAX2 partially mediates SL-induced D14 ubiquitination; in max2 mutants D14 is destabilized but less efficiently than in WT, indicating an alternative MAX2-independent degradation pathway exists",,,,,,"in max2 mutants, D14 becomes destabilized although less efficiently so than in the wild type",,
MAX2,GENE,PIN1,GENE,inhibition,signaling,HIGH,MAX2 (F-box) acts in the strigolactone signaling cascade that depletes PIN1 from PM. max2 phenocopies max1/max3/max4 elevated PAT.,,,,,,"max mutant buds' resistance to auxin is largely independent of the known, AXR1-mediated, auxin signal transduction pathway... max primary stems exhibit increased capacity for auxin transport with elevated PIN auxin efflux facilitators.",,
MAX2,GENE,SMXL2,PROTEIN_COMPLEX,activation,transcriptional,MEDIUM,"Microarray of max2 mutant shows SMXL2 and SMXL8 transcripts significantly down-regulated, suggesting MAX2 promotes SMXL2/SMXL8 transcription (likely via SMXL6 derepression in max2)",,,,,,SMAX-LIKE2 (SMXL2) and SMAX-LIKE8 (SMXL8) expressions were significantly down-regulated in the max2 mutant.,,
MAX2,GENE,SMXL5,GENE,inhibition,post_translational,HIGH,"Unlike SMXL6/7/8 (which are degraded by SCFMAX2), SMXL5 is resistant to MAX2-mediated degradation, allowing it to act as a stable buffer/competitor",,,,,,are resistant to MAX2-mediated degradation,,
MAX2,GENE,SMXL6,GENE,inhibition,signaling,HIGH,SCF-MAX2 ubiquitin ligase mediates proteasomal degradation,,,,,,"GR24 causes ubiquitination and degradation of SMXL6, 7, and 8; this requires D14 and MAX2",,
MAX2,GENE,SMXL678,PROTEIN_COMPLEX,inhibition,signaling,HIGH,MAX2 (F-box of SCF complex) polyubiquitinates SMXL6/7/8 upon SL perception; SMXL6/7/8 are then degraded by 26S proteasome,,,,,,MAX2 is responsible for the polyubiquitination of...target proteins...degraded by 26S proteasome.,,
MAX2,GENE,SMXL7,GENE,inhibition,signaling,HIGH,SCF-MAX2 ubiquitin ligase mediates proteasomal degradation,,,,,,SMXL7-YFP was not degraded after rac-GR24 treatment in max2 backgrounds,,
MAX2,GENE,SMXL8,GENE,inhibition,signaling,HIGH,SCF-MAX2 ubiquitin ligase mediates proteasomal degradation,,,,,,"GR24 causes ubiquitination and degradation of SMXL6, 7, and 8; this requires D14 and MAX2",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,inhibition,signaling,HIGH,MAX2 is required for SL-mediated branching suppression,,,,,,MAX2 acts to suppress branching via SL pathway,,
MAX2,GENE,Strigolactone,HORMONE,activation,signaling,HIGH,MAX2/RMS4 F-box protein is required for strigolactone signal transduction (downstream perception of SL inhibits bud release),,,,,,MAX2/RMS4 F-box protein is required for strigolactone inhibition of bud release.,,
NCED3,GENE,ABA,HORMONE,activation,metabolic,HIGH,9-cis-epoxycarotenoid dioxygenase catalyzes key ABA biosynthetic step,,,,,,"NCED3 encodes an enzyme that catalyzes xanthoxin production, a key regulatory step of ABA biosynthesis",,
NCED5,GENE,ABA,HORMONE,activation,metabolic,HIGH,"9-cis-epoxycarotenoid dioxygenase NCED5 catalyses xanthoxin formation, the rate-limiting step in ABA biosynthesis; functionally redundant with NCED3 in many tissues",,,,,,NCED5 fine-tunes ABA accumulation and affects seed dormancy and drought tolerance,,
Nitrogen,ENVIRONMENT,CCD7,GENE,inhibition,transcriptional,HIGH,"Under N-deficient conditions (1/5 N), MAX3 transcript abundance is significantly upregulated - i.e., low N derepresses MAX3 (high N represses)",,,,,,MAX3 and MAX4 transcripts were significantly upregulated under 1/5 N condition as compared with 1 N condition,,
Nitrogen,ENVIRONMENT,CCD8,GENE,inhibition,transcriptional,HIGH,MAX4 (CCD8) transcript abundance is significantly upregulated under N-deficient (1/5 N) conditions vs 1 N,,,,,,MAX3 and MAX4 transcripts were significantly upregulated under 1/5 N condition as compared with 1 N condition,,
Nitrogen,ENVIRONMENT,Cytokinin,HORMONE,activation,transcriptional,HIGH,Nitrate upregulates IPT expression promoting CK biosynthesis,,,,,,Nitrate can up-regulate IPT expression and regulate bud outgrowth via CK,,
Nitrogen,ENVIRONMENT,IPT,GENE,activation,transcriptional,HIGH,Nitrate upregulates IPT expression promoting CK biosynthesis,,,,,,Nitrate can up-regulate IPT expression and is suggested to regulate bud outgrowth via CK,,
Nitrogen,ENVIRONMENT,PIN3,GENE,activation,signaling,HIGH,High nitrate increases PIN3-GFP accumulation in stems,,,,,,Nitrate-sufficient conditions increased levels of PIN3-GFP,,
Nitrogen,ENVIRONMENT,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,High nitrogen availability promotes branching via CK,,,,,,Mean total number of secondary shoots produced dropped from 4.25 on 9 mM NO3- to 2.9 on 1.8 mM,,
Nitrogen,ENVIRONMENT,Strigolactone,HORMONE,inhibition,signaling,HIGH,Low nitrogen increases SL biosynthetic gene expression; high nitrogen reduces SL,,,,,,Low N results in increased auxin export from active shoot apices,,
Osmotic_Stress,ENVIRONMENT,Strigolactone,HORMONE,activation,transcriptional,HIGH,"Osmotic stress (mannitol/dehydration) induces SL biosynthesis genes, leading to SMAX1 degradation and stress tolerance",,,,,,SL biosynthesis genes are induced by dehydration or mild drought.,,
PDR1,GENE,Strigolactone,HORMONE,activation,signaling,HIGH,"PDR1 is an ABC transporter functioning as an SL exporter; expressed in vascular bundles and cells adjacent to axillary buds in shoots, polarized to apical plasma membrane in root tip cortex - delivers SL near buds for local action",,,,,,"An ABC transporter, PLEIOTROPIC DRUG RESISTANCE1 (PDR1), functions as an SL exporter",,
PHYB,GENE,ABA,HORMONE,inhibition,signaling,HIGH,Active PHYB constrains ABA signalling; inactivation under low R:FR de-represses ABA.,,,,,,,,
PHYB,GENE,BRC1,GENE,repression,signaling,HIGH,Active phyB suppresses BRC1 expression under high R:FR,,,,,,phyB negatively regulates BRC1 mRNA levels in R light,,
PHYB,GENE,BRC2,GENE,repression,signaling,HIGH,phyB loss elevates BRC2 expression,,,,,,mRNA abundances of ATHB-2 and BRC2 were elevated by loss of phyB,,
PHYB,GENE,GH3.5,GENE,inhibition,transcriptional,MEDIUM,PHYB suppresses GH3.5 (auxin conjugation) transcription.,,,,,,expression of GH3.5 and SAUR9 were similar [to] those of the various AUX/IAA genes,,
PHYB,GENE,IAA3,GENE,inhibition,transcriptional,HIGH,"PHYB negatively regulates AUX/IAA family genes (IAA2, IAA3, IAA5, IAA6, IAA19, IAA29) in the stem.",,,,,,expression of all eight genes was significantly elevated in phyB compared with the wild type,,
PHYB,GENE,NCED3,GENE,repression,signaling,HIGH,High R:FR (phyB active) suppresses NCED3 in buds,,,,,,Increasing the R:FR resulted in a sharp decline in NCED3 mRNA abundance in bud n-2,,
PHYB,GENE,SAUR9,GENE,inhibition,transcriptional,MEDIUM,PHYB represses SAUR9 (auxin-induced cell expansion).,,,,,,expression of GH3.5 and SAUR9 were similar [to] those of the various AUX/IAA genes,,
PHYB,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,phyB promotes bud outgrowth under high R:FR light,,,,,,Phytochrome control of branching is via promotion of bud outgrowth,,
PIF5,GENE,ABI5,GENE,activation,transcriptional,MEDIUM,PIF5 binds ABI5 promoter and activates ABA-signaling output.,,,,,,ABI5 and AREB3 identified as PIF5 binding targets,,
PIF5,GENE,AREB3,GENE,activation,transcriptional,MEDIUM,PIF5 binds AREB3 promoter and activates ABA signaling TF.,,,,,,ABI5 and AREB3 identified as PIF5 binding targets,,
PIF5,GENE,CYP707A3,GENE,inhibition,transcriptional,MEDIUM,"PIF5 represses CYP707A3 (ABA hydroxylase), reducing ABA catabolism and elevating bud ABA.",,,,,,"CYP707A3 and CYP707A4 (ABA hydroxylases) are PIF5 targets... Downregulated under high R:FR, reducing ABA catabolism",,
PIF5,GENE,NCED3,GENE,activation,transcriptional,HIGH,"PIF5 binds and activates NCED3 promoter in buds, increasing ABA biosynthesis under low R:FR.",,,,,,NCED3 and NCED4 regulated by PIF4/PIF5,,
PIF5,GENE,NCED4,GENE,activation,transcriptional,HIGH,PIF5 (with PIF4) activates NCED4 ABA biosynthesis gene.,,,,,,NCED3 and NCED4 regulated by PIF4/PIF5,,
PIN1,GENE,Auxin,HORMONE,activation,signaling,HIGH,PIN1 protein at basal plasma membrane mediates polar auxin efflux; SMXL7 increases PIN1-GFP at basal plasma membrane and increases auxin transport through stem segments,,,,,,auxin transport through stem segments was increased in SMXL7d53 line.,,
PIN1,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,PIN1 enables auxin canalization from buds into stem PATS required for bud activation,,,,,,pin1-613 d14-1 dramatically reduced shoot branching,,
PIN3,GENE,Connective_Auxin_Transport,PROCESS,activation,signaling,HIGH,"PIN3, PIN4, PIN7 mediate the broader low-conductance, less-polar 'connective' auxin transport between PATS and stem tissues.",,,,,,"PIN3, PIN4, and PIN7 contribute to a broader low-conductance and less polar activity, acting at the interface between the PATS and broader stem tissues.",,
PIN3,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,PIN3 mediates connective auxin transport between buds,,,,,,pin3pin4pin7 mutant shoot apices show reduced ability to communicate,,
PIN4,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,pin4-3 pin7-1 and pin3-3 pin4-3 pin7-1 mutants show reduced shoot branching and delayed bud activation after decapitation.,,,,,,pin4-3 pin7-1 and pin3-3 pin4-3 pin7-1 display reduced shoot branching in all of these mutant combinations compared to wild type,,
PIN7,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,pin7 in combination with pin4 reduces branching post-decapitation.,,,,,,activate a smaller number of branches than wild type in the initial 7 d after decapitation,,
Phosphorus,ENVIRONMENT,CCD7,GENE,inhibition,transcriptional,HIGH,"High P status represses SL-biosynthetic genes (MAX3/CCD7, MAX4/CCD8, MAX1) - low P induces SL production for both branching control and AM symbiosis",,,,,,High P status represses SL-biosynthetic genes,,
Phosphorus,ENVIRONMENT,CCD8,GENE,inhibition,transcriptional,HIGH,High P status represses SL-biosynthetic gene MAX4/CCD8,,,,,,High P status represses SL-biosynthetic genes,,
Phosphorus,ENVIRONMENT,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,High phosphate promotes branching; low phosphate suppresses it via SL increase,,,,,,P and N fertilization increases branching,,
Phosphorus,ENVIRONMENT,Strigolactone,HORMONE,activation,signaling,HIGH,Low phosphate upregulates SL biosynthetic gene expression,,,,,,Limited availability of P promotes SL production,,
Phosphorus,ENVIRONMENT,Strigolactone,HORMONE,inhibition,signaling,HIGH,Phosphate sufficiency suppresses SL biosynthesis; deficiency strongly induces it.,,,,,,,,
Photoperiod,ENVIRONMENT,FT,GENE,activation,transcriptional,HIGH,Long day conditions promote FT expression,,,,,,FT-mediated flowering pathway influences branching,,
Photoperiod,ENVIRONMENT,SPL15,GENE,activation,signaling,MEDIUM,Long-day photoperiod increases SPL15 importance for floral induction and branching control; SPL15 shows stronger photoperiod-dependent effects than SPL9,,,,,,SPL15 shows stronger photoperiod-dependent effects; it appears more critical for flowering under long-day conditions,,
Photoperiod,ENVIRONMENT,Shoot_Branching,PHENOTYPE,activation,signaling,MEDIUM,Long days promote rosette branching via FT,,,,,,FT-mediated flowering pathway influences branching,,
RAX1,GENE,Axillary_meristem_initiation,PROCESS,activation,transcriptional,HIGH,RAX1 is a key regulator of axillary meristem initiation; rax1 mutants show AM-formation defects partially rescued by leaf-axil cytokinin overproduction.,,,,,,cytokinin overproduction in the leaf axil partially rescues the AM initiation deficiency in rax mutants,,
RAX1,GENE,CUC2,GENE,activation,transcriptional,HIGH,RAX1 is required for CUC2 expression in axillary domain,,,,,,RAX1 is required for the expression of CUC2 in the RAX1 expression domain,,
RAX1,GENE,ROX,GENE,activation,transcriptional,HIGH,"ROX (bHLH, ortholog of LAX1/ba1) expression depends on RAX1 activity during vegetative shoot development.",,,,,,"During vegetative development, ROX expression is dependent on RAX1 and LAS activity, and all three genes act in concert to modulate axillary meristem formation.",,
RAX1,GENE,Shoot_Branching,PHENOTYPE,activation,transcriptional,HIGH,RAX1 required for axillary meristem initiation,,,,,,Homozygous rax1-2 plants produced fewer paraclades from rosette and cauline leaf axils,,
REV,GENE,STM,GENE,activation,transcriptional,HIGH,REV activates STM in axillary meristems,,,,,,Double-mutant analysis and expression studies suggested that REV is an activator of STM,,
ROX,GENE,Axillary_meristem_initiation,PROCESS,activation,transcriptional,HIGH,ROX promotes axillary meristem formation; rox mutants show compromised AM formation; ROX overexpression yields accessory shoots.,,,,,,rox mutants display compromised axillary bud formation during vegetative shoot development... Over-expression of ROX leads to formation of accessory side shoots.,,
ROX,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,rox mutants show fewer axillary buds; rox in combination with rax1/las shows enhanced branching defects.,,,,,,"combination of rox mutants with mutations in RAX1 and LAS, two key regulators of axillary meristem initiation, enhances their branching defects.",,
SMAX1,GENE,PIF4,GENE,inhibition,signaling,MEDIUM,"SMAX1/SMXL2 physically interact with PIF4 and PIF5 transcription factors, integrating light/germination signals",,,,,,Arabidopsis SMAX1 and SMXL2 interact with...the TFs PHYTOCHROME-INTERACTING FACTOR 4 (PIF4) and PIF5,,
SMXL5,GENE,D14,GENE,inhibition,signaling,HIGH,"SMXL5 directly binds AtD14 and SMXL7, providing two possible competitive routes to inhibit SMXL7 degradation",,,,,,"SMXL5 interacts with AtD14 and SMXL7, providing two possible ways to inhibit SMXL7 degradation",,
SMXL5,GENE,SMXL678,PROTEIN_COMPLEX,activation,post_translational,HIGH,"SMXL5 forms heteromeric complexes with SMXL7 and interacts with AtD14, attenuating SL signaling by interfering with AtD14-SMXL7 interactions and reducing SMXL7 degradation",,,,,,SMXL5 attenuates strigolactone signaling by interfering with AtD14-SMXL7 interactions,,
SMXL6,GENE,BRC1,GENE,repression,transcriptional,HIGH,SMXL6 represses BRC1 transcription via TPR2 co-repressor and by inhibiting SPL9/SPL15 DNA binding,,,,,,BRC1 gene was induced in smxl6/7/8 triple mutant,,
SMXL6,GENE,PIN1,GENE,activation,signaling,HIGH,SMXLs promote PIN1 accumulation at basal plasma membrane,,,,,,"Loss of smxl6, smxl7 and smxl8 causes dramatic reduction in PIN1",,
SMXL6,GENE,SPL15,GENE,inhibition,signaling,HIGH,SMXL6 physically interacts with SPL15 to inhibit transactivation,,,,,,SMXL6/7/8 inhibit transcriptional activation activities of both SPL9 and SPL15,,
SMXL6,GENE,SPL9,GENE,inhibition,signaling,HIGH,SMXL6 physically interacts with SPL9 and inhibits its DNA-binding activity,,,,,,Addition of SMXL6 protein significantly reduced activation activity of SPL9,,
SMXL6,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,SMXL6 promotes bud outgrowth by repressing BRC1 and promoting PIN1,,,,,,SMXL6/7/8 promote the outgrowth of lateral buds,,
SMXL678,PROTEIN_COMPLEX,ABI5,GENE,inhibition,transcriptional,HIGH,"smxl6/7/8 triple mutant shows increased ABI5, MYB2, KIN1, LTP3 expression under dehydration - SMXL678 represses ABA-responsive gene network",,,,,,expression levels of genes that were both ABA- and dehydration-responsive were increased in the smxl6/7/8 triple mutant under dehydration stress,,
SMXL678,PROTEIN_COMPLEX,BRC1,GENE,inhibition,signaling,HIGH,SMXL7 (and SMAX1) physically interact with TCP18/BRC1 protein in yeast two-hybrid via the N-terminal domain - a direct PPI partnership in addition to transcriptional repression,,,,,,"TCP18/BRC1, a key regulator of branching, putatively interacted with SMAX1 and SMXL7 through the N domain",,
SMXL678,PROTEIN_COMPLEX,BRC1,GENE,inhibition,transcriptional,HIGH,SMXL6 represses transcription factors controlling BRC1 expression; SMXL678 degradation by SL relieves this repression so BRC1 increases under SL,,,,,,SMXL6 can repress transcription factors that control expression of BRANCHED 1 (BRC1).,,
SMXL678,PROTEIN_COMPLEX,D14,GENE,activation,post_translational,MEDIUM,"SMXL6/7/8 binding to SL-D14 may mask D14 from the alternative (MAX2-independent) proteolytic machinery, slightly stabilizing D14 in the absence of MAX2",,,,,,"the interaction of the SMXLs with SL-D14 may interfere with the MAX2-independent pathway of D14 degradation, perhaps by making D14 less accessible",,
SMXL678,PROTEIN_COMPLEX,DELLA,PROTEIN_COMPLEX,inhibition,signaling,HIGH,"SMAX1 and SMXL7 physically interact with DELLA proteins (GAI, RGL1, RGL3); RGA shows SMAX1-specific interaction. Co-expression with RGL1 or RGL3 enhances SMAX1 transcriptional suppression activity, integrating SL/KAR signaling with GA",,,,,,co-expression of SMAX1 and protein interaction-capable RGL1 or RGL3 enhances the transcriptional suppression activity of SMAX1,,
SMXL678,PROTEIN_COMPLEX,MAX1,GENE,inhibition,transcriptional,MEDIUM,"smxl6/7/8 triple mutant shows significantly upregulated SL biosynthesis genes MAX1, MAX3, MAX4 after dehydration - SMXL678 normally represses SL biosynthesis as a negative feedback",,,,,,three known SL-biosynthetic MAX genes...were significantly upregulated in smxl6/7/8 plants relative to WT after dehydration,,
SMXL678,PROTEIN_COMPLEX,PAP1,GENE,inhibition,transcriptional,HIGH,"SMXL7 specifically suppresses PAP1 (anthocyanin biosynthesis MYB) expression in max3 smxl6,7,8 background, while SMAX1 does not",,,,,,"SMXL7 suppressed the expression of PAP1 in max3 smxl6,7,8, while SMAX1 did not",,
SMXL678,PROTEIN_COMPLEX,PIN1,GENE,activation,post_translational,MEDIUM,SMXL proteins modulate stability/availability of PIN-FORMED auxin efflux carriers independently of transcriptional changes; in rice OsD53 reduces OsPIN1b expression by suppressing OsSPL14/17 activity,,,,,,SMXL proteins to modulate the stability or availability of their protein interaction partners could help to explain how SLs and KARs can influence the abundance of PIN-FORMED (PIN) auxin efflux carriers,,
SMXL678,PROTEIN_COMPLEX,PIN1,GENE,inhibition,post_translational,HIGH,"SL signaling acts via SMXL6/7/8 to deplete PIN1 from the plasma membrane, dampening polar auxin transport from buds and inhibiting branching",,,,,,"Depletion of PIN-FORMED1 (PIN1), the auxin efflux carrier protein, from the plasma membrane enhances inhibition of shoot branching in a MAX2- and SMXL6,7,8-dependent manner",,
SMXL678,PROTEIN_COMPLEX,SMXL678,PROTEIN_COMPLEX,inhibition,signaling,HIGH,"SMXL6 directly binds promoters of SMXL6/7/8 to repress their transcription, forming an autoregulatory negative feedback loop that maintains SL signaling homeostasis",,,,,,"SMXL6 targets 729 genes in the Arabidopsis genome and represses the transcription of SMXL6, SMXL7 and SMXL8 by binding directly to their promoters.",,
SMXL678,PROTEIN_COMPLEX,SMXL7,GENE,activation,transcriptional,HIGH,"SMXL6 directly binds promoters of its own gene as well as SMXL7 and SMXL8, recognizing 5'-ATAACAA-3' motif - autoregulatory positive feedback at transcript level",,,,,,SMXL6 from Arabidopsis was first shown to bind its own promoter directly as well as the promoters of SMXL7 and SMXL8. SMXL6 recognizes the DNA motif 5'-ATAACAA-3',,
SMXL678,PROTEIN_COMPLEX,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,"SMXL678 represses BRC1 and other branching-inhibitory factors; therefore high SMXL678 promotes branching, and SL-induced SMXL678 degradation inhibits branching",,,,,,loss of SMXL7 function...is sufficient to suppress completely the SL-related shoot branching phenotype.,,
SMXL678,PROTEIN_COMPLEX,SnRK2.3,GENE,inhibition,transcriptional,MEDIUM,"SMXL78 clade proteins putatively bind directly to promoters of SnRK2.3 and SnRK2.6 (which lack ATAACAA motif), repressing ABA-related kinases - links SL signaling to ABA pathway",,,,,,"SMXL78 clade proteins putatively bind directly to the promoters of SnRK2.3 and SnRK2.6, which lack an ATAACAA motif",,
SMXL678,PROTEIN_COMPLEX,TPL,GENE,activation,physical_interaction,HIGH,SMXL6/7/8 contains EAR motif that recruits TOPLESS/TPR corepressors to repress target gene expression,,,,,,EAR motif...enable interaction with...CTLH domain...transcriptional corepressors...TOPLESS.,,
SMXL678,PROTEIN_COMPLEX,TPL,GENE,inhibition,signaling,HIGH,SMXL proteins recruit TOPLESS (TPL)/TPL-RELATED (TPR) transcriptional corepressors to genomic loci via EAR motifs - canonical corepression mechanism,,,,,,SMXL proteins interact with TOPLESS (TPL) and TPL-related (TPR) transcriptional co-repressors,,
SMXL7,GENE,BRC1,GENE,repression,transcriptional,HIGH,SMXL7 represses BRC1 via TPR co-repressor recruitment,,,,,,SMXL7 and BES1 corporately inhibited the expression of BRC1:LUC,,
SMXL7,GENE,PIN1,GENE,activation,signaling,HIGH,Stabilized SMXL7 sufficient to increase PIN1 accumulation,,,,,,Stabilized SMXL7 sufficient to increase auxin transport and PIN1,,
SMXL7,GENE,SPL15,GENE,inhibition,signaling,HIGH,SMXL7 physically interacts with SPL15,,,,,,SMXL7 interacted with SPL15 confirmed via LCI assay,,
SMXL7,GENE,SPL9,GENE,inhibition,signaling,HIGH,SMXL7 physically interacts with and inhibits SPL9,,,,,,Similar results were also observed for SMXL7 and SMXL8,,
SMXL7,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,SMXL7 promotes bud outgrowth,,,,,,SMXL6/7/8 promote the outgrowth of lateral buds,,
SMXL8,GENE,BRC1,GENE,repression,transcriptional,HIGH,SMXL8 represses BRC1 via TPR co-repressor,,,,,,"SMXL6, 7, and 8 regulate the expression level of BRC1",,
SMXL8,GENE,PIN1,GENE,activation,signaling,HIGH,SMXLs promote PIN1 membrane accumulation,,,,,,"Reduced PIN1-GFP accumulation at basal membrane in smxl6,7,8 max2",,
SMXL8,GENE,SPL15,GENE,inhibition,signaling,HIGH,SMXL8 physically interacts with SPL15,,,,,,SMXL8 interacted with SPL15 confirmed via BiFC,,
SMXL8,GENE,SPL9,GENE,inhibition,signaling,HIGH,SMXL8 physically interacts with and inhibits SPL9,,,,,,"SMXL8 interacted with SPL9, confirmed by interaction assays",,
SMXL8,GENE,Shoot_Branching,PHENOTYPE,activation,signaling,HIGH,SMXL8 promotes bud outgrowth,,,,,,SMXL6/7/8 promote the outgrowth of lateral buds,,
SPL15,GENE,BRC1,GENE,activation,transcriptional,HIGH,SPL15 directly binds BRC1 promoter to activate transcription,,,,,,pBRC1::LUC reporter activity was significantly elevated when co-transfected with SPL15,,
