node,node_type,activators,inhibitors,formula
JUMONJI,,,,JUMONJI = 1.0 * 1.0 * gene_modifier + exogenous
heterologous overexp,,,,heterologous overexp = 1.0 * 1.0 * gene_modifier + exogenous
large effect alleles,,,,large effect alleles = 1.0 * 1.0 * gene_modifier + exogenous
QTL,,,,QTL = 1.0 * 1.0 * gene_modifier + exogenous
CAA33,,,,CAA33 = 1.0 * 1.0 * gene_modifier + exogenous
Ectopic expression o,,,,Ectopic expression o = 1.0 * 1.0 * gene_modifier + exogenous
AGF2,,,,AGF2 = 1.0 * 1.0 * gene_modifier + exogenous
FUL,,,,FUL = 1.0 * 1.0 * gene_modifier + exogenous
transgenic expressio,,,,transgenic expressio = 1.0 * 1.0 * gene_modifier + exogenous
epigenetic marks,,,,epigenetic marks = 1.0 * 1.0 * gene_modifier + exogenous
CRY2,,,,CRY2 = 1.0 * 1.0 * gene_modifier + exogenous
Water deficit stress,,,,Water deficit stress = 1.0 * 1.0 * gene_modifier + exogenous
CO2,,,,CO2 = 1.0 * 1.0 * gene_modifier + exogenous
HD2D,,,,HD2D = 1.0 * 1.0 * gene_modifier + exogenous
PLDALPHA3,,,,PLDALPHA3 = 1.0 * 1.0 * gene_modifier + exogenous
AP1,,,,AP1 = 1.0 * 1.0 * gene_modifier + exogenous
SSF,,,,SSF = 1.0 * 1.0 * gene_modifier + exogenous
GASA6,,,,GASA6 = 1.0 * 1.0 * gene_modifier + exogenous
HMGA,,,,HMGA = 1.0 * 1.0 * gene_modifier + exogenous
AtSCL protein(s),,,,AtSCL protein(s) = 1.0 * 1.0 * gene_modifier + exogenous
ZMPHYC2,,,,ZMPHYC2 = 1.0 * 1.0 * gene_modifier + exogenous
gene(s) mutation,,,,gene(s) mutation = 1.0 * 1.0 * gene_modifier + exogenous
overexpressed BrBFT,,,,overexpressed BrBFT = 1.0 * 1.0 * gene_modifier + exogenous
ATHST,,,,ATHST = 1.0 * 1.0 * gene_modifier + exogenous
selection of circadi,,,,selection of circadi = 1.0 * 1.0 * gene_modifier + exogenous
SPACEFLIGHT,,,,SPACEFLIGHT = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of C,,,,Over-expression of C = 1.0 * 1.0 * gene_modifier + exogenous
SOC1,,,,SOC1 = 1.0 * 1.0 * gene_modifier + exogenous
MAF2,,,,MAF2 = 1.0 * 1.0 * gene_modifier + exogenous
TFL1,,,,TFL1 = 1.0 * 1.0 * gene_modifier + exogenous
BFT,,,,BFT = 1.0 * 1.0 * gene_modifier + exogenous
vernalized plant(s),,,,vernalized plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
warm temperatures,,,,warm temperatures = 1.0 * 1.0 * gene_modifier + exogenous
AEL1,,,,AEL1 = 1.0 * 1.0 * gene_modifier + exogenous
TOE2,,,,TOE2 = 1.0 * 1.0 * gene_modifier + exogenous
TOE1,,,,TOE1 = 1.0 * 1.0 * gene_modifier + exogenous
CPD45,,,,CPD45 = 1.0 * 1.0 * gene_modifier + exogenous
SMZ,,,,SMZ = 1.0 * 1.0 * gene_modifier + exogenous
SEP,,,,SEP = 1.0 * 1.0 * gene_modifier + exogenous
ATLEC1,,,,ATLEC1 = 1.0 * 1.0 * gene_modifier + exogenous
high temperature,,,,high temperature = 1.0 * 1.0 * gene_modifier + exogenous
PRP39,,,,PRP39 = 1.0 * 1.0 * gene_modifier + exogenous
FRS12,,,,FRS12 = 1.0 * 1.0 * gene_modifier + exogenous
Burkholderia phytofi,,,,Burkholderia phytofi = 1.0 * 1.0 * gene_modifier + exogenous
~150 gene(s),,,,~150 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
MS2,,,,MS2 = 1.0 * 1.0 * gene_modifier + exogenous
CK2,,,,CK2 = 1.0 * 1.0 * gene_modifier + exogenous
ATMSI1,,,,ATMSI1 = 1.0 * 1.0 * gene_modifier + exogenous
ATDDM1,,,,ATDDM1 = 1.0 * 1.0 * gene_modifier + exogenous
FLAG,,,,FLAG = 1.0 * 1.0 * gene_modifier + exogenous
ATU2AF65,,,,ATU2AF65 = 1.0 * 1.0 * gene_modifier + exogenous
DNSIZ1,,,,DNSIZ1 = 1.0 * 1.0 * gene_modifier + exogenous
CPL3,,,,CPL3 = 1.0 * 1.0 * gene_modifier + exogenous
Illumination of root,,,,Illumination of root = 1.0 * 1.0 * gene_modifier + exogenous
DDB1A,,,,DDB1A = 1.0 * 1.0 * gene_modifier + exogenous
absence of m1G and m,,,,absence of m1G and m = 1.0 * 1.0 * gene_modifier + exogenous
Long days,,,,Long days = 1.0 * 1.0 * gene_modifier + exogenous
Spaceflight factors,,,,Spaceflight factors = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of A,,,,Over-expression of A = 1.0 * 1.0 * gene_modifier + exogenous
AASOC1A,,,,AASOC1A = 1.0 * 1.0 * gene_modifier + exogenous
ETHYLENE,,,,ETHYLENE = 1.0 * 1.0 * gene_modifier + exogenous
MED18,,,,MED18 = 1.0 * 1.0 * gene_modifier + exogenous
SVP1,,,,SVP1 = 1.0 * 1.0 * gene_modifier + exogenous
AGL16,,,,AGL16 = 1.0 * 1.0 * gene_modifier + exogenous
Accumulation of Put,,,,Accumulation of Put = 1.0 * 1.0 * gene_modifier + exogenous
ARP6,,,,ARP6 = 1.0 * 1.0 * gene_modifier + exogenous
ATKO1,,,,ATKO1 = 1.0 * 1.0 * gene_modifier + exogenous
ATHM3,,,,ATHM3 = 1.0 * 1.0 * gene_modifier + exogenous
EgrMADS 3,,,,EgrMADS 3 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of se,,,,Overexpression of se = 1.0 * 1.0 * gene_modifier + exogenous
MED,,,,MED = 1.0 * 1.0 * gene_modifier + exogenous
ATNPR1,,,,ATNPR1 = 1.0 * 1.0 * gene_modifier + exogenous
AGL24,,,,AGL24 = 1.0 * 1.0 * gene_modifier + exogenous
ATGRP7,,,,ATGRP7 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Bn,,,,Overexpression of Bn = 1.0 * 1.0 * gene_modifier + exogenous
ELF3,,,,ELF3 = 1.0 * 1.0 * gene_modifier + exogenous
warmer conditions,,,,warmer conditions = 1.0 * 1.0 * gene_modifier + exogenous
PHFT5,,,,PHFT5 = 1.0 * 1.0 * gene_modifier + exogenous
PROLINE,,,,PROLINE = 1.0 * 1.0 * gene_modifier + exogenous
CRL3BPM,,,,CRL3BPM = 1.0 * 1.0 * gene_modifier + exogenous
COI1,,,,COI1 = 1.0 * 1.0 * gene_modifier + exogenous
AP2,,,,AP2 = 1.0 * 1.0 * gene_modifier + exogenous
ALKBH10B,,,,ALKBH10B = 1.0 * 1.0 * gene_modifier + exogenous
IAA,,,,IAA = 1.0 * 1.0 * gene_modifier + exogenous
ATDOG1,,,,ATDOG1 = 1.0 * 1.0 * gene_modifier + exogenous
Seeds from the same ,,,,Seeds from the same  = 1.0 * 1.0 * gene_modifier + exogenous
ATX2,,,,ATX2 = 1.0 * 1.0 * gene_modifier + exogenous
ATDOK1,,,,ATDOK1 = 1.0 * 1.0 * gene_modifier + exogenous
Ge-0 allele,,,,Ge-0 allele = 1.0 * 1.0 * gene_modifier + exogenous
EDI,,,,EDI = 1.0 * 1.0 * gene_modifier + exogenous
RIBOFLAVIN,,,,RIBOFLAVIN = 1.0 * 1.0 * gene_modifier + exogenous
CSCOL4,,,,CSCOL4 = 1.0 * 1.0 * gene_modifier + exogenous
SUGAR,,,,SUGAR = 1.0 * 1.0 * gene_modifier + exogenous
ATCML24,,,,ATCML24 = 1.0 * 1.0 * gene_modifier + exogenous
BrMYC2/3-1/4-1OE,,,,BrMYC2/3-1/4-1OE = 1.0 * 1.0 * gene_modifier + exogenous
soil microbes,,,,soil microbes = 1.0 * 1.0 * gene_modifier + exogenous
ATCSP2,,,,ATCSP2 = 1.0 * 1.0 * gene_modifier + exogenous
TGA7,,,,TGA7 = 1.0 * 1.0 * gene_modifier + exogenous
matching the period ,,,,matching the period  = 1.0 * 1.0 * gene_modifier + exogenous
FLY,,,,FLY = 1.0 * 1.0 * gene_modifier + exogenous
ATHB-16,,,,ATHB-16 = 1.0 * 1.0 * gene_modifier + exogenous
ATC3H52,,,,ATC3H52 = 1.0 * 1.0 * gene_modifier + exogenous
PavGA2ox-2L,,,,PavGA2ox-2L = 1.0 * 1.0 * gene_modifier + exogenous
AFPS,,,,AFPS = 1.0 * 1.0 * gene_modifier + exogenous
ectopic expression o,,,,ectopic expression o = 1.0 * 1.0 * gene_modifier + exogenous
fasciclin-like arabi,,,,fasciclin-like arabi = 1.0 * 1.0 * gene_modifier + exogenous
APRR7,,,,APRR7 = 1.0 * 1.0 * gene_modifier + exogenous
ATSOS3,,,,ATSOS3 = 1.0 * 1.0 * gene_modifier + exogenous
MOS3,,,,MOS3 = 1.0 * 1.0 * gene_modifier + exogenous
SEP4,,,,SEP4 = 1.0 * 1.0 * gene_modifier + exogenous
PHFT1,,,,PHFT1 = 1.0 * 1.0 * gene_modifier + exogenous
PcG protein(s),,,,PcG protein(s) = 1.0 * 1.0 * gene_modifier + exogenous
TEM1,,,,TEM1 = 1.0 * 1.0 * gene_modifier + exogenous
ATCRY1,,,,ATCRY1 = 1.0 * 1.0 * gene_modifier + exogenous
PPF1,,,,PPF1 = 1.0 * 1.0 * gene_modifier + exogenous
GA,,,,GA = 1.0 * 1.0 * gene_modifier + exogenous
NUP54,,,,NUP54 = 1.0 * 1.0 * gene_modifier + exogenous
cytosine methylation,,,,cytosine methylation = 1.0 * 1.0 * gene_modifier + exogenous
circadian clock gene,,,,circadian clock gene = 1.0 * 1.0 * gene_modifier + exogenous
ARQ1,,,,ARQ1 = 1.0 * 1.0 * gene_modifier + exogenous
NITRATE,,,,NITRATE = 1.0 * 1.0 * gene_modifier + exogenous
LATITUDE,,,,LATITUDE = 1.0 * 1.0 * gene_modifier + exogenous
RLN5,,,,RLN5 = 1.0 * 1.0 * gene_modifier + exogenous
low temperature,,,,low temperature = 1.0 * 1.0 * gene_modifier + exogenous
35SΩ:CuVOZ2,,,,35SΩ:CuVOZ2 = 1.0 * 1.0 * gene_modifier + exogenous
ATLHP1,,,,ATLHP1 = 1.0 * 1.0 * gene_modifier + exogenous
Genetic variation in,,,,Genetic variation in = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Lc,,,,overexpression of Lc = 1.0 * 1.0 * gene_modifier + exogenous
indel of three nucle,,,,indel of three nucle = 1.0 * 1.0 * gene_modifier + exogenous
RfBP protein(s),,,,RfBP protein(s) = 1.0 * 1.0 * gene_modifier + exogenous
BRS,,,,BRS = 1.0 * 1.0 * gene_modifier + exogenous
HOO,,,,HOO = 1.0 * 1.0 * gene_modifier + exogenous
interaction between ,,,,interaction between  = 1.0 * 1.0 * gene_modifier + exogenous
TAF15B,,,,TAF15B = 1.0 * 1.0 * gene_modifier + exogenous
BBX7,,,,BBX7 = 1.0 * 1.0 * gene_modifier + exogenous
OSPIL1,,,,OSPIL1 = 1.0 * 1.0 * gene_modifier + exogenous
Ectopic overexpressi,,,,Ectopic overexpressi = 1.0 * 1.0 * gene_modifier + exogenous
Helitron transposon,,,,Helitron transposon = 1.0 * 1.0 * gene_modifier + exogenous
High salinity condit,,,,High salinity condit = 1.0 * 1.0 * gene_modifier + exogenous
low nitrate availabi,,,,low nitrate availabi = 1.0 * 1.0 * gene_modifier + exogenous
TCP2,,,,TCP2 = 1.0 * 1.0 * gene_modifier + exogenous
EPISTASIS,,,,EPISTASIS = 1.0 * 1.0 * gene_modifier + exogenous
high salt stress,,,,high salt stress = 1.0 * 1.0 * gene_modifier + exogenous
RFBP,,,,RFBP = 1.0 * 1.0 * gene_modifier + exogenous
EgrMADS 4,,,,EgrMADS 4 = 1.0 * 1.0 * gene_modifier + exogenous
COOLAIR,,,,COOLAIR = 1.0 * 1.0 * gene_modifier + exogenous
CIN4,,,,CIN4 = 1.0 * 1.0 * gene_modifier + exogenous
AGL6,,,,AGL6 = 1.0 * 1.0 * gene_modifier + exogenous
Core feedback loop,,,,Core feedback loop = 1.0 * 1.0 * gene_modifier + exogenous
ATXN2,,,,ATXN2 = 1.0 * 1.0 * gene_modifier + exogenous
CLF,,,,CLF = 1.0 * 1.0 * gene_modifier + exogenous
ATSWEET10,,,,ATSWEET10 = 1.0 * 1.0 * gene_modifier + exogenous
Group-2 plant(s),,,,Group-2 plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
27 candidate gene(s),,,,27 candidate gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
ATNPF6.3,,,,ATNPF6.3 = 1.0 * 1.0 * gene_modifier + exogenous
ATSAP18,,,,ATSAP18 = 1.0 * 1.0 * gene_modifier + exogenous
Over 100 gene(s),,,,Over 100 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
det1 ddb2 mutants,,,,det1 ddb2 mutants = 1.0 * 1.0 * gene_modifier + exogenous
ultraviolet-B,,,,ultraviolet-B = 1.0 * 1.0 * gene_modifier + exogenous
ATU2AF35,,,,ATU2AF35 = 1.0 * 1.0 * gene_modifier + exogenous
ambient growth tempe,,,,ambient growth tempe = 1.0 * 1.0 * gene_modifier + exogenous
H2AS95PH,,,,H2AS95PH = 1.0 * 1.0 * gene_modifier + exogenous
FRS7,,,,FRS7 = 1.0 * 1.0 * gene_modifier + exogenous
SRR1,,,,SRR1 = 1.0 * 1.0 * gene_modifier + exogenous
SVP4,,,,SVP4 = 1.0 * 1.0 * gene_modifier + exogenous
Day length,,,,Day length = 1.0 * 1.0 * gene_modifier + exogenous
FTF,,,,FTF = 1.0 * 1.0 * gene_modifier + exogenous
CDF3,,,,CDF3 = 1.0 * 1.0 * gene_modifier + exogenous
ATNUP62,,,,ATNUP62 = 1.0 * 1.0 * gene_modifier + exogenous
AASOC1C,,,,AASOC1C = 1.0 * 1.0 * gene_modifier + exogenous
AT2353,,,,AT2353 = 1.0 * 1.0 * gene_modifier + exogenous
ATTEM,,,,ATTEM = 1.0 * 1.0 * gene_modifier + exogenous
enhanced plant(s) gr,,,,enhanced plant(s) gr = 1.0 * 1.0 * gene_modifier + exogenous
Circadian clock,,,,Circadian clock = 1.0 * 1.0 * gene_modifier + exogenous
35S::EsSVP,,,,35S::EsSVP = 1.0 * 1.0 * gene_modifier + exogenous
AT2301,,,,AT2301 = 1.0 * 1.0 * gene_modifier + exogenous
ATSUMO1,,,,ATSUMO1 = 1.0 * 1.0 * gene_modifier + exogenous
OSCOP1,,,,OSCOP1 = 1.0 * 1.0 * gene_modifier + exogenous
CMV,,,,CMV = 1.0 * 1.0 * gene_modifier + exogenous
repeat expansion,,,,repeat expansion = 1.0 * 1.0 * gene_modifier + exogenous
GMELF3B,,,,GMELF3B = 1.0 * 1.0 * gene_modifier + exogenous
Temperature increase,,,,Temperature increase = 1.0 * 1.0 * gene_modifier + exogenous
fall germination tim,,,,fall germination tim = 1.0 * 1.0 * gene_modifier + exogenous
DCP5,,,,DCP5 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Jc,,,,Overexpression of Jc = 1.0 * 1.0 * gene_modifier + exogenous
BBX31,,,,BBX31 = 1.0 * 1.0 * gene_modifier + exogenous
HDF1,,,,HDF1 = 1.0 * 1.0 * gene_modifier + exogenous
gene(s) involved in ,,,,gene(s) involved in  = 1.0 * 1.0 * gene_modifier + exogenous
BBX19,,,,BBX19 = 1.0 * 1.0 * gene_modifier + exogenous
PPRD2,,,,PPRD2 = 1.0 * 1.0 * gene_modifier + exogenous
CPC,,,,CPC = 1.0 * 1.0 * gene_modifier + exogenous
CHI2,,,,CHI2 = 1.0 * 1.0 * gene_modifier + exogenous
+/+ genotype,,,,+/+ genotype = 1.0 * 1.0 * gene_modifier + exogenous
ADO2,,,,ADO2 = 1.0 * 1.0 * gene_modifier + exogenous
ATBZIP27,,,,ATBZIP27 = 1.0 * 1.0 * gene_modifier + exogenous
overexpressed AhGPAT,,,,overexpressed AhGPAT = 1.0 * 1.0 * gene_modifier + exogenous
nitrate status,,,,nitrate status = 1.0 * 1.0 * gene_modifier + exogenous
AMIPECT1,,,,AMIPECT1 = 1.0 * 1.0 * gene_modifier + exogenous
GMF,,,,GMF = 1.0 * 1.0 * gene_modifier + exogenous
VVAGL12,,,,VVAGL12 = 1.0 * 1.0 * gene_modifier + exogenous
DROUGHT,,,,DROUGHT = 1.0 * 1.0 * gene_modifier + exogenous
PHYTOCHROMES,,,,PHYTOCHROMES = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Vv,,,,overexpression of Vv = 1.0 * 1.0 * gene_modifier + exogenous
TOC1,,,,TOC1 = 1.0 * 1.0 * gene_modifier + exogenous
Microgravity environ,,,,Microgravity environ = 1.0 * 1.0 * gene_modifier + exogenous
vernalization,,,,vernalization = 1.0 * 1.0 * gene_modifier + exogenous
Ler allele,,,,Ler allele = 1.0 * 1.0 * gene_modifier + exogenous
Changes in the durat,,,,Changes in the durat = 1.0 * 1.0 * gene_modifier + exogenous
AMP1,,,,AMP1 = 1.0 * 1.0 * gene_modifier + exogenous
GAS,,,,GAS = 1.0 * 1.0 * gene_modifier + exogenous
temperature rise,,,,temperature rise = 1.0 * 1.0 * gene_modifier + exogenous
ATC3H36,,,,ATC3H36 = 1.0 * 1.0 * gene_modifier + exogenous
PRR,,,,PRR = 1.0 * 1.0 * gene_modifier + exogenous
ATJAZ1,,,,ATJAZ1 = 1.0 * 1.0 * gene_modifier + exogenous
CHR35,,,,CHR35 = 1.0 * 1.0 * gene_modifier + exogenous
ICCV,,,,ICCV = 1.0 * 1.0 * gene_modifier + exogenous
PHYA,,,,PHYA = 1.0 * 1.0 * gene_modifier + exogenous
AP2S,,,,AP2S = 1.0 * 1.0 * gene_modifier + exogenous
ATEMF2,,,,ATEMF2 = 1.0 * 1.0 * gene_modifier + exogenous
ATSR45,,,,ATSR45 = 1.0 * 1.0 * gene_modifier + exogenous
ATDET1,,,,ATDET1 = 1.0 * 1.0 * gene_modifier + exogenous
ATTIR1,,,,ATTIR1 = 1.0 * 1.0 * gene_modifier + exogenous
N,,,,N = 1.0 * 1.0 * gene_modifier + exogenous
Gene(s),,,,Gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
ATP5CS,,,,ATP5CS = 1.0 * 1.0 * gene_modifier + exogenous
LNK4,,,,LNK4 = 1.0 * 1.0 * gene_modifier + exogenous
candidate gene(s),,,,candidate gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
AGL79,,,,AGL79 = 1.0 * 1.0 * gene_modifier + exogenous
SEC,,,,SEC = 1.0 * 1.0 * gene_modifier + exogenous
chromatin modificati,,,,chromatin modificati = 1.0 * 1.0 * gene_modifier + exogenous
gene(s) expression v,,,,gene(s) expression v = 1.0 * 1.0 * gene_modifier + exogenous
floral pathway integ,,,,floral pathway integ = 1.0 * 1.0 * gene_modifier + exogenous
FCA,,,,FCA = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Pw,,,,Overexpression of Pw = 1.0 * 1.0 * gene_modifier + exogenous
Defects in sumoylati,,,,Defects in sumoylati = 1.0 * 1.0 * gene_modifier + exogenous
TPL,,,,TPL = 1.0 * 1.0 * gene_modifier + exogenous
Fusarium oxysporum,,,,Fusarium oxysporum = 1.0 * 1.0 * gene_modifier + exogenous
GI,,,,GI = 1.0 * 1.0 * gene_modifier + exogenous
Increasing environme,,,,Increasing environme = 1.0 * 1.0 * gene_modifier + exogenous
ATHDA5,,,,ATHDA5 = 1.0 * 1.0 * gene_modifier + exogenous
CRY1G380R,,,,CRY1G380R = 1.0 * 1.0 * gene_modifier + exogenous
Water Stress,,,,Water Stress = 1.0 * 1.0 * gene_modifier + exogenous
CONSTRUCTS,,,,CONSTRUCTS = 1.0 * 1.0 * gene_modifier + exogenous
Natural variation,,,,Natural variation = 1.0 * 1.0 * gene_modifier + exogenous
Autonomous pathway,,,,Autonomous pathway = 1.0 * 1.0 * gene_modifier + exogenous
LFY,,,,LFY = 1.0 * 1.0 * gene_modifier + exogenous
ATSTY1,,,,ATSTY1 = 1.0 * 1.0 * gene_modifier + exogenous
JCTFL1A,,,,JCTFL1A = 1.0 * 1.0 * gene_modifier + exogenous
Triple mutation,,,,Triple mutation = 1.0 * 1.0 * gene_modifier + exogenous
nonfunctional and we,,,,nonfunctional and we = 1.0 * 1.0 * gene_modifier + exogenous
Differences in gene(,,,,Differences in gene( = 1.0 * 1.0 * gene_modifier + exogenous
Environmental cues,,,,Environmental cues = 1.0 * 1.0 * gene_modifier + exogenous
nitrate supply chang,,,,nitrate supply chang = 1.0 * 1.0 * gene_modifier + exogenous
TSL,,,,TSL = 1.0 * 1.0 * gene_modifier + exogenous
ATC,,,,ATC = 1.0 * 1.0 * gene_modifier + exogenous
SUC2,,,,SUC2 = 1.0 * 1.0 * gene_modifier + exogenous
FLORE,,,,FLORE = 1.0 * 1.0 * gene_modifier + exogenous
Temperature variatio,,,,Temperature variatio = 1.0 * 1.0 * gene_modifier + exogenous
various pathways,,,,various pathways = 1.0 * 1.0 * gene_modifier + exogenous
PHFT4,,,,PHFT4 = 1.0 * 1.0 * gene_modifier + exogenous
TOE,,,,TOE = 1.0 * 1.0 * gene_modifier + exogenous
night temperatures,,,,night temperatures = 1.0 * 1.0 * gene_modifier + exogenous
pSUC2::amiPECT1,,,,pSUC2::amiPECT1 = 1.0 * 1.0 * gene_modifier + exogenous
N availability,,,,N availability = 1.0 * 1.0 * gene_modifier + exogenous
PPPRR2,,,,PPPRR2 = 1.0 * 1.0 * gene_modifier + exogenous
SUCROSE,,,,SUCROSE = 1.0 * 1.0 * gene_modifier + exogenous
multiple gene(s),,,,multiple gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
BBX30,,,,BBX30 = 1.0 * 1.0 * gene_modifier + exogenous
FD,,,,FD = 1.0 * 1.0 * gene_modifier + exogenous
AHFUL,,,,AHFUL = 1.0 * 1.0 * gene_modifier + exogenous
ATGH3.12,,,,ATGH3.12 = 1.0 * 1.0 * gene_modifier + exogenous
NMD,,,,NMD = 1.0 * 1.0 * gene_modifier + exogenous
TRY,,,,TRY = 1.0 * 1.0 * gene_modifier + exogenous
JMJ14,,,,JMJ14 = 1.0 * 1.0 * gene_modifier + exogenous
HR02,,,,HR02 = 1.0 * 1.0 * gene_modifier + exogenous
PFT1,,,,PFT1 = 1.0 * 1.0 * gene_modifier + exogenous
ATKH27,,,,ATKH27 = 1.0 * 1.0 * gene_modifier + exogenous
ARR1,,,,ARR1 = 1.0 * 1.0 * gene_modifier + exogenous
ATCOP1,,,,ATCOP1 = 1.0 * 1.0 * gene_modifier + exogenous
PBSOC1G,,,,PBSOC1G = 1.0 * 1.0 * gene_modifier + exogenous
COR28,,,,COR28 = 1.0 * 1.0 * gene_modifier + exogenous
low ascorbic acid co,,,,low ascorbic acid co = 1.0 * 1.0 * gene_modifier + exogenous
PHO2,,,,PHO2 = 1.0 * 1.0 * gene_modifier + exogenous
Ethylene Signaling,,,,Ethylene Signaling = 1.0 * 1.0 * gene_modifier + exogenous
SEP3,,,,SEP3 = 1.0 * 1.0 * gene_modifier + exogenous
proline metabolic ge,,,,proline metabolic ge = 1.0 * 1.0 * gene_modifier + exogenous
EBS,,,,EBS = 1.0 * 1.0 * gene_modifier + exogenous
GMUBC9,,,,GMUBC9 = 1.0 * 1.0 * gene_modifier + exogenous
high nitrate availab,,,,high nitrate availab = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB25,,,,ATMYB25 = 1.0 * 1.0 * gene_modifier + exogenous
Higher temperature,,,,Higher temperature = 1.0 * 1.0 * gene_modifier + exogenous
PECT1,,,,PECT1 = 1.0 * 1.0 * gene_modifier + exogenous
PBSOC1D,,,,PBSOC1D = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of GF,,,,Overexpression of GF = 1.0 * 1.0 * gene_modifier + exogenous
FLH,,,,FLH = 1.0 * 1.0 * gene_modifier + exogenous
FAR1,,,,FAR1 = 1.0 * 1.0 * gene_modifier + exogenous
ALX8,,,,ALX8 = 1.0 * 1.0 * gene_modifier + exogenous
CDF5,,,,CDF5 = 1.0 * 1.0 * gene_modifier + exogenous
Edi-0 allele in chro,,,,Edi-0 allele in chro = 1.0 * 1.0 * gene_modifier + exogenous
LNK3,,,,LNK3 = 1.0 * 1.0 * gene_modifier + exogenous
AGL70,,,,AGL70 = 1.0 * 1.0 * gene_modifier + exogenous
BBR2A,,,,BBR2A = 1.0 * 1.0 * gene_modifier + exogenous
PHFT2,,,,PHFT2 = 1.0 * 1.0 * gene_modifier + exogenous
glucosinolate gene(s,,,,glucosinolate gene(s = 1.0 * 1.0 * gene_modifier + exogenous
overexpressed CsWRKY,,,,overexpressed CsWRKY = 1.0 * 1.0 * gene_modifier + exogenous
Photoperiod conditio,,,,Photoperiod conditio = 1.0 * 1.0 * gene_modifier + exogenous
Long-day conditions,,,,Long-day conditions = 1.0 * 1.0 * gene_modifier + exogenous
seed dormancy,,,,seed dormancy = 1.0 * 1.0 * gene_modifier + exogenous
ATCSP3,,,,ATCSP3 = 1.0 * 1.0 * gene_modifier + exogenous
RfBP+,,,,RfBP+ = 1.0 * 1.0 * gene_modifier + exogenous
Spcdc25 expression,,,,Spcdc25 expression = 1.0 * 1.0 * gene_modifier + exogenous
VCS,,,,VCS = 1.0 * 1.0 * gene_modifier + exogenous
AGD7,,,,AGD7 = 1.0 * 1.0 * gene_modifier + exogenous
DISRUPTION,,,,DISRUPTION = 1.0 * 1.0 * gene_modifier + exogenous
RNA,,,,RNA = 1.0 * 1.0 * gene_modifier + exogenous
five quantitative tr,,,,five quantitative tr = 1.0 * 1.0 * gene_modifier + exogenous
GASA4,,,,GASA4 = 1.0 * 1.0 * gene_modifier + exogenous
soil microbiomes,,,,soil microbiomes = 1.0 * 1.0 * gene_modifier + exogenous
TEMPRANILLO1,,,,TEMPRANILLO1 = 1.0 * 1.0 * gene_modifier + exogenous
CGA1,,,,CGA1 = 1.0 * 1.0 * gene_modifier + exogenous
ET,,,,ET = 1.0 * 1.0 * gene_modifier + exogenous
HAP,,,,HAP = 1.0 * 1.0 * gene_modifier + exogenous
cryopreservation of ,,,,cryopreservation of  = 1.0 * 1.0 * gene_modifier + exogenous
PWNAC11,,,,PWNAC11 = 1.0 * 1.0 * gene_modifier + exogenous
ATWRKY45,,,,ATWRKY45 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Mi,,,,overexpression of Mi = 1.0 * 1.0 * gene_modifier + exogenous
ASML1,,,,ASML1 = 1.0 * 1.0 * gene_modifier + exogenous
ATUBP26,,,,ATUBP26 = 1.0 * 1.0 * gene_modifier + exogenous
ANAC034,,,,ANAC034 = 1.0 * 1.0 * gene_modifier + exogenous
PGTFL1,,,,PGTFL1 = 1.0 * 1.0 * gene_modifier + exogenous
OSJAZS,,,,OSJAZS = 1.0 * 1.0 * gene_modifier + exogenous
Replacement of nitra,,,,Replacement of nitra = 1.0 * 1.0 * gene_modifier + exogenous
enriched microbiomes,,,,enriched microbiomes = 1.0 * 1.0 * gene_modifier + exogenous
complex components,,,,complex components = 1.0 * 1.0 * gene_modifier + exogenous
CPSIZ1,,,,CPSIZ1 = 1.0 * 1.0 * gene_modifier + exogenous
ATRAV1,,,,ATRAV1 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Bj,,,,Overexpression of Bj = 1.0 * 1.0 * gene_modifier + exogenous
Primary seed dormanc,,,,Primary seed dormanc = 1.0 * 1.0 * gene_modifier + exogenous
RAP2,,,,RAP2 = 1.0 * 1.0 * gene_modifier + exogenous
BL,,,,BL = 1.0 * 1.0 * gene_modifier + exogenous
inhibition of cotran,,,,inhibition of cotran = 1.0 * 1.0 * gene_modifier + exogenous
VARIANT,,,,VARIANT = 1.0 * 1.0 * gene_modifier + exogenous
