test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T181,VIL2,knockout,,,,,,decreased,moderate,,,,,,vil2/vel1: MAF4/MAF5 not repressed,,,Arabidopsis thaliana,
T182,VIL3,knockdown,,,,,,decreased,strong,,,,,,vil3/vel2 RNAi: Severely delayed flowering post-vernalization; MAF2-5 derepressed,,,Arabidopsis thaliana,
T183,VIN3,knockout,,,,,,decreased,strong,,,,,,vin3-4: Loss of vernalization response; failure to repress FLC,,,Arabidopsis thaliana,
T184,VIN3,overexpression,,,,,,increased,moderate,,,,,,VIN3 expression initiates a series of repressive histone modifications,,,Arabidopsis thaliana,
T185,VRN1,knockout,,,,,,decreased,moderate,,,,,,"vrn1-4, vrn2-1, vrn5-8: Impaired epigenetic silencing phase",,,Arabidopsis thaliana,
T186,VRN2,knockout,,,,,,decreased,strong,,,,,,vrn2-1 fca-1: does not flower early in response to vernalization,,,Arabidopsis thaliana,
T187,VRN5,knockout,,,,,,decreased,strong,,,,,,vrn5 mutants show no H3K27me2 enrichment at the FLC nucleation region after 6 weeks cold treatment,,,Arabidopsis thaliana,
T188,ZTL,overexpression,,,,,,increased,moderate,,,,,,ZTL overexpression causes early flowering in short days,,,Arabidopsis thaliana,
T189,miR156,knockdown,,,,,,increased,strong,,,,,,MIM156 eliminates juvenile phase; adult traits from leaf 1-2.,,,Arabidopsis thaliana,
T190,miR156,overexpression,,,,,,decreased,strong,,,,,,35S::miR156a prolongs juvenile phase with ~90 juvenile leaves in short days; delayed flowering.,,,Arabidopsis thaliana,
T191,miR156,overexpression,,,,,,decreased,strong,,,,,,Pro35S:MIR156 SD: Delayed flowering,,,Arabidopsis thaliana,
T192,miR172,overexpression,,,,,,increased,strong,,,,,,miR172 overexpression accelerated flowering in LD and SD conditions.,,,Arabidopsis thaliana,
T193,miR172a,knockout,,,,,,decreased,moderate,,,,,,mir172a mutant exhibited a late flowering phenotype in long days.,,,Arabidopsis thaliana,
T194,miR399,overexpression,,,,,,increased,strong,,,,,,p35S:miR399b at 23degC: 11 leaves (early),,,Arabidopsis thaliana,
