source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
Light,ENVIRONMENT,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"In many species, bud outgrowth is modulated by light intensity. In herbaceous species such as the monocots Lolium perenne [15] or Triticum aestivum [16], low-intensity light caused decreased tillering, while high-intensity light stimulated branching in several shrubs and trees such as Vaccinium bracteatum [17,18], Abies balsamea, Picea abies, Pinus sylvestris [19,20], Litsea acuminata [21], Fraxinus pennsylvanica [22], Rosa hybrida and R. wichurana [23].",,
ABA,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Moreover, exogenous ABA application inhibits bud outgrowth in Arabidopsis, Ipomoea and tomato [162,163].",,
Auxin,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The idea that apically derived auxin inhibits shoot branching by inhibiting the activity of axillary buds was first proposed 70 years ago, but it soon became clear that its mechanism of action was complex and indirect.",,
Cytokinin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Cytokinin can promote the outgrowth of buds when directly applied to them, and cytokinin levels rise in buds as they are activated [3,25].",,
Auxin,HORMONE,Cytokinin,HORMONE,,,,,,,,,,"Second, it has been shown that auxin can down-regulate both local cytokinin synthesis and cytokinin export from roots and that this might prevent the activation of buds.",,
MAX4,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The mutants are characterized by increased branching, reduced stature and in most cases shorter leaves.",,
LAS,GENE,Axillary_Meristem_Initiation,PROCESS,,,,,,,,,,Loss of LAS function results in absence of axillary meristems in most of the vegetative nodes of Arabidopsis with only the most apical nodes producing branches after floral transition.,,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Strigolactones (SLs) are hormonal signals that regulate multiple aspects of shoot architecture, including shoot branching.",,
BRC1,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"BRC1 is well-established as a regulator of bud outgrowth, and brc1 mutants have strongly increased, SL-resistant branching (Aguilar-Martínez et al., 2007; Brewer et al., 2009).",,
SMXL7,GENE,PIN1,GENE,,,,,,,,,,"Compared with control plants, PIN1-GFP protein levels at the basal plasma membrane of xylem parenchyma cells in the stem were indeed increased in this line.",,
D14,GENE,SMXL7,GENE,,,,,,,,,,"In Arabidopsis, SMXL7 is rapidly degraded in response to treatment with rac-GR24 in a D14- and MAX2-dependent manner (Soundappan et al., 2015; Wang et al., 2015).",,
MAX2,GENE,SMXL7,GENE,,,,,,,,,,"In Arabidopsis, SMXL7 is rapidly degraded in response to treatment with rac-GR24 in a D14- and MAX2-dependent manner (Soundappan et al., 2015; Wang et al., 2015).",,
D27,GENE,Tiller_Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Our results demonstrate that D27 is involved in the MAX/RMS/D pathway, in which D27 acts as a new member participating in the biosynthesis of strigolactones.",,
Strigolactones,HORMONE,Tiller_Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Strigolactones, a group of terpenoid lactones, have been recently identified as products of the MAX/RMS/D pathway that inhibits axillary bud outgrowth.",,
Auxin,HORMONE,Tiller_Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"It is transported along the shoot-root axis from cell to cell in a polar manner, which is essential for inhibiting the outgrowth of axillary buds (Ljung et al., 2001; Leyser, 2003; Sieberer and Leyser, 2006).",,
Cytokinin,HORMONE,Tiller_Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Exogenous application of cytokinin to axillary buds promotes their outgrowth (Sachs and Thimann, 1964; Cline, 1991).",,
D27,GENE,Strigolactones,HORMONE,,,,,,,,,,"Our results demonstrate that D27 is involved in the MAX/RMS/D pathway, in which D27 acts as a new member participating in the biosynthesis of strigolactones.",,
FC1,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"We found that the increased tillering phenotype of ﬁne culm1 (fc1) mutants of rice is not rescued by the application of 1 µM GR24, a synthetic SL analog.",,
Strigolactones,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Recent studies of highly branched mutants of pea, Arabidopsis and rice have demonstrated that strigolactones (SLs) act as hormones that inhibit shoot branching.",,
Cytokinin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,While cytokinins directly induce branching.,,
Auxin,HORMONE,Cytokinin,HORMONE,,,,,,,,,,"Recently it was revealed that one role of auxin is to suppress cytokinin biosynthesis in the stem (Tanaka et al. 2006, Shimizu-Sato et al. 2009).",,
Auxin,HORMONE,Strigolactones,HORMONE,,,,,,,,,,"In addition, the auxin-dependent up-regulation of SL biosynthesis genes has been observed in all plant species analyzed so far (Arite et al. 2007, Heyward et al. 2009).",,
Cytokinin,HORMONE,FC1,GENE,,,,,,,,,,"On the other hand, the expression level of FC1 is negatively regulated by cytokinin treatment.",,
Strigolactones,HORMONE,FC1,GENE,,,,,,,,,,This raises the possibility that other proteins in this clade may function downstream of SLs in the inhibition of bud outgrowth.,,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Auxin, which is supplied from the apical bud, indirectly suppresses axillary bud outgrowth",,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,Apically-derived auxin in the nodal stem indirectly inhibits bud outgrowth via cytokinins and strigolactones.,,
Sucrose,METABOLITE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"In our previous study on rose isolated nodal segments grown without auxin (Barbier et al., 2015b), we highlighted that sucrose stimulated bud outgrowth and that this growth was preceded by downregulated strigolactone signalling gene expression and increased cytokinin synthesis.",,
Strigolactones,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Cytokinins and strigolactones are partly integrated within the bud by the transcription factor BRC1, involved in bud dormancy in several species (Aguilar-Martinez et al., 2007; Dun et al., 2012; Rameau et al., 2015; Wang et al., 2019).",,
Cytokinins,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Cytokinins and strigolactones are partly integrated within the bud by the transcription factor BRC1, involved in bud dormancy in several species (Aguilar-Martinez et al., 2007; Dun et al., 2012; Rameau et al., 2015; Wang et al., 2019).",,
Auxin,HORMONE,Cytokinins,HORMONE,,,,,,,,,,"The suppression of nodal cytokinin content by auxin was the first hormonal mechanism proposed to explain the indirect action of auxin in apical dominance (Shimizu-Sato et al., 2009).",,
Auxin,HORMONE,Strigolactones,HORMONE,,,,,,,,,,"Conversely, the expression of strigolactone biosynthesis-related genes is rapidly repressed by auxin depletion in the stem, a behaviour that is also prevented by exogenous auxin application (Foo et al., 2005; Zou et al., 2006; Hayward et al., 2009).",,
Sucrose,METABOLITE,Strigolactones,HORMONE,,,,,,,,,,"Altogether, this result shows that sugar availability suppresses the strigolactone inhibition of bud outgrowth.",,
BRC1,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Moreover, in rose and pea, sucrose inhibited the expression of BRC1 (Mason et al., 2014; Barbier et al., 2015b), encoding a transcription factor that inhibited bud outgrowth (Aguilar-Martinez et al., 2007) and was also involved in strigolactone signalling (Braun et al., 2012; Dun et al., 2012; Dun et al., 2013; Seale et al., 2017).",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"partly via induction of the BRANCHED1 (BRC1) transcription factor, which is a repressor of branching",,
Tre6P,METABOLITE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,Expression of a heterologous Tre6P phosphatase (TPP) to lower Tre6P in axillary buds strongly delayed bud outgrowth in long days and inhibited branching in short days.,,
Tre6P,METABOLITE,CO,GENE,,,,,,,,,,"Compared to the pGLDPA:GUS controls, the pGLDPA:otsA plants showed significantly increased expression of CO (4.5-fold), FT (three-fold) and TSF (five-fold) (Fig. 4b).",,
CO,GENE,FT,GENE,,,,,,,,,,"In arabidopsis, the expression of FT is triggered by long days, under the control of CO, and is dependent on the Tre6P-synthesizing activity of TPS1 (Wahl et al., 2013; Fichtner et al., 2020).",,
FT,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Increased vascular Tre6P levels enhanced branching and was accompanied by higher expression of FLOWERING LOCUS T (FT) and upregulation of sucrose transporters.,,
FT,GENE,BRC1,GENE,,,,,,,,,,"In arabidopsis and wheat, the FT protein (also TSF in arabidopsis) has been shown to interact directly with BRC1, and this interaction leads to a reciprocal repressive effect, i.e. FT and BRC1 inhibit each other (Niwa et al., 2013; Dixon et al., 2018).",,
Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Increasing the sucrose supply to axillary buds by feeding sucrose exogenously or removing the youngest growing leaves (i.e. competing sinks) also triggered bud growth, even when the shoot apex itself was left intact to maintain polar auxin flow (Mason et al., 2014).",,
HXK1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Our observations demonstrate that HXK1 signalling contributes to the regulation of shoot branching and interacts with hormones to modulate plant architecture.,,
Auxin,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The high plasticity of this process allows plants to optimise their architecture to a given environment (Leduc et al., 2014; Rameau et al., 2015; Barbier et al., 2019b; Schneider et al., 2019).",,
Cytokinin,HORMONE,Shoot_Branching,GENE,,,,,,,,,,"Auxin indirectly acts on buds by reducing the levels of cytokinins (CK), which induce bud outgrowth, and presumably by promoting the synthesis of strigolactones (SL) that inhibit bud outgrowth (Brewer et al., 2009; Hayward et al., 2009; Domagalska & Leyser, 2011).",,
Strigolactone,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Auxin indirectly acts on buds by reducing the levels of cytokinins (CK), which induce bud outgrowth, and presumably by promoting the synthesis of strigolactones (SL) that inhibit bud outgrowth (Brewer et al., 2009; Hayward et al., 2009; Domagalska & Leyser, 2011).",,
HXK1,GENE,MAX2,GENE,,,,,,,,,,"We also observed a negative correlation between sugar availability and the expression of D14 and especially MAX2 across transcriptomic data sets, including treatments that modulate endogenous sugar levels (Fig. S4a). Additionally, MAX2 expression was also strongly negatively correlated with HXK1 expression under these treatments (Fig. 8b).",,
HXK1,GENE,IPT3,GENE,,,,,,,,,,"Moreover, we observed a strong and significant positive correlation between the expression of HXK1 and IPT3 in response to these treatments (Fig. 7c).",,
Sucrose,METABOLITE,Tillering,PHENOTYPE,,,,,,,,,,We observed that sucrose triggered bud elongation in a dose-dependent manner with or without addition of rac-GR24 (Fig. 1).,,
Strigolactones,HORMONE,Tillering,PHENOTYPE,,,,,,,,,,"In the absence of sucrose, tiller bud elongation remained suppressed.",,
D53,GENE,TB1,GENE,,,,,,,,,,"D53 promotes the outgrowth of tillers by inhibiting the expression of the TCP transcription factor gene TB1 (Takeda et al., 2003; Minakuchi et al., 2010).",,
TB1,GENE,Tillering,PHENOTYPE,,,,,,,,,,"The TEOSINTE BRANCHED1 (TB1), CYCLOIDEA, and PCF (TCP) family transcription factor TB1 acts as a negative regulator of tillering",,
Sucrose,METABOLITE,D3,GENE,,,,,,,,,,"Sucrose inhibits the gene expression of D3, the orthologue of the Arabidopsis F-box MAX2 required for SL signalling.",,
Sucrose,METABOLITE,D53,GENE,,,,,,,,,,"In the absence of GR24 in the growth medium, the D53 protein levels increased strongly with increasing sucrose concentration (Fig. 2a).",,
Strigolactones,HORMONE,D53,GENE,,,,,,,,,,"In the absence of sucrose, D53 protein was degraded within 5 min of treatment with GR24.",,
miR156,REGULATORY_RNA,PvSPL2,GENE,,,,,,,,,,"Among them, miR156 is one of the conserved master regulators of plant vegetative phase transitions by suppressing its target SQUAMOSA PROMOTER BINDING PROTEIN LIKE (SPL) genes (Wu & Poethig, 2006).",,
PvSPL2,GENE,PvLBO,GENE,,,,,,,,,,"Furthermore, we found that PvSPL2 can directly bind to the promoter of PvLBO and activate its transcription, suggesting that PvLBO is a novel downstream gene of PvSPL2.",,
PvLBO,GENE,Tillering,PHENOTYPE,,,,,,,,,,"The upregulation of PvLBO in switchgrass dramatically inhibited tiller bud outgrowth, while the downregulation of PvLBO led to substantial increase in the tiller number.",,
Strigolactones,HORMONE,Tillering,PHENOTYPE,,,,,,,,,,Strigolactones (SLs) play a critical role in regulating plant tiller number.,,
PvSPL2,GENE,Tillering,PHENOTYPE,,,,,,,,,,"Moreover, we demonstrate for the first time that PvSPL2 was able to bind to the PvLBO promoter directly, activate its transcription, and therefore repress switchgrass tillering.",,
PvD53,GENE,PvSPL2,GENE,,,,,,,,,,"In the presence of miR156, SPL2 transcripts are cleaved by miR156, while D53 interacts with SPL2 which further inhibits the transcriptional activation of SPL2 to downstream genes, such as PvTB1 and PvLBO.",,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,Auxin is actively transported basipetally in the shoot and inhibits bud outgrowth.,,
Cytokinin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"By contrast, cytokinins travel acropetally and promote bud outgrowth.",,
Auxin,HORMONE,Cytokinin,HORMONE,,,,,,,,,,"Application of auxin rapidly reduces flux through the isopentenyladenosine-5#-monophosphate-independent cytokinin biosynthetic pathway (Nordström et al., 2004).",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Loss of function at any of these loci produces more branching shoots compared with wild-type (WT) (Fig. 1).,,
MAX4,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Loss of function at any of these loci produces more branching shoots compared with wild-type (WT) (Fig. 1).,,
AXR1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The same axr1 mutants have increased branching and their axillary buds are resistant to the inhibitory effects of apical auxin (Lincoln et al., 1990; Stirnberg et al., 1999).",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Strigolactones (SLs) are β-carotene derived plant hormones (Alder et al., 2012; Al-Babili and Bouwmeester, 2015) that influence shoot architecture by inhibiting branching and tillering (Gomez-Roldan et al., 2008; Umehara et al., 2008).",,
AtCXE20,GENE,Strigolactones,HORMONE,,,,,,,,,,These results best support a mechanism where ectopic expression of AtCXE20 with a strong promoter effectively lowers the concentration of free SL by sequestration.,,
AtCXE20,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,AtCXE20 overexpression also resulted in increased branching in two independent single copy events (Figure 1D).,,
Strigolactones,HORMONE,Senescence,PHENOTYPE,,,,,,,,,,"The delayed senescence and decreased sensitivity to ACC observed here are consistent with a previous report that SL promotes senescence by enhancing the action of ethylene, and that SL signaling mutants are ethylene hyposensitive (Ueda and Kusaba, 2015).",,
source_type,GENE,target_type,PHENOTYPE,,,,,,,,,,"The effect of AtCXE20 overexpression on sensitivity to ethylene was also examined (Figure 1E). Treatment with increasing concentrations of the ethylene biosynthetic precursor 1-aminocyclopropane-1-carboxylic acid (ACC) resulted in more extreme decreases in hypocotyl growth in wild type Arabidopsis compared with transgenic, suggesting that AtCXE20 overexpression decreased the sensitivity to ethylene.",,
Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Sucrose and hexoses induced branching and lateral bud elongation (Figure 1).,,
Cytokinin,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Supplying etiolated stems with the synthetic CK 6-benzylaminopurine (BAP) led to a dose-dependent increase in branching and bud elongation, similar to the effect of sucrose feeding (Figure 6).",,
Sucrose,METABOLITE,Cytokinin,HORMONE,,,,,,,,,,"Our results indicate that sucrose feeding to detached stems promotes the accumulation of cytokinin (CK), as well as the expression of vacuolar invertase (VInv), an enzyme that contributes to sugar sink strength.",,
Cytokinin,HORMONE,VInv,GENE,,,,,,,,,,"Our findings are consistent with previous studies in which CKs were shown to adjust the sugar partitioning and sink strength of some organs through the regulation of sugar transporters and invertases (Thomas, 1986; Roitsch and Ehneß, 2000; Guivarcüh et al., 2002; Werner et al., 2008; Proels and Roitsch, 2009; Liao et al., 2013).",,
VInv,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The number of sucrose-induced branches was substantially reduced, but they were not abolished in vinv-mutant lines compared to the WT, suggesting a role for VInv in the sucrose-induced branching (Figure 4A).",,
Sucrose,METABOLITE,VInv,GENE,,,,,,,,,,"After 2, 8, and 10 h of sucrose feeding, VInv transcript level in the third lateral stem bud was significantly higher than with the other sugars.",,
BRC1,GENE,Bud_Growth,PHENOTYPE,,,,,,,,,,"This idea is based on increased branching in brc1 mutants, the effects of bud-regulating hormones on BRC1 expression, and a general correlation between BRC1 expression and bud growth inhibition.",,
Auxin,HORMONE,BRC1,GENE,,,,,,,,,,"Together, these data suggest that an apically derived signal, such as auxin, moving basipetally in the stem regulates BRC1 transcription.",,
Strigolactone,HORMONE,BRC1,GENE,,,,,,,,,,"In several dicot species, SL also upregulates the transcription of the BRC1, providing another mechanism by which SL regulates bud activity (Braun et al., 2012; Dun et al., 2012, 2013; Mashiguchi et al., 2009).",,
SMXL678,PROTEIN_COMPLEX,BRC1,GENE,,,,,,,,,,"This result is consistent with a model in which SMXL678 promote branching by downregulating BRC1, but it is equally consistent with BRC1 acting independently of SMXL678.",,
Cytokinin,HORMONE,BRC1,GENE,,,,,,,,,,"Similarly, BRC1 transcripts decreased in buds within 1 h of basal CK treatment (Fig. 1B).",,
Strigolactone,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,The canalization-based model can also explain how the plant hormone strigolactone (SL) inhibits branching.,,
DAD1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The dad1-1 mutant allele was inactivated by insertion of an unusual transposon (Dad-one transposon), and the dad1-3 allele is a revertant allele of dad1-1. Consistent with its role in producing a graft-transmissible compound that can alter branching, the Dad1/PhCCD8 gene is expressed in root and shoot tissue.",,
DAD1,GENE,Leaf_Senescence,PHENOTYPE,,,,,,,,,,"Other differences in phenotype associated with the loss of Dad1/PhCCD8 function included altered timing of axillary meristem development, delayed leaf senescence, smaller flowers, reduced internode length, and reduced root growth.",,
DAD1,GENE,Root_Growth,PHENOTYPE,,,,,,,,,,"Other differences in phenotype associated with the loss of Dad1/PhCCD8 function included altered timing of axillary meristem development, delayed leaf senescence, smaller flowers, reduced internode length, and reduced root growth.",,
Auxin,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"Formation of lateral branches has historically been considered in terms of the repression of lateral bud outgrowth by auxin derived from the apical meristem (Napoli et al., 1999).",,
D53,GENE,IPA1,GENE,,,,,,,,,,D53 interacts with IPA1 in vivo and in vitro and suppresses the transcriptional activation activity of IPA1.,,
IPA1,GENE,D53,GENE,,,,,,,,,,IPA1 could directly bind to the D53 promoter and acti- vate its expression.,,
IPA1,GENE,Tillering,PHENOTYPE,,,,,,,,,,"the ipa1-10 and ipa1-11 loss-of-function mutants exhibited high tillering and dwarf phenotypes (Figure 1A-1C), indicating that IPA1 is a negative regulator of rice tillering.",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Strigolactones (SLs), a group of carotenoid derived terpenoid lactones, are root-to-shoot phytohormones suppressing shoot branching by inhibiting the outgrowth of axillary buds.",,
miR156,REGULATORY_RNA,IPA1,GENE,,,,,,,,,,"Two microRNAs, miRNA156 and miRNA529, regulate IPA1 expression, and point mutations in the miRNA156 recognition site perturb miRNA156-regu- lated degradation of IPA1 mRNA, leading to decreased tiller number and increased plant height and panicle branches [45-47].",,
IPA1,GENE,OsTB1,GENE,,,,,,,,,,"IPA1 directly binds to the promoter of a negative regulator of tiller bud outgrowth, TEOSINTE BRANCHED1 (OsTB1), to suppress rice tillering [47].",,
SMXL6,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Through an extensive analysis of loss-of-function mutants, we demonstrate that the Arabidopsis SMAX1-LIKE genes SMXL6, SMXL7, and SMXL8 are co-orthologs of rice D53 that promote shoot branching.",,
SMXL7,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Through an extensive analysis of loss-of-function mutants, we demonstrate that the Arabidopsis SMAX1-LIKE genes SMXL6, SMXL7, and SMXL8 are co-orthologs of rice D53 that promote shoot branching.",,
SMXL8,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Through an extensive analysis of loss-of-function mutants, we demonstrate that the Arabidopsis SMAX1-LIKE genes SMXL6, SMXL7, and SMXL8 are co-orthologs of race D53 that promote shoot branching.",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"brc1 mutants have increased, SL-resistant shoot branching, BRC1 expression is upregulated after rac-GR24 treatment, and BRC1 transcription is reduced in max2, d14, and SL-deﬁcient mutants (Aguilar-Martínez et al., 2007; Dun et al., 2012; Chevalier et al., 2014).",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The differences between SL-insensitive d14 phenotypes and KAR-insensitive kai2 phenotypes show that SL and KAR/KL regulate distinct aspects of MAX2-dependent development and that the max2 phenotype reﬂects a combination of d14 and kai2 effects (Waters et al., 2012).",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The increased branching phenotype of max2 was reduced by smxl678-ami in most transgenic lines, but not by smxl45-ami, implicating SMXL6, SMXL7, or SMXL8 in branching control.",,
SMAX1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Contrary to our prior observations (Stanga et al., 2013), we observed a mild but signiﬁcant reduction in branching in smax1-2 max2 compared with max2 (Figure 2B).",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"One of several phenotypes of max2 mutants, the highly branched shoot, is identical to mutants at three other MAX loci.",,
MAX1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"One of several phenotypes of max2 mutants, the highly branched shoot, is identical to mutants at three other MAX loci.",,
Strigolactone,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,Mechanisms by which SL inhibits axillary bud outgrowth are less well understood.,,
ABA,HORMONE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,Application of ABA to the hydroponic culture suppressed the growth of axillary buds of SL mutants to the same level as wild-type (WT) buds.,,
OsNCED1,GENE,ABA,HORMONE,,,,,,,,,,"Tiller number was decreased in the transgenic lines overexpressing OsNCED1, the gene that encodes ABA biosynthesis enzyme.",,
OsNCED1,GENE,Tillering,PHENOTYPE,,,,,,,,,,"Tiller number was decreased in the transgenic lines overexpressing OsNCED1, the gene that encodes ABA biosynthesis enzyme.",,
Strigolactone,HORMONE,OsNCED1,GENE,,,,,,,,,,"Combining these facts, a plausible scenario is that different stimuli activate the same genes to induce ABA in bud inhibition.",,
ABA,HORMONE,OsEL2,GENE,,,,,,,,,,We confirmed that expression of OsEL2 and OsEL2like was induced by application of ABA,,
OsEL2,GENE,Bud_Outgrowth,PHENOTYPE,,,,,,,,,,"In combination, these results suggest that cell cycle progression is suppressed at both the S/M and G1S phases when the axillary buds enter the dormant state.",,
PsSMXL7,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,PsSMXL7 acts downstream of both RMS3 and RMS4 to positively regulate shoot branching in pea.,,
PsBRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"The role of BRC1 in shoot branching is exemplified by the increased branching phenotype displayed by brc1 mutants in pea (Braun et al., 2012), Arabidopsis (Aguilar-Martınez et al., 2007; Finlayson, 2007), rice (Minakuchi et al., 2010), maize (Hubbard et al., 2002; Kebrom and Brutnell, 2015) and potato (Nicolas et al., 2015).",,
Strigolactone,HORMONE,PsSMXL7,GENE,,,,,,,,,,"Like D53 and related SMXLs, we show that PsSMXL7 can be degraded by SL and induces feedback upregulation of PsSMXL7 transcript.",,
Cytokinin,HORMONE,PsSMXL7,GENE,,,,,,,,,,"Indeed, we found that the levels of PsSMXL7 transcript were increased after treatment with 6-benzylaminopurine (BA) (Figure 6a,c).",,
PsSMXL7,GENE,PsBRC1,GENE,,,,,,,,,,We show here that PsSMXL7 represses PsBRC1 downstream of RMS3.,,
Auxin,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"SL mutants also have increased indole-3-acetic acid (IAA) content (Beveridge et al., 1996, 1997) and auxin treatment upregulates expression of SL biosynthesis genes (Arite et al., 2007; Hayward et al., 2009; Liang et al., 2010).",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Furthermore, application of strigolactones inhibits shoot branching in these mutants.",,
MAX2,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,The MAX genes are required for selective repression of axillary shoots and max mutants exhibit bushier shoots than do wild-type plants,,
MAX3,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,The MAX genes are required for selective repression of axillary shoots and max mutants exhibit bushier shoots than do wild-type plants,,
MAX4,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,The MAX genes are required for selective repression of axillary shoots and max mutants exhibit bushier shoots than do wild-type plants,,
D10,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,These results confirm the role of strigolactones in inhibiting tiller bud outgrowth in the branching inhibitor pathway in rice.,,
D17,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,These results confirm the role of strigolactones in inhibiting tiller bud outgrowth in the branching inhibitor pathway in rice.,,
GR24,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,An application of GR24 (a strigolactone analogue; Fig. 1b) to the media inhibited tiller bud outgrowth of 2-week-old d10-1 and d17-1 seedlings in a dose-dependent manner,,
Strigolactone,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Plants with mutations in the strigolactone pathway are highly branched,,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,Loss of BRC1 in Arabidopsis leads to increased branching,,
Strigolactone,HORMONE,BRC1,GENE,,,,,,,,,,"Strigolactone can up-regulate the transcription of BRC1, independent of new protein synthesis",,
Strigolactone,HORMONE,C_A_T,PROCESS,,,,,,,,,,"Strigolactones appear to influence branching in two distinct ways. Firstly, they modulate auxin transport by triggering endocytosis of PIN1 from the plasma membrane",,
PIN347,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"We demonstrate that in Arabidopsis, CAT plays an important role in strigolactone-mediated shoot branching control, with the triple pin3pin4pin7 mutant able to suppress partially the highly branched phenotype of strigolactone deficient mutants.",,
ABCB19,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"Whereas loss of ABCB1 did not affect branching in either max mutant, loss of ABCB19 reduced the levels of shoot branching in both",,
Strigolactones,HORMONE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"More recently, SLs have been reported to function as root-to-shoot phytohormones that suppress shoot branching by inhibiting the outgrowth of axillary buds (Gomez-Roldan et al., 2008; Umehara et al., 2008).",,
SMXL6,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,The smxl6 smxl7 smxl8 triple mutant suppresses the highly branched phenotypes of max2 and the SL-deﬁcient mutant max3.,,
SMXL6,GENE,BRC1,GENE,,,,,,,,,,"In summary, these data indicate that D53-like SMXLs function as critical components of SL signaling through recruitment of TPR2 and transcriptional inhibition of key genes including BRC1.",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"BRC1 has been suggested to negatively regulate the development of rosette and cauline branches in Arabidopsis (Aguilar-Martínez et al., 2007; Chen et al., 2013).",,
MAX2,GENE,SMXL6,GENE,,,,,,,,,,"Exogenous application of the SL analog rac-GR24 causes ubiquitination and degradation of SMXL6, 7, and 8; this requires D14 and MAX2.",,
BRC1,GENE,Shoot_Branching,PHENOTYPE,,,,,,,,,,"BRC1, a key repressor of branching, thus promoting branching.",,
FHY3,GENE,BRC1,GENE,,,,,,,,,,"FHY3 and FAR1, two homologous transcription factors essential for phytochrome A-mediated light signaling, and SMXL6/SMXL7/SMXL8, three key repressors of the strigolactone (SL) signaling pathway, directly interact with SPL9 and SPL15 and suppress their transcriptional activation of BRC1, a key repressor of branching, thus promoting branching.",,
FHY3,GENE,SMXL6,GENE,,,,,,,,,,"In addition, FHY3 and FAR1 also directly up-regulate the expression of SMXL6 and SMXL7 to promote branching.",,
