node,node_type,activators,inhibitors,formula
Photoperiod,,,,Photoperiod = gene_modifier + exogenous_supply
Plant_Height,,"BZR_BES,ARF6_7_8,ARR1,PIF4_5_7,Strigolactone","SPL9,DELLA,EIN3,ABI5,FLOWER_INT,HY5,BIN2","Plant_Height = (max(BZR_BES, 0.01) * max(ARF6_7_8, 0.01) * max(ARR1, 0.01) * max(PIF4_5_7, 0.01) * max(Strigolactone, 0.01))^(1/5) * min(1/max(SPL9 * DELLA * EIN3 * ABI5 * FLOWER_INT * HY5 * BIN2, 0.1), 10.0) * gene_modifier + exogenous_supply"
RAV1,,,BZR1,"RAV1 = 1.0 * min(1/max(BZR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
RBR1,,,,RBR1 = gene_modifier + exogenous_supply
SEEDSTICK,,BPC1,ARF2,"SEEDSTICK = (max(BPC1, 0.01)) * min(1/max(ARF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
SEUSS,,,,SEUSS = gene_modifier + exogenous_supply
SHB1,,BZR1,"ABI5,AIF2","SHB1 = (max(BZR1, 0.01)) * min(1/max(ABI5 * AIF2, 0.1), 10.0) * gene_modifier + exogenous_supply"
SLY1,,,,SLY1 = gene_modifier + exogenous_supply
SL_SYN,,,,SL_SYN = gene_modifier + exogenous_supply
SMXL678,,FHY3,"D14,MAX2","SMXL678 = (max(FHY3, 0.01)) * min(1/max(D14 * MAX2, 0.1), 10.0) * gene_modifier + exogenous_supply"
SNRK2,,,ABI1,"SNRK2 = 1.0 * min(1/max(ABI1, 0.1), 10.0) * gene_modifier + exogenous_supply"
SOB7,,,,SOB7 = gene_modifier + exogenous_supply
SOC1,,"FT,FD,SPL9","FLC,SVP,DELLA,AP2,TFL1","SOC1 = (max(FT, 0.01) * max(FD, 0.01) * max(SPL9, 0.01))^(1/3) * min(1/max(FLC * SVP * DELLA * AP2 * TFL1, 0.1), 10.0) * gene_modifier + exogenous_supply"
SOD7,,,,SOD7 = gene_modifier + exogenous_supply
SPA1,,,,SPA1 = gene_modifier + exogenous_supply
SPL9,,,"DELLA,miR156,SMXL678,FHY3","SPL9 = 1.0 * min(1/max(DELLA * miR156 * SMXL678 * FHY3, 0.1), 10.0) * gene_modifier + exogenous_supply"
SPY,,,,SPY = gene_modifier + exogenous_supply
SVP,,,"Warm_Temperature,FCA,FVE,SOC1","SVP = 1.0 * min(1/max(Warm_Temperature * FCA * FVE * SOC1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Seed_Size,,"Integument_Growth,Endosperm_Proliferation,Ovule_size,GIF1,Storage_reserves","ABA,ABI5","Seed_Size = (max(Integument_Growth, 0.01) * max(Endosperm_Proliferation, 0.01) * max(Ovule_size, 0.01) * max(GIF1, 0.01) * max(Storage_reserves, 0.01))^(1/5) * min(1/max(ABA * ABI5, 0.1), 10.0) * gene_modifier + exogenous_supply"
Shoot_Branching,,"Cytokinin,PIN1,PIN3,T6P,Sucrose","BRC1,ABA,ARR1","Shoot_Branching = (max(Cytokinin, 0.01) * max(PIN1, 0.01) * max(PIN3, 0.01) * max(T6P, 0.01) * max(Sucrose, 0.01))^(1/5) * min(1/max(BRC1 * ABA * ARR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
Storage_reserves,,"LEC1,LEC2,FUS3,ABI3",,"Storage_reserves = (max(LEC1, 0.01) * max(LEC2, 0.01) * max(FUS3, 0.01) * max(ABI3, 0.01))^(1/4) * 1.0 * gene_modifier + exogenous_supply"
Strigolactone,,"MAX1,MAX3,MAX4,SL_SYN,CCD7,CCD8,D27,LBO","Decapitation,Sucrose,Nitrogen","Strigolactone = (max(MAX1, 0.01) * max(MAX3, 0.01) * max(MAX4, 0.01) * max(SL_SYN, 0.01) * max(CCD7, 0.01) * max(CCD8, 0.01) * max(D27, 0.01) * max(LBO, 0.01))^(1/8) * min(1/max(Decapitation * Sucrose * Nitrogen, 0.1), 10.0) * gene_modifier + exogenous_supply"
Sucrose,,Decapitation,,"Sucrose = (max(Decapitation, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
T6P,,"Sucrose,TPS1",,"T6P = (max(Sucrose, 0.01) * max(TPS1, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
TAA1,,PIF4,,"TAA1 = (max(PIF4, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
TAR1,,,PRC2,"TAR1 = 1.0 * min(1/max(PRC2, 0.1), 10.0) * gene_modifier + exogenous_supply"
TAR2,,Low_Nitrate,CHL1,"TAR2 = (max(Low_Nitrate, 0.01)) * min(1/max(CHL1, 0.1), 10.0) * gene_modifier + exogenous_supply"
TCP14,,,,TCP14 = gene_modifier + exogenous_supply
TFL1,,,AP1,"TFL1 = 1.0 * min(1/max(AP1, 0.1), 10.0) * gene_modifier + exogenous_supply"
TIE1,,ARR1,,"TIE1 = (max(ARR1, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
TIR1,,"Auxin,Low_Phosphate",,"TIR1 = (max(Auxin, 0.01) * max(Low_Phosphate, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
TOC1,,,,TOC1 = gene_modifier + exogenous_supply
TPS1,,,,TPS1 = gene_modifier + exogenous_supply
TTG2,,,,TTG2 = gene_modifier + exogenous_supply
Temperature,,,,Temperature = gene_modifier + exogenous_supply
UBP15,,,DA1,"UBP15 = 1.0 * min(1/max(DA1, 0.1), 10.0) * gene_modifier + exogenous_supply"
UVR8,,Light,,"UVR8 = (max(Light, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
VAL1,,,,VAL1 = gene_modifier + exogenous_supply
VAL2,,,,VAL2 = gene_modifier + exogenous_supply
VIN3,,"Cold,Vernalization,Cold_Vernalization",,"VIN3 = (max(Cold, 0.01) * max(Vernalization, 0.01) * max(Cold_Vernalization, 0.01))^(1/3) * 1.0 * gene_modifier + exogenous_supply"
Vernalization,,,,Vernalization = gene_modifier + exogenous_supply
WOX11,,Auxin,,"WOX11 = (max(Auxin, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
Warm_Temperature,,,,Warm_Temperature = gene_modifier + exogenous_supply
YUC10,,,PRC2,"YUC10 = 1.0 * min(1/max(PRC2, 0.1), 10.0) * gene_modifier + exogenous_supply"
YUC11,,,,YUC11 = gene_modifier + exogenous_supply
YUC4,,,,YUC4 = gene_modifier + exogenous_supply
YUC8,,"PIF4,PIF7",,"YUC8 = (max(PIF4, 0.01) * max(PIF7, 0.01))^(1/2) * 1.0 * gene_modifier + exogenous_supply"
YUC_TAA,,PIF4_5_7,,"YUC_TAA = (max(PIF4_5_7, 0.01)) * 1.0 * gene_modifier + exogenous_supply"
ZTL,,,,ZTL = gene_modifier + exogenous_supply
lncCOOLAIR,,,,lncCOOLAIR = gene_modifier + exogenous_supply
miR156,,,"Sucrose,T6P","miR156 = 1.0 * min(1/max(Sucrose * T6P, 0.1), 10.0) * gene_modifier + exogenous_supply"
miR172,,SPL9,"AP2,miR156","miR172 = (max(SPL9, 0.01)) * min(1/max(AP2 * miR156, 0.1), 10.0) * gene_modifier + exogenous_supply"
miR396,,,,miR396 = gene_modifier + exogenous_supply
