node,node_type,activators,inhibitors,formula
Vernalization,,,,Vernalization = 1.0 * 1.0 * gene_modifier + exogenous
WOX11,,Auxin,,WOX11 = prod(f(Auxin)) * 1.0 * gene_modifier + exogenous
Warm_Temperature,,,,Warm_Temperature = 1.0 * 1.0 * gene_modifier + exogenous
YUC10,,,PRC2,YUC10 = 1.0 * prod(g(PRC2)) * gene_modifier + exogenous
YUC11,,,,YUC11 = 1.0 * 1.0 * gene_modifier + exogenous
YUC4,,,,YUC4 = 1.0 * 1.0 * gene_modifier + exogenous
YUC8,,"PIF4,PIF7",,"YUC8 = prod(f(PIF4, PIF7)) * 1.0 * gene_modifier + exogenous"
YUC_TAA,,PIF4_5_7,,YUC_TAA = prod(f(PIF4_5_7)) * 1.0 * gene_modifier + exogenous
ZTL,,,,ZTL = 1.0 * 1.0 * gene_modifier + exogenous
lncCOOLAIR,,,,lncCOOLAIR = 1.0 * 1.0 * gene_modifier + exogenous
miR156,,,"Sucrose,T6P","miR156 = 1.0 * prod(g(Sucrose, T6P)) * gene_modifier + exogenous"
miR172,,SPL9,"AP2,miR156","miR172 = prod(f(SPL9)) * prod(g(AP2, miR156)) * gene_modifier + exogenous"
miR396,,,,miR396 = 1.0 * 1.0 * gene_modifier + exogenous
