node,node_type,activators,inhibitors,formula
ATGPAT9,,,,ATGPAT9 = 1.0 * 1.0 * gene_modifier + exogenous
AHA2,,,,AHA2 = 1.0 * 1.0 * gene_modifier + exogenous
Circadian gene(s) ex,,,,Circadian gene(s) ex = 1.0 * 1.0 * gene_modifier + exogenous
Natural variation,,,,Natural variation = 1.0 * 1.0 * gene_modifier + exogenous
Reduction of auxin b,,,,Reduction of auxin b = 1.0 * 1.0 * gene_modifier + exogenous
sense ZmRLK7 overexp,,,,sense ZmRLK7 overexp = 1.0 * 1.0 * gene_modifier + exogenous
length and width,,,,length and width = 1.0 * 1.0 * gene_modifier + exogenous
OTU1,,,,OTU1 = 1.0 * 1.0 * gene_modifier + exogenous
Partial ovule aborti,,,,Partial ovule aborti = 1.0 * 1.0 * gene_modifier + exogenous
LuLEA1 gene(s),,,,LuLEA1 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
ATBAK1,,,,ATBAK1 = 1.0 * 1.0 * gene_modifier + exogenous
iku mutations,,,,iku mutations = 1.0 * 1.0 * gene_modifier + exogenous
2 x Col x 4 x Col,,,,2 x Col x 4 x Col = 1.0 * 1.0 * gene_modifier + exogenous
maternal contributio,,,,maternal contributio = 1.0 * 1.0 * gene_modifier + exogenous
DA1R358K,,,,DA1R358K = 1.0 * 1.0 * gene_modifier + exogenous
IAM,,,,IAM = 1.0 * 1.0 * gene_modifier + exogenous
growth of maternal o,,,,growth of maternal o = 1.0 * 1.0 * gene_modifier + exogenous
environmental factor,,,,environmental factor = 1.0 * 1.0 * gene_modifier + exogenous
ATGSR2,,,,ATGSR2 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Br,,,,Overexpression of Br = 1.0 * 1.0 * gene_modifier + exogenous
transgenic PfDGAT3-1,,,,transgenic PfDGAT3-1 = 1.0 * 1.0 * gene_modifier + exogenous
TRITERPENE,,,,TRITERPENE = 1.0 * 1.0 * gene_modifier + exogenous
3-aminotriazole,,,,3-aminotriazole = 1.0 * 1.0 * gene_modifier + exogenous
genetic correlations,,,,genetic correlations = 1.0 * 1.0 * gene_modifier + exogenous
gfp gene(s),,,,gfp gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
ATLEA3,,,,ATLEA3 = 1.0 * 1.0 * gene_modifier + exogenous
BPE,,,,BPE = 1.0 * 1.0 * gene_modifier + exogenous
JAZ,,,,JAZ = 1.0 * 1.0 * gene_modifier + exogenous
large flower mutants,,,,large flower mutants = 1.0 * 1.0 * gene_modifier + exogenous
ATVPS29,,,,ATVPS29 = 1.0 * 1.0 * gene_modifier + exogenous
E2,,,,E2 = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB123,,,,ATMYB123 = 1.0 * 1.0 * gene_modifier + exogenous
Sizes of cells and c,,,,Sizes of cells and c = 1.0 * 1.0 * gene_modifier + exogenous
KS,,,,KS = 1.0 * 1.0 * gene_modifier + exogenous
partial silencing of,,,,partial silencing of = 1.0 * 1.0 * gene_modifier + exogenous
JCFATB,,,,JCFATB = 1.0 * 1.0 * gene_modifier + exogenous
GMPLDΓ-OE,,,,GMPLDΓ-OE = 1.0 * 1.0 * gene_modifier + exogenous
FAH12,,,,FAH12 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Bn,,,,Overexpression of Bn = 1.0 * 1.0 * gene_modifier + exogenous
Quadruple mutants,,,,Quadruple mutants = 1.0 * 1.0 * gene_modifier + exogenous
heterologous express,,,,heterologous express = 1.0 * 1.0 * gene_modifier + exogenous
HDG3,,,,HDG3 = 1.0 * 1.0 * gene_modifier + exogenous
CMV,,,,CMV = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Zm,,,,overexpression of Zm = 1.0 * 1.0 * gene_modifier + exogenous
PCF10SRDX,,,,PCF10SRDX = 1.0 * 1.0 * gene_modifier + exogenous
cell number,,,,cell number = 1.0 * 1.0 * gene_modifier + exogenous
DGAT,,,,DGAT = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of se,,,,Overexpression of se = 1.0 * 1.0 * gene_modifier + exogenous
BRMYC2OE,,,,BRMYC2OE = 1.0 * 1.0 * gene_modifier + exogenous
AHLPAAT2,,,,AHLPAAT2 = 1.0 * 1.0 * gene_modifier + exogenous
AT3G01472.1,,,,AT3G01472.1 = 1.0 * 1.0 * gene_modifier + exogenous
CU5,,,,CU5 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Ah,,,,Overexpression of Ah = 1.0 * 1.0 * gene_modifier + exogenous
Transgenic seeds,,,,Transgenic seeds = 1.0 * 1.0 * gene_modifier + exogenous
RCA,,,,RCA = 1.0 * 1.0 * gene_modifier + exogenous
ABX45,,,,ABX45 = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Ta,,,,overexpression of Ta = 1.0 * 1.0 * gene_modifier + exogenous
Coordinated growth o,,,,Coordinated growth o = 1.0 * 1.0 * gene_modifier + exogenous
over-expression of C,,,,over-expression of C = 1.0 * 1.0 * gene_modifier + exogenous
Copper sulfate,,,,Copper sulfate = 1.0 * 1.0 * gene_modifier + exogenous
EgWRI1-1,,,,EgWRI1-1 = 1.0 * 1.0 * gene_modifier + exogenous
DAGT1,,,,DAGT1 = 1.0 * 1.0 * gene_modifier + exogenous
NPC6,,,,NPC6 = 1.0 * 1.0 * gene_modifier + exogenous
OX40,,,,OX40 = 1.0 * 1.0 * gene_modifier + exogenous
HpDGAT1-overexpressi,,,,HpDGAT1-overexpressi = 1.0 * 1.0 * gene_modifier + exogenous
OX26,,,,OX26 = 1.0 * 1.0 * gene_modifier + exogenous
JCFATA,,,,JCFATA = 1.0 * 1.0 * gene_modifier + exogenous
ATGLK1,,,,ATGLK1 = 1.0 * 1.0 * gene_modifier + exogenous
Seed oil content,,,,Seed oil content = 1.0 * 1.0 * gene_modifier + exogenous
Linnemannia elongata,,,,Linnemannia elongata = 1.0 * 1.0 * gene_modifier + exogenous
Col-0 plant(s),,,,Col-0 plant(s) = 1.0 * 1.0 * gene_modifier + exogenous
GmDof4 transgenic pl,,,,GmDof4 transgenic pl = 1.0 * 1.0 * gene_modifier + exogenous
Delaying flowering,,,,Delaying flowering = 1.0 * 1.0 * gene_modifier + exogenous
plant(s) photosynthe,,,,plant(s) photosynthe = 1.0 * 1.0 * gene_modifier + exogenous
macro-element defici,,,,macro-element defici = 1.0 * 1.0 * gene_modifier + exogenous
CU20,,,,CU20 = 1.0 * 1.0 * gene_modifier + exogenous
Alteration of lipid ,,,,Alteration of lipid  = 1.0 * 1.0 * gene_modifier + exogenous
transgenic PfDGAT2-2,,,,transgenic PfDGAT2-2 = 1.0 * 1.0 * gene_modifier + exogenous
Hybridization,,,,Hybridization = 1.0 * 1.0 * gene_modifier + exogenous
AHL29,,,,AHL29 = 1.0 * 1.0 * gene_modifier + exogenous
triple mutants,,,,triple mutants = 1.0 * 1.0 * gene_modifier + exogenous
SPECIES,,,,SPECIES = 1.0 * 1.0 * gene_modifier + exogenous
gln1;1-gln1;2-gln1;3,,,,gln1;1-gln1;2-gln1;3 = 1.0 * 1.0 * gene_modifier + exogenous
HR02,,,,HR02 = 1.0 * 1.0 * gene_modifier + exogenous
EhDH domains,,,,EhDH domains = 1.0 * 1.0 * gene_modifier + exogenous
Severe water limitat,,,,Severe water limitat = 1.0 * 1.0 * gene_modifier + exogenous
Co-silencing RNAi of,,,,Co-silencing RNAi of = 1.0 * 1.0 * gene_modifier + exogenous
Ectopic expression o,,,,Ectopic expression o = 1.0 * 1.0 * gene_modifier + exogenous
CU60,,,,CU60 = 1.0 * 1.0 * gene_modifier + exogenous
PRWRI1,,,,PRWRI1 = 1.0 * 1.0 * gene_modifier + exogenous
E1,,,,E1 = 1.0 * 1.0 * gene_modifier + exogenous
GmDof11 transgenic p,,,,GmDof11 transgenic p = 1.0 * 1.0 * gene_modifier + exogenous
ATDGAT1,,,,ATDGAT1 = 1.0 * 1.0 * gene_modifier + exogenous
GENOTYPES,,,,GENOTYPES = 1.0 * 1.0 * gene_modifier + exogenous
Remaining genotypes,,,,Remaining genotypes = 1.0 * 1.0 * gene_modifier + exogenous
Severe water depriva,,,,Severe water depriva = 1.0 * 1.0 * gene_modifier + exogenous
AIF2,,,,AIF2 = 1.0 * 1.0 * gene_modifier + exogenous
Reduced storage capa,,,,Reduced storage capa = 1.0 * 1.0 * gene_modifier + exogenous
PrLPAAT4-overexpress,,,,PrLPAAT4-overexpress = 1.0 * 1.0 * gene_modifier + exogenous
overexpressed AhGPAT,,,,overexpressed AhGPAT = 1.0 * 1.0 * gene_modifier + exogenous
BNGRF2A,,,,BNGRF2A = 1.0 * 1.0 * gene_modifier + exogenous
PRS,,,,PRS = 1.0 * 1.0 * gene_modifier + exogenous
NRPC3,,,,NRPC3 = 1.0 * 1.0 * gene_modifier + exogenous
ATBPC1,,,,ATBPC1 = 1.0 * 1.0 * gene_modifier + exogenous
ATWDR5A,,,,ATWDR5A = 1.0 * 1.0 * gene_modifier + exogenous
ATHD2A,,,,ATHD2A = 1.0 * 1.0 * gene_modifier + exogenous
ATTT8,,,,ATTT8 = 1.0 * 1.0 * gene_modifier + exogenous
plasma-seed treatmen,,,,plasma-seed treatmen = 1.0 * 1.0 * gene_modifier + exogenous
AIL5,,,,AIL5 = 1.0 * 1.0 * gene_modifier + exogenous
ATLEC2,,,,ATLEC2 = 1.0 * 1.0 * gene_modifier + exogenous
changed seed oil com,,,,changed seed oil com = 1.0 * 1.0 * gene_modifier + exogenous
FIS,,,,FIS = 1.0 * 1.0 * gene_modifier + exogenous
FIS-PRC2,,,,FIS-PRC2 = 1.0 * 1.0 * gene_modifier + exogenous
ATMDN1,,,,ATMDN1 = 1.0 * 1.0 * gene_modifier + exogenous
Reproductive growth ,,,,Reproductive growth  = 1.0 * 1.0 * gene_modifier + exogenous
NaCl stress,,,,NaCl stress = 1.0 * 1.0 * gene_modifier + exogenous
basipetal auxin flow,,,,basipetal auxin flow = 1.0 * 1.0 * gene_modifier + exogenous
ATHMP53,,,,ATHMP53 = 1.0 * 1.0 * gene_modifier + exogenous
FIS_PRC2,,,,FIS_PRC2 = 1.0 * 1.0 * gene_modifier + exogenous
POLLINATION,,,,POLLINATION = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB118,,,,ATMYB118 = 1.0 * 1.0 * gene_modifier + exogenous
DIOXINS,,,,DIOXINS = 1.0 * 1.0 * gene_modifier + exogenous
ATC3H17,,,,ATC3H17 = 1.0 * 1.0 * gene_modifier + exogenous
Growth Defects,,,,Growth Defects = 1.0 * 1.0 * gene_modifier + exogenous
oxygen concentration,,,,oxygen concentration = 1.0 * 1.0 * gene_modifier + exogenous
ATLEC1,,,,ATLEC1 = 1.0 * 1.0 * gene_modifier + exogenous
GENOTYPE,,,,GENOTYPE = 1.0 * 1.0 * gene_modifier + exogenous
NRPC2,,,,NRPC2 = 1.0 * 1.0 * gene_modifier + exogenous
TPD1,,,,TPD1 = 1.0 * 1.0 * gene_modifier + exogenous
CJBPC1,,,,CJBPC1 = 1.0 * 1.0 * gene_modifier + exogenous
inter-ploidy cross d,,,,inter-ploidy cross d = 1.0 * 1.0 * gene_modifier + exogenous
down regulation of p,,,,down regulation of p = 1.0 * 1.0 * gene_modifier + exogenous
EDA3,,,,EDA3 = 1.0 * 1.0 * gene_modifier + exogenous
triploid block,,,,triploid block = 1.0 * 1.0 * gene_modifier + exogenous
GmZOU-2,,,,GmZOU-2 = 1.0 * 1.0 * gene_modifier + exogenous
RGE1,,,,RGE1 = 1.0 * 1.0 * gene_modifier + exogenous
LORELEI,,,,LORELEI = 1.0 * 1.0 * gene_modifier + exogenous
low iron levels in c,,,,low iron levels in c = 1.0 * 1.0 * gene_modifier + exogenous
ATTFIIB1,,,,ATTFIIB1 = 1.0 * 1.0 * gene_modifier + exogenous
MIR159,,,,MIR159 = 1.0 * 1.0 * gene_modifier + exogenous
RNAPIII,,,,RNAPIII = 1.0 * 1.0 * gene_modifier + exogenous
PCLEC1,,,,PCLEC1 = 1.0 * 1.0 * gene_modifier + exogenous
ATUPF1,,,,ATUPF1 = 1.0 * 1.0 * gene_modifier + exogenous
NRPABC1,,,,NRPABC1 = 1.0 * 1.0 * gene_modifier + exogenous
EMF1,,,,EMF1 = 1.0 * 1.0 * gene_modifier + exogenous
ATDOG1,,,,ATDOG1 = 1.0 * 1.0 * gene_modifier + exogenous
FLOWERING,,,,FLOWERING = 1.0 * 1.0 * gene_modifier + exogenous
Vegetative developme,,,,Vegetative developme = 1.0 * 1.0 * gene_modifier + exogenous
epigenetic variation,,,,epigenetic variation = 1.0 * 1.0 * gene_modifier + exogenous
ABA,,,,ABA = 1.0 * 1.0 * gene_modifier + exogenous
ABI5,,,,ABI5 = 1.0 * 1.0 * gene_modifier + exogenous
higher fatty acid co,,,,higher fatty acid co = 1.0 * 1.0 * gene_modifier + exogenous
Difference in satura,,,,Difference in satura = 1.0 * 1.0 * gene_modifier + exogenous
carbon starvation in,,,,carbon starvation in = 1.0 * 1.0 * gene_modifier + exogenous
NTRC,,,,NTRC = 1.0 * 1.0 * gene_modifier + exogenous
Inactivating imprint,,,,Inactivating imprint = 1.0 * 1.0 * gene_modifier + exogenous
ATCSP2,,,,ATCSP2 = 1.0 * 1.0 * gene_modifier + exogenous
LECOP1,,,,LECOP1 = 1.0 * 1.0 * gene_modifier + exogenous
ATHMP51,,,,ATHMP51 = 1.0 * 1.0 * gene_modifier + exogenous
Fis mutants,,,,Fis mutants = 1.0 * 1.0 * gene_modifier + exogenous
Autophagy in materna,,,,Autophagy in materna = 1.0 * 1.0 * gene_modifier + exogenous
analyzed peg mutants,,,,analyzed peg mutants = 1.0 * 1.0 * gene_modifier + exogenous
changes in the ploid,,,,changes in the ploid = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Pf,,,,overexpression of Pf = 1.0 * 1.0 * gene_modifier + exogenous
PheMYB4-1,,,,PheMYB4-1 = 1.0 * 1.0 * gene_modifier + exogenous
BBM,,,,BBM = 1.0 * 1.0 * gene_modifier + exogenous
ATSCO1,,,,ATSCO1 = 1.0 * 1.0 * gene_modifier + exogenous
ATPPR2,,,,ATPPR2 = 1.0 * 1.0 * gene_modifier + exogenous
genomic imprinting,,,,genomic imprinting = 1.0 * 1.0 * gene_modifier + exogenous
Misbalanced expressi,,,,Misbalanced expressi = 1.0 * 1.0 * gene_modifier + exogenous
soluble sugars,,,,soluble sugars = 1.0 * 1.0 * gene_modifier + exogenous
ATNPF8.3,,,,ATNPF8.3 = 1.0 * 1.0 * gene_modifier + exogenous
SMC6A,,,,SMC6A = 1.0 * 1.0 * gene_modifier + exogenous
parental cross direc,,,,parental cross direc = 1.0 * 1.0 * gene_modifier + exogenous
ATCBL3,,,,ATCBL3 = 1.0 * 1.0 * gene_modifier + exogenous
fertilization with d,,,,fertilization with d = 1.0 * 1.0 * gene_modifier + exogenous
ABI3,,,,ABI3 = 1.0 * 1.0 * gene_modifier + exogenous
ATSMC5,,,,ATSMC5 = 1.0 * 1.0 * gene_modifier + exogenous
ABI4,,,,ABI4 = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB25,,,,ATMYB25 = 1.0 * 1.0 * gene_modifier + exogenous
PGCRC,,,,PGCRC = 1.0 * 1.0 * gene_modifier + exogenous
parental genome imba,,,,parental genome imba = 1.0 * 1.0 * gene_modifier + exogenous
VORICONAZOLE,,,,VORICONAZOLE = 1.0 * 1.0 * gene_modifier + exogenous
NRPABC2,,,,NRPABC2 = 1.0 * 1.0 * gene_modifier + exogenous
Decreased vesicular ,,,,Decreased vesicular  = 1.0 * 1.0 * gene_modifier + exogenous
FOC,,,,FOC = 1.0 * 1.0 * gene_modifier + exogenous
NRPC8,,,,NRPC8 = 1.0 * 1.0 * gene_modifier + exogenous
REM11,,,,REM11 = 1.0 * 1.0 * gene_modifier + exogenous
paternal genome,,,,paternal genome = 1.0 * 1.0 * gene_modifier + exogenous
ATSR45,,,,ATSR45 = 1.0 * 1.0 * gene_modifier + exogenous
MEDEA,,,,MEDEA = 1.0 * 1.0 * gene_modifier + exogenous
disruptions in valin,,,,disruptions in valin = 1.0 * 1.0 * gene_modifier + exogenous
Maternal tissues,,,,Maternal tissues = 1.0 * 1.0 * gene_modifier + exogenous
multiple processes/f,,,,multiple processes/f = 1.0 * 1.0 * gene_modifier + exogenous
ATNDT1,,,,ATNDT1 = 1.0 * 1.0 * gene_modifier + exogenous
short-term heat expo,,,,short-term heat expo = 1.0 * 1.0 * gene_modifier + exogenous
BnGA2ox6 overexpress,,,,BnGA2ox6 overexpress = 1.0 * 1.0 * gene_modifier + exogenous
integument of the ov,,,,integument of the ov = 1.0 * 1.0 * gene_modifier + exogenous
cellularization,,,,cellularization = 1.0 * 1.0 * gene_modifier + exogenous
NSE4A,,,,NSE4A = 1.0 * 1.0 * gene_modifier + exogenous
E12A11,,,,E12A11 = 1.0 * 1.0 * gene_modifier + exogenous
mitochondrial riboso,,,,mitochondrial riboso = 1.0 * 1.0 * gene_modifier + exogenous
defects in endosperm,,,,defects in endosperm = 1.0 * 1.0 * gene_modifier + exogenous
EMS,,,,EMS = 1.0 * 1.0 * gene_modifier + exogenous
TCDD,,,,TCDD = 1.0 * 1.0 * gene_modifier + exogenous
NADP,,,,NADP = 1.0 * 1.0 * gene_modifier + exogenous
altered flavonoid me,,,,altered flavonoid me = 1.0 * 1.0 * gene_modifier + exogenous
PCWRI1,,,,PCWRI1 = 1.0 * 1.0 * gene_modifier + exogenous
ATTTG1,,,,ATTTG1 = 1.0 * 1.0 * gene_modifier + exogenous
P5CS2,,,,P5CS2 = 1.0 * 1.0 * gene_modifier + exogenous
Fatty acid synthesis,,,,Fatty acid synthesis = 1.0 * 1.0 * gene_modifier + exogenous
11_11B,,,,11_11B = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB56,,,,ATMYB56 = 1.0 * 1.0 * gene_modifier + exogenous
PML3,,,,PML3 = 1.0 * 1.0 * gene_modifier + exogenous
MPC,,,,MPC = 1.0 * 1.0 * gene_modifier + exogenous
ATCBL2,,,,ATCBL2 = 1.0 * 1.0 * gene_modifier + exogenous
ATRAD18,,,,ATRAD18 = 1.0 * 1.0 * gene_modifier + exogenous
H2B,,,,H2B = 1.0 * 1.0 * gene_modifier + exogenous
ASH2R,,,,ASH2R = 1.0 * 1.0 * gene_modifier + exogenous
LOCUS,,,,LOCUS = 1.0 * 1.0 * gene_modifier + exogenous
ASK13,,,,ASK13 = 1.0 * 1.0 * gene_modifier + exogenous
EMB1379,,,,EMB1379 = 1.0 * 1.0 * gene_modifier + exogenous
ATCSP4,,,,ATCSP4 = 1.0 * 1.0 * gene_modifier + exogenous
ATNADP-ME1,,,,ATNADP-ME1 = 1.0 * 1.0 * gene_modifier + exogenous
COSWEET10,,,,COSWEET10 = 1.0 * 1.0 * gene_modifier + exogenous
FUSCA,,,,FUSCA = 1.0 * 1.0 * gene_modifier + exogenous
MDKIN2,,,,MDKIN2 = 1.0 * 1.0 * gene_modifier + exogenous
BPCS,,,,BPCS = 1.0 * 1.0 * gene_modifier + exogenous
PoWRI1 gene(s),,,,PoWRI1 gene(s) = 1.0 * 1.0 * gene_modifier + exogenous
Fragmentation of out,,,,Fragmentation of out = 1.0 * 1.0 * gene_modifier + exogenous
CESA6,,,,CESA6 = 1.0 * 1.0 * gene_modifier + exogenous
ER,,,,ER = 1.0 * 1.0 * gene_modifier + exogenous
BL,,,,BL = 1.0 * 1.0 * gene_modifier + exogenous
GME,,,,GME = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Ps,,,,overexpression of Ps = 1.0 * 1.0 * gene_modifier + exogenous
SUS,,,,SUS = 1.0 * 1.0 * gene_modifier + exogenous
EMF,,,,EMF = 1.0 * 1.0 * gene_modifier + exogenous
ATMMS21,,,,ATMMS21 = 1.0 * 1.0 * gene_modifier + exogenous
fertilization proces,,,,fertilization proces = 1.0 * 1.0 * gene_modifier + exogenous
EL20Y,,,,EL20Y = 1.0 * 1.0 * gene_modifier + exogenous
ATCHS,,,,ATCHS = 1.0 * 1.0 * gene_modifier + exogenous
ATGRP2,,,,ATGRP2 = 1.0 * 1.0 * gene_modifier + exogenous
PGA6,,,,PGA6 = 1.0 * 1.0 * gene_modifier + exogenous
paternal regulation,,,,paternal regulation = 1.0 * 1.0 * gene_modifier + exogenous
GCN1,,,,GCN1 = 1.0 * 1.0 * gene_modifier + exogenous
fis class,,,,fis class = 1.0 * 1.0 * gene_modifier + exogenous
plant(s) homozygous ,,,,plant(s) homozygous  = 1.0 * 1.0 * gene_modifier + exogenous
PEGS,,,,PEGS = 1.0 * 1.0 * gene_modifier + exogenous
reciprocal inter-plo,,,,reciprocal inter-plo = 1.0 * 1.0 * gene_modifier + exogenous
ATPRP4,,,,ATPRP4 = 1.0 * 1.0 * gene_modifier + exogenous
RBL,,,,RBL = 1.0 * 1.0 * gene_modifier + exogenous
NSE3,,,,NSE3 = 1.0 * 1.0 * gene_modifier + exogenous
BFN1,,,,BFN1 = 1.0 * 1.0 * gene_modifier + exogenous
ATEIN2,,,,ATEIN2 = 1.0 * 1.0 * gene_modifier + exogenous
