node,node_type,activators,inhibitors,formula
LEA_1 subfamily,,,,LEA_1 subfamily = gene_modifier + exogenous_supply
P4-SIRNAS,,,,P4-SIRNAS = gene_modifier + exogenous_supply
Endosperm growth,,,,Endosperm growth = gene_modifier + exogenous_supply
MNT,,,,MNT = gene_modifier + exogenous_supply
extra cell division ,,,,extra cell division  = gene_modifier + exogenous_supply
TASERK4,,,,TASERK4 = gene_modifier + exogenous_supply
maternal donors,,,,maternal donors = gene_modifier + exogenous_supply
S2LB,,,,S2LB = gene_modifier + exogenous_supply
GLN1,,,,GLN1 = gene_modifier + exogenous_supply
TAP46,,,,TAP46 = gene_modifier + exogenous_supply
mitotic synchrony,,,,mitotic synchrony = gene_modifier + exogenous_supply
overexpressed ginsen,,,,overexpressed ginsen = gene_modifier + exogenous_supply
F1,,,,F1 = gene_modifier + exogenous_supply
LPAT2,,,,LPAT2 = gene_modifier + exogenous_supply
QTL,,,,QTL = gene_modifier + exogenous_supply
salt stress,,,,salt stress = gene_modifier + exogenous_supply
SUB,,,,SUB = gene_modifier + exogenous_supply
Hypomethylation in t,,,,Hypomethylation in t = gene_modifier + exogenous_supply
4 x Ler,,,,4 x Ler = gene_modifier + exogenous_supply
TESTA2,,,,TESTA2 = gene_modifier + exogenous_supply
ALLELE,,,,ALLELE = gene_modifier + exogenous_supply
timing of endosperm ,,,,timing of endosperm  = gene_modifier + exogenous_supply
ARF3,,,,ARF3 = gene_modifier + exogenous_supply
DET2,,,,DET2 = gene_modifier + exogenous_supply
USB1,,,,USB1 = gene_modifier + exogenous_supply
ETFQO,,,,ETFQO = gene_modifier + exogenous_supply
FUS3,,,,FUS3 = gene_modifier + exogenous_supply
TASPL16,,,,TASPL16 = gene_modifier + exogenous_supply
PGI1-2,,,,PGI1-2 = gene_modifier + exogenous_supply
Over-expression of A,,,,Over-expression of A = gene_modifier + exogenous_supply
UGT76C2,,,,UGT76C2 = gene_modifier + exogenous_supply
Overexpression of an,,,,Overexpression of an = gene_modifier + exogenous_supply
DEFOLIATION,,,,DEFOLIATION = gene_modifier + exogenous_supply
GMDREBL,,,,GMDREBL = gene_modifier + exogenous_supply
UMAMIT24,,,,UMAMIT24 = gene_modifier + exogenous_supply
YB12,,,,YB12 = gene_modifier + exogenous_supply
premature endosperm ,,,,premature endosperm  = gene_modifier + exogenous_supply
epigenetic factors,,,,epigenetic factors = gene_modifier + exogenous_supply
Heterologous express,,,,Heterologous express = gene_modifier + exogenous_supply
PLOIDY,,,,PLOIDY = gene_modifier + exogenous_supply
ATGPAT9,,,,ATGPAT9 = gene_modifier + exogenous_supply
AHA2,,,,AHA2 = gene_modifier + exogenous_supply
Circadian gene(s) ex,,,,Circadian gene(s) ex = gene_modifier + exogenous_supply
Natural variation,,,,Natural variation = gene_modifier + exogenous_supply
Reduction of auxin b,,,,Reduction of auxin b = gene_modifier + exogenous_supply
sense ZmRLK7 overexp,,,,sense ZmRLK7 overexp = gene_modifier + exogenous_supply
length and width,,,,length and width = gene_modifier + exogenous_supply
OTU1,,,,OTU1 = gene_modifier + exogenous_supply
Partial ovule aborti,,,,Partial ovule aborti = gene_modifier + exogenous_supply
LuLEA1 gene(s),,,,LuLEA1 gene(s) = gene_modifier + exogenous_supply
ATBAK1,,,,ATBAK1 = gene_modifier + exogenous_supply
iku mutations,,,,iku mutations = gene_modifier + exogenous_supply
2 x Col x 4 x Col,,,,2 x Col x 4 x Col = gene_modifier + exogenous_supply
maternal contributio,,,,maternal contributio = gene_modifier + exogenous_supply
DA1R358K,,,,DA1R358K = gene_modifier + exogenous_supply
IAM,,,,IAM = gene_modifier + exogenous_supply
growth of maternal o,,,,growth of maternal o = gene_modifier + exogenous_supply
environmental factor,,,,environmental factor = gene_modifier + exogenous_supply
ATGSR2,,,,ATGSR2 = gene_modifier + exogenous_supply
Overexpression of Br,,,,Overexpression of Br = gene_modifier + exogenous_supply
transgenic PfDGAT3-1,,,,transgenic PfDGAT3-1 = gene_modifier + exogenous_supply
TRITERPENE,,,,TRITERPENE = gene_modifier + exogenous_supply
3-aminotriazole,,,,3-aminotriazole = gene_modifier + exogenous_supply
genetic correlations,,,,genetic correlations = gene_modifier + exogenous_supply
gfp gene(s),,,,gfp gene(s) = gene_modifier + exogenous_supply
ATLEA3,,,,ATLEA3 = gene_modifier + exogenous_supply
BPE,,,,BPE = gene_modifier + exogenous_supply
JAZ,,,,JAZ = gene_modifier + exogenous_supply
large flower mutants,,,,large flower mutants = gene_modifier + exogenous_supply
ATVPS29,,,,ATVPS29 = gene_modifier + exogenous_supply
E2,,,,E2 = gene_modifier + exogenous_supply
ATMYB123,,,,ATMYB123 = gene_modifier + exogenous_supply
Sizes of cells and c,,,,Sizes of cells and c = gene_modifier + exogenous_supply
KS,,,,KS = gene_modifier + exogenous_supply
partial silencing of,,,,partial silencing of = gene_modifier + exogenous_supply
JCFATB,,,,JCFATB = gene_modifier + exogenous_supply
GMPLDΓ-OE,,,,GMPLDΓ-OE = gene_modifier + exogenous_supply
FAH12,,,,FAH12 = gene_modifier + exogenous_supply
Overexpression of Bn,,,,Overexpression of Bn = gene_modifier + exogenous_supply
Quadruple mutants,,,,Quadruple mutants = gene_modifier + exogenous_supply
heterologous express,,,,heterologous express = gene_modifier + exogenous_supply
HDG3,,,,HDG3 = gene_modifier + exogenous_supply
CMV,,,,CMV = gene_modifier + exogenous_supply
overexpression of Zm,,,,overexpression of Zm = gene_modifier + exogenous_supply
PCF10SRDX,,,,PCF10SRDX = gene_modifier + exogenous_supply
cell number,,,,cell number = gene_modifier + exogenous_supply
DGAT,,,,DGAT = gene_modifier + exogenous_supply
Overexpression of se,,,,Overexpression of se = gene_modifier + exogenous_supply
BRMYC2OE,,,,BRMYC2OE = gene_modifier + exogenous_supply
AHLPAAT2,,,,AHLPAAT2 = gene_modifier + exogenous_supply
AT3G01472.1,,,,AT3G01472.1 = gene_modifier + exogenous_supply
CU5,,,,CU5 = gene_modifier + exogenous_supply
Overexpression of Ah,,,,Overexpression of Ah = gene_modifier + exogenous_supply
Transgenic seeds,,,,Transgenic seeds = gene_modifier + exogenous_supply
RCA,,,,RCA = gene_modifier + exogenous_supply
ABX45,,,,ABX45 = gene_modifier + exogenous_supply
overexpression of Ta,,,,overexpression of Ta = gene_modifier + exogenous_supply
Coordinated growth o,,,,Coordinated growth o = gene_modifier + exogenous_supply
over-expression of C,,,,over-expression of C = gene_modifier + exogenous_supply
Copper sulfate,,,,Copper sulfate = gene_modifier + exogenous_supply
EgWRI1-1,,,,EgWRI1-1 = gene_modifier + exogenous_supply
DAGT1,,,,DAGT1 = gene_modifier + exogenous_supply
NPC6,,,,NPC6 = gene_modifier + exogenous_supply
OX40,,,,OX40 = gene_modifier + exogenous_supply
HpDGAT1-overexpressi,,,,HpDGAT1-overexpressi = gene_modifier + exogenous_supply
OX26,,,,OX26 = gene_modifier + exogenous_supply
JCFATA,,,,JCFATA = gene_modifier + exogenous_supply
ATGLK1,,,,ATGLK1 = gene_modifier + exogenous_supply
Seed oil content,,,,Seed oil content = gene_modifier + exogenous_supply
Linnemannia elongata,,,,Linnemannia elongata = gene_modifier + exogenous_supply
Col-0 plant(s),,,,Col-0 plant(s) = gene_modifier + exogenous_supply
GmDof4 transgenic pl,,,,GmDof4 transgenic pl = gene_modifier + exogenous_supply
Delaying flowering,,,,Delaying flowering = gene_modifier + exogenous_supply
plant(s) photosynthe,,,,plant(s) photosynthe = gene_modifier + exogenous_supply
macro-element defici,,,,macro-element defici = gene_modifier + exogenous_supply
CU20,,,,CU20 = gene_modifier + exogenous_supply
Alteration of lipid ,,,,Alteration of lipid  = gene_modifier + exogenous_supply
transgenic PfDGAT2-2,,,,transgenic PfDGAT2-2 = gene_modifier + exogenous_supply
Hybridization,,,,Hybridization = gene_modifier + exogenous_supply
AHL29,,,,AHL29 = gene_modifier + exogenous_supply
triple mutants,,,,triple mutants = gene_modifier + exogenous_supply
SPECIES,,,,SPECIES = gene_modifier + exogenous_supply
gln1;1-gln1;2-gln1;3,,,,gln1;1-gln1;2-gln1;3 = gene_modifier + exogenous_supply
HR02,,,,HR02 = gene_modifier + exogenous_supply
EhDH domains,,,,EhDH domains = gene_modifier + exogenous_supply
Severe water limitat,,,,Severe water limitat = gene_modifier + exogenous_supply
Co-silencing RNAi of,,,,Co-silencing RNAi of = gene_modifier + exogenous_supply
Ectopic expression o,,,,Ectopic expression o = gene_modifier + exogenous_supply
CU60,,,,CU60 = gene_modifier + exogenous_supply
PRWRI1,,,,PRWRI1 = gene_modifier + exogenous_supply
E1,,,,E1 = gene_modifier + exogenous_supply
GmDof11 transgenic p,,,,GmDof11 transgenic p = gene_modifier + exogenous_supply
ATDGAT1,,,,ATDGAT1 = gene_modifier + exogenous_supply
GENOTYPES,,,,GENOTYPES = gene_modifier + exogenous_supply
Remaining genotypes,,,,Remaining genotypes = gene_modifier + exogenous_supply
Severe water depriva,,,,Severe water depriva = gene_modifier + exogenous_supply
AIF2,,,,AIF2 = gene_modifier + exogenous_supply
Reduced storage capa,,,,Reduced storage capa = gene_modifier + exogenous_supply
PrLPAAT4-overexpress,,,,PrLPAAT4-overexpress = gene_modifier + exogenous_supply
overexpressed AhGPAT,,,,overexpressed AhGPAT = gene_modifier + exogenous_supply
BNGRF2A,,,,BNGRF2A = gene_modifier + exogenous_supply
PRS,,,,PRS = gene_modifier + exogenous_supply
NRPC3,,,,NRPC3 = gene_modifier + exogenous_supply
ATBPC1,,,,ATBPC1 = gene_modifier + exogenous_supply
ATWDR5A,,,,ATWDR5A = gene_modifier + exogenous_supply
ATHD2A,,,,ATHD2A = gene_modifier + exogenous_supply
ATTT8,,,,ATTT8 = gene_modifier + exogenous_supply
plasma-seed treatmen,,,,plasma-seed treatmen = gene_modifier + exogenous_supply
AIL5,,,,AIL5 = gene_modifier + exogenous_supply
ATLEC2,,,,ATLEC2 = gene_modifier + exogenous_supply
changed seed oil com,,,,changed seed oil com = gene_modifier + exogenous_supply
FIS,,,,FIS = gene_modifier + exogenous_supply
FIS-PRC2,,,,FIS-PRC2 = gene_modifier + exogenous_supply
ATMDN1,,,,ATMDN1 = gene_modifier + exogenous_supply
Reproductive growth ,,,,Reproductive growth  = gene_modifier + exogenous_supply
NaCl stress,,,,NaCl stress = gene_modifier + exogenous_supply
basipetal auxin flow,,,,basipetal auxin flow = gene_modifier + exogenous_supply
ATHMP53,,,,ATHMP53 = gene_modifier + exogenous_supply
FIS_PRC2,,,,FIS_PRC2 = gene_modifier + exogenous_supply
POLLINATION,,,,POLLINATION = gene_modifier + exogenous_supply
ATMYB118,,,,ATMYB118 = gene_modifier + exogenous_supply
DIOXINS,,,,DIOXINS = gene_modifier + exogenous_supply
ATC3H17,,,,ATC3H17 = gene_modifier + exogenous_supply
Growth Defects,,,,Growth Defects = gene_modifier + exogenous_supply
oxygen concentration,,,,oxygen concentration = gene_modifier + exogenous_supply
ATLEC1,,,,ATLEC1 = gene_modifier + exogenous_supply
GENOTYPE,,,,GENOTYPE = gene_modifier + exogenous_supply
NRPC2,,,,NRPC2 = gene_modifier + exogenous_supply
TPD1,,,,TPD1 = gene_modifier + exogenous_supply
CJBPC1,,,,CJBPC1 = gene_modifier + exogenous_supply
inter-ploidy cross d,,,,inter-ploidy cross d = gene_modifier + exogenous_supply
down regulation of p,,,,down regulation of p = gene_modifier + exogenous_supply
EDA3,,,,EDA3 = gene_modifier + exogenous_supply
triploid block,,,,triploid block = gene_modifier + exogenous_supply
GmZOU-2,,,,GmZOU-2 = gene_modifier + exogenous_supply
RGE1,,,,RGE1 = gene_modifier + exogenous_supply
LORELEI,,,,LORELEI = gene_modifier + exogenous_supply
low iron levels in c,,,,low iron levels in c = gene_modifier + exogenous_supply
ATTFIIB1,,,,ATTFIIB1 = gene_modifier + exogenous_supply
MIR159,,,,MIR159 = gene_modifier + exogenous_supply
RNAPIII,,,,RNAPIII = gene_modifier + exogenous_supply
PCLEC1,,,,PCLEC1 = gene_modifier + exogenous_supply
ATUPF1,,,,ATUPF1 = gene_modifier + exogenous_supply
NRPABC1,,,,NRPABC1 = gene_modifier + exogenous_supply
EMF1,,,,EMF1 = gene_modifier + exogenous_supply
ATDOG1,,,,ATDOG1 = gene_modifier + exogenous_supply
FLOWERING,,,,FLOWERING = gene_modifier + exogenous_supply
Vegetative developme,,,,Vegetative developme = gene_modifier + exogenous_supply
epigenetic variation,,,,epigenetic variation = gene_modifier + exogenous_supply
ABA,,,,ABA = gene_modifier + exogenous_supply
ABI5,,,,ABI5 = gene_modifier + exogenous_supply
higher fatty acid co,,,,higher fatty acid co = gene_modifier + exogenous_supply
Difference in satura,,,,Difference in satura = gene_modifier + exogenous_supply
carbon starvation in,,,,carbon starvation in = gene_modifier + exogenous_supply
NTRC,,,,NTRC = gene_modifier + exogenous_supply
Inactivating imprint,,,,Inactivating imprint = gene_modifier + exogenous_supply
ATCSP2,,,,ATCSP2 = gene_modifier + exogenous_supply
LECOP1,,,,LECOP1 = gene_modifier + exogenous_supply
ATHMP51,,,,ATHMP51 = gene_modifier + exogenous_supply
Fis mutants,,,,Fis mutants = gene_modifier + exogenous_supply
Autophagy in materna,,,,Autophagy in materna = gene_modifier + exogenous_supply
analyzed peg mutants,,,,analyzed peg mutants = gene_modifier + exogenous_supply
changes in the ploid,,,,changes in the ploid = gene_modifier + exogenous_supply
overexpression of Pf,,,,overexpression of Pf = gene_modifier + exogenous_supply
PheMYB4-1,,,,PheMYB4-1 = gene_modifier + exogenous_supply
BBM,,,,BBM = gene_modifier + exogenous_supply
ATSCO1,,,,ATSCO1 = gene_modifier + exogenous_supply
ATPPR2,,,,ATPPR2 = gene_modifier + exogenous_supply
genomic imprinting,,,,genomic imprinting = gene_modifier + exogenous_supply
Misbalanced expressi,,,,Misbalanced expressi = gene_modifier + exogenous_supply
soluble sugars,,,,soluble sugars = gene_modifier + exogenous_supply
ATNPF8.3,,,,ATNPF8.3 = gene_modifier + exogenous_supply
SMC6A,,,,SMC6A = gene_modifier + exogenous_supply
parental cross direc,,,,parental cross direc = gene_modifier + exogenous_supply
ATCBL3,,,,ATCBL3 = gene_modifier + exogenous_supply
fertilization with d,,,,fertilization with d = gene_modifier + exogenous_supply
ABI3,,,,ABI3 = gene_modifier + exogenous_supply
ATSMC5,,,,ATSMC5 = gene_modifier + exogenous_supply
ABI4,,,,ABI4 = gene_modifier + exogenous_supply
ATMYB25,,,,ATMYB25 = gene_modifier + exogenous_supply
PGCRC,,,,PGCRC = gene_modifier + exogenous_supply
parental genome imba,,,,parental genome imba = gene_modifier + exogenous_supply
VORICONAZOLE,,,,VORICONAZOLE = gene_modifier + exogenous_supply
NRPABC2,,,,NRPABC2 = gene_modifier + exogenous_supply
Decreased vesicular ,,,,Decreased vesicular  = gene_modifier + exogenous_supply
FOC,,,,FOC = gene_modifier + exogenous_supply
NRPC8,,,,NRPC8 = gene_modifier + exogenous_supply
REM11,,,,REM11 = gene_modifier + exogenous_supply
paternal genome,,,,paternal genome = gene_modifier + exogenous_supply
ATSR45,,,,ATSR45 = gene_modifier + exogenous_supply
MEDEA,,,,MEDEA = gene_modifier + exogenous_supply
disruptions in valin,,,,disruptions in valin = gene_modifier + exogenous_supply
Maternal tissues,,,,Maternal tissues = gene_modifier + exogenous_supply
multiple processes/f,,,,multiple processes/f = gene_modifier + exogenous_supply
ATNDT1,,,,ATNDT1 = gene_modifier + exogenous_supply
short-term heat expo,,,,short-term heat expo = gene_modifier + exogenous_supply
BnGA2ox6 overexpress,,,,BnGA2ox6 overexpress = gene_modifier + exogenous_supply
integument of the ov,,,,integument of the ov = gene_modifier + exogenous_supply
cellularization,,,,cellularization = gene_modifier + exogenous_supply
NSE4A,,,,NSE4A = gene_modifier + exogenous_supply
E12A11,,,,E12A11 = gene_modifier + exogenous_supply
mitochondrial riboso,,,,mitochondrial riboso = gene_modifier + exogenous_supply
defects in endosperm,,,,defects in endosperm = gene_modifier + exogenous_supply
EMS,,,,EMS = gene_modifier + exogenous_supply
TCDD,,,,TCDD = gene_modifier + exogenous_supply
NADP,,,,NADP = gene_modifier + exogenous_supply
altered flavonoid me,,,,altered flavonoid me = gene_modifier + exogenous_supply
PCWRI1,,,,PCWRI1 = gene_modifier + exogenous_supply
ATTTG1,,,,ATTTG1 = gene_modifier + exogenous_supply
P5CS2,,,,P5CS2 = gene_modifier + exogenous_supply
Fatty acid synthesis,,,,Fatty acid synthesis = gene_modifier + exogenous_supply
11_11B,,,,11_11B = gene_modifier + exogenous_supply
ATMYB56,,,,ATMYB56 = gene_modifier + exogenous_supply
PML3,,,,PML3 = gene_modifier + exogenous_supply
MPC,,,,MPC = gene_modifier + exogenous_supply
ATCBL2,,,,ATCBL2 = gene_modifier + exogenous_supply
ATRAD18,,,,ATRAD18 = gene_modifier + exogenous_supply
H2B,,,,H2B = gene_modifier + exogenous_supply
ASH2R,,,,ASH2R = gene_modifier + exogenous_supply
LOCUS,,,,LOCUS = gene_modifier + exogenous_supply
ASK13,,,,ASK13 = gene_modifier + exogenous_supply
EMB1379,,,,EMB1379 = gene_modifier + exogenous_supply
ATCSP4,,,,ATCSP4 = gene_modifier + exogenous_supply
ATNADP-ME1,,,,ATNADP-ME1 = gene_modifier + exogenous_supply
COSWEET10,,,,COSWEET10 = gene_modifier + exogenous_supply
FUSCA,,,,FUSCA = gene_modifier + exogenous_supply
MDKIN2,,,,MDKIN2 = gene_modifier + exogenous_supply
BPCS,,,,BPCS = gene_modifier + exogenous_supply
PoWRI1 gene(s),,,,PoWRI1 gene(s) = gene_modifier + exogenous_supply
Fragmentation of out,,,,Fragmentation of out = gene_modifier + exogenous_supply
CESA6,,,,CESA6 = gene_modifier + exogenous_supply
ER,,,,ER = gene_modifier + exogenous_supply
BL,,,,BL = gene_modifier + exogenous_supply
GME,,,,GME = gene_modifier + exogenous_supply
overexpression of Ps,,,,overexpression of Ps = gene_modifier + exogenous_supply
SUS,,,,SUS = gene_modifier + exogenous_supply
EMF,,,,EMF = gene_modifier + exogenous_supply
ATMMS21,,,,ATMMS21 = gene_modifier + exogenous_supply
fertilization proces,,,,fertilization proces = gene_modifier + exogenous_supply
EL20Y,,,,EL20Y = gene_modifier + exogenous_supply
ATCHS,,,,ATCHS = gene_modifier + exogenous_supply
ATGRP2,,,,ATGRP2 = gene_modifier + exogenous_supply
PGA6,,,,PGA6 = gene_modifier + exogenous_supply
paternal regulation,,,,paternal regulation = gene_modifier + exogenous_supply
GCN1,,,,GCN1 = gene_modifier + exogenous_supply
fis class,,,,fis class = gene_modifier + exogenous_supply
plant(s) homozygous ,,,,plant(s) homozygous  = gene_modifier + exogenous_supply
PEGS,,,,PEGS = gene_modifier + exogenous_supply
reciprocal inter-plo,,,,reciprocal inter-plo = gene_modifier + exogenous_supply
ATPRP4,,,,ATPRP4 = gene_modifier + exogenous_supply
RBL,,,,RBL = gene_modifier + exogenous_supply
NSE3,,,,NSE3 = gene_modifier + exogenous_supply
BFN1,,,,BFN1 = gene_modifier + exogenous_supply
ATEIN2,,,,ATEIN2 = gene_modifier + exogenous_supply
