node,type,is_source,n_activators,activators,n_inhibitors,inhibitors,formula
Napin-BnGRF2a transg,GENE,True,0,,0,,Napin-BnGRF2a transg = gene_modifier + exogenous_supply
GHNAC2,GENE,True,0,,0,,GHNAC2 = gene_modifier + exogenous_supply
Overexpression of Xs,GENE,True,0,,0,,Overexpression of Xs = gene_modifier + exogenous_supply
ATRAV1,GENE,True,0,,0,,ATRAV1 = gene_modifier + exogenous_supply
sibling lethality,GENE,True,0,,0,,sibling lethality = gene_modifier + exogenous_supply
Maternal temperature,GENE,True,0,,0,,Maternal temperature = gene_modifier + exogenous_supply
growth of endosperm,GENE,True,0,,0,,growth of endosperm = gene_modifier + exogenous_supply
CYP78A9,GENE,True,0,,0,,CYP78A9 = gene_modifier + exogenous_supply
GA,HORMONE,True,0,,0,,GA = gene_modifier + exogenous_supply
OTP90,GENE,True,0,,0,,OTP90 = gene_modifier + exogenous_supply
Increased expression,GENE,True,0,,0,,Increased expression = gene_modifier + exogenous_supply
AA,GENE,True,0,,0,,AA = gene_modifier + exogenous_supply
PPD1,GENE,True,0,,0,,PPD1 = gene_modifier + exogenous_supply
DNA,GENE,True,0,,0,,DNA = gene_modifier + exogenous_supply
Overexpression of ol,GENE,True,0,,0,,Overexpression of ol = gene_modifier + exogenous_supply
Organellar genomes,GENE,True,0,,0,,Organellar genomes = gene_modifier + exogenous_supply
IAA,GENE,True,0,,0,,IAA = gene_modifier + exogenous_supply
TaNAK1.1,GENE,True,0,,0,,TaNAK1.1 = gene_modifier + exogenous_supply
Auxin export defect,GENE,True,0,,0,,Auxin export defect = gene_modifier + exogenous_supply
GIG1,GENE,True,0,,0,,GIG1 = gene_modifier + exogenous_supply
DECREASE,GENE,True,0,,0,,DECREASE = gene_modifier + exogenous_supply
C24,GENE,True,0,,0,,C24 = gene_modifier + exogenous_supply
MAX2,GENE,True,0,,0,,MAX2 = gene_modifier + exogenous_supply
Genome hybridization,GENE,True,0,,0,,Genome hybridization = gene_modifier + exogenous_supply
increase in ovule si,GENE,True,0,,0,,increase in ovule si = gene_modifier + exogenous_supply
severe nitrogen limi,GENE,True,0,,0,,severe nitrogen limi = gene_modifier + exogenous_supply
Overexpression of At,GENE,True,0,,0,,Overexpression of At = gene_modifier + exogenous_supply
Overexpression of Eg,GENE,True,0,,0,,Overexpression of Eg = gene_modifier + exogenous_supply
Endosperm cellulariz,GENE,True,0,,0,,Endosperm cellulariz = gene_modifier + exogenous_supply
TASERK2,GENE,True,0,,0,,TASERK2 = gene_modifier + exogenous_supply
MINISEED3,GENE,True,0,,0,,MINISEED3 = gene_modifier + exogenous_supply
TaSDIR1-4A-overexpre,GENE,True,0,,0,,TaSDIR1-4A-overexpre = gene_modifier + exogenous_supply
HYBRIDITY,GENE,True,0,,0,,HYBRIDITY = gene_modifier + exogenous_supply
LEA_1 subfamily,GENE,True,0,,0,,LEA_1 subfamily = gene_modifier + exogenous_supply
P4-SIRNAS,GENE,True,0,,0,,P4-SIRNAS = gene_modifier + exogenous_supply
Endosperm growth,GENE,True,0,,0,,Endosperm growth = gene_modifier + exogenous_supply
MNT,GENE,True,0,,0,,MNT = gene_modifier + exogenous_supply
extra cell division ,GENE,True,0,,0,,extra cell division  = gene_modifier + exogenous_supply
TASERK4,GENE,True,0,,0,,TASERK4 = gene_modifier + exogenous_supply
maternal donors,GENE,True,0,,0,,maternal donors = gene_modifier + exogenous_supply
S2LB,GENE,True,0,,0,,S2LB = gene_modifier + exogenous_supply
GLN1,GENE,True,0,,0,,GLN1 = gene_modifier + exogenous_supply
TAP46,GENE,True,0,,0,,TAP46 = gene_modifier + exogenous_supply
mitotic synchrony,GENE,True,0,,0,,mitotic synchrony = gene_modifier + exogenous_supply
overexpressed ginsen,GENE,True,0,,0,,overexpressed ginsen = gene_modifier + exogenous_supply
F1,GENE,True,0,,0,,F1 = gene_modifier + exogenous_supply
LPAT2,GENE,True,0,,0,,LPAT2 = gene_modifier + exogenous_supply
QTL,GENE,True,0,,0,,QTL = gene_modifier + exogenous_supply
salt stress,GENE,True,0,,0,,salt stress = gene_modifier + exogenous_supply
SUB,GENE,True,0,,0,,SUB = gene_modifier + exogenous_supply
Hypomethylation in t,GENE,True,0,,0,,Hypomethylation in t = gene_modifier + exogenous_supply
4 x Ler,GENE,True,0,,0,,4 x Ler = gene_modifier + exogenous_supply
TESTA2,GENE,True,0,,0,,TESTA2 = gene_modifier + exogenous_supply
ALLELE,GENE,True,0,,0,,ALLELE = gene_modifier + exogenous_supply
timing of endosperm ,GENE,True,0,,0,,timing of endosperm  = gene_modifier + exogenous_supply
ARF3,GENE,True,0,,0,,ARF3 = gene_modifier + exogenous_supply
DET2,GENE,True,0,,0,,DET2 = gene_modifier + exogenous_supply
USB1,GENE,True,0,,0,,USB1 = gene_modifier + exogenous_supply
ETFQO,GENE,True,0,,0,,ETFQO = gene_modifier + exogenous_supply
FUS3,GENE,True,0,,0,,FUS3 = gene_modifier + exogenous_supply
TASPL16,GENE,True,0,,0,,TASPL16 = gene_modifier + exogenous_supply
PGI1-2,GENE,True,0,,0,,PGI1-2 = gene_modifier + exogenous_supply
Over-expression of A,GENE,True,0,,0,,Over-expression of A = gene_modifier + exogenous_supply
UGT76C2,GENE,True,0,,0,,UGT76C2 = gene_modifier + exogenous_supply
Overexpression of an,GENE,True,0,,0,,Overexpression of an = gene_modifier + exogenous_supply
DEFOLIATION,GENE,True,0,,0,,DEFOLIATION = gene_modifier + exogenous_supply
GMDREBL,GENE,True,0,,0,,GMDREBL = gene_modifier + exogenous_supply
UMAMIT24,GENE,True,0,,0,,UMAMIT24 = gene_modifier + exogenous_supply
YB12,GENE,True,0,,0,,YB12 = gene_modifier + exogenous_supply
premature endosperm ,GENE,True,0,,0,,premature endosperm  = gene_modifier + exogenous_supply
epigenetic factors,GENE,True,0,,0,,epigenetic factors = gene_modifier + exogenous_supply
Heterologous express,GENE,True,0,,0,,Heterologous express = gene_modifier + exogenous_supply
PLOIDY,GENE,True,0,,0,,PLOIDY = gene_modifier + exogenous_supply
ATGPAT9,GENE,True,0,,0,,ATGPAT9 = gene_modifier + exogenous_supply
AHA2,GENE,True,0,,0,,AHA2 = gene_modifier + exogenous_supply
Circadian gene(s) ex,GENE,True,0,,0,,Circadian gene(s) ex = gene_modifier + exogenous_supply
Natural variation,GENE,True,0,,0,,Natural variation = gene_modifier + exogenous_supply
Reduction of auxin b,GENE,True,0,,0,,Reduction of auxin b = gene_modifier + exogenous_supply
sense ZmRLK7 overexp,GENE,True,0,,0,,sense ZmRLK7 overexp = gene_modifier + exogenous_supply
length and width,GENE,True,0,,0,,length and width = gene_modifier + exogenous_supply
OTU1,GENE,True,0,,0,,OTU1 = gene_modifier + exogenous_supply
Partial ovule aborti,GENE,True,0,,0,,Partial ovule aborti = gene_modifier + exogenous_supply
LuLEA1 gene(s),GENE,True,0,,0,,LuLEA1 gene(s) = gene_modifier + exogenous_supply
ATBAK1,GENE,True,0,,0,,ATBAK1 = gene_modifier + exogenous_supply
iku mutations,GENE,True,0,,0,,iku mutations = gene_modifier + exogenous_supply
2 x Col x 4 x Col,GENE,True,0,,0,,2 x Col x 4 x Col = gene_modifier + exogenous_supply
maternal contributio,GENE,True,0,,0,,maternal contributio = gene_modifier + exogenous_supply
DA1R358K,GENE,True,0,,0,,DA1R358K = gene_modifier + exogenous_supply
IAM,GENE,True,0,,0,,IAM = gene_modifier + exogenous_supply
growth of maternal o,GENE,True,0,,0,,growth of maternal o = gene_modifier + exogenous_supply
environmental factor,GENE,True,0,,0,,environmental factor = gene_modifier + exogenous_supply
ATGSR2,GENE,True,0,,0,,ATGSR2 = gene_modifier + exogenous_supply
Overexpression of Br,GENE,True,0,,0,,Overexpression of Br = gene_modifier + exogenous_supply
transgenic PfDGAT3-1,GENE,True,0,,0,,transgenic PfDGAT3-1 = gene_modifier + exogenous_supply
TRITERPENE,GENE,True,0,,0,,TRITERPENE = gene_modifier + exogenous_supply
3-aminotriazole,GENE,True,0,,0,,3-aminotriazole = gene_modifier + exogenous_supply
genetic correlations,GENE,True,0,,0,,genetic correlations = gene_modifier + exogenous_supply
gfp gene(s),GENE,True,0,,0,,gfp gene(s) = gene_modifier + exogenous_supply
ATLEA3,GENE,True,0,,0,,ATLEA3 = gene_modifier + exogenous_supply
BPE,GENE,True,0,,0,,BPE = gene_modifier + exogenous_supply
JAZ,GENE,True,0,,0,,JAZ = gene_modifier + exogenous_supply
large flower mutants,GENE,True,0,,0,,large flower mutants = gene_modifier + exogenous_supply
ATVPS29,GENE,True,0,,0,,ATVPS29 = gene_modifier + exogenous_supply
E2,GENE,True,0,,0,,E2 = gene_modifier + exogenous_supply
ATMYB123,GENE,True,0,,0,,ATMYB123 = gene_modifier + exogenous_supply
Sizes of cells and c,GENE,True,0,,0,,Sizes of cells and c = gene_modifier + exogenous_supply
KS,GENE,True,0,,0,,KS = gene_modifier + exogenous_supply
partial silencing of,GENE,True,0,,0,,partial silencing of = gene_modifier + exogenous_supply
JCFATB,GENE,True,0,,0,,JCFATB = gene_modifier + exogenous_supply
GMPLDΓ-OE,GENE,True,0,,0,,GMPLDΓ-OE = gene_modifier + exogenous_supply
FAH12,GENE,True,0,,0,,FAH12 = gene_modifier + exogenous_supply
Overexpression of Bn,GENE,True,0,,0,,Overexpression of Bn = gene_modifier + exogenous_supply
Quadruple mutants,GENE,True,0,,0,,Quadruple mutants = gene_modifier + exogenous_supply
heterologous express,GENE,True,0,,0,,heterologous express = gene_modifier + exogenous_supply
HDG3,GENE,True,0,,0,,HDG3 = gene_modifier + exogenous_supply
CMV,GENE,True,0,,0,,CMV = gene_modifier + exogenous_supply
overexpression of Zm,GENE,True,0,,0,,overexpression of Zm = gene_modifier + exogenous_supply
PCF10SRDX,GENE,True,0,,0,,PCF10SRDX = gene_modifier + exogenous_supply
cell number,GENE,True,0,,0,,cell number = gene_modifier + exogenous_supply
DGAT,GENE,True,0,,0,,DGAT = gene_modifier + exogenous_supply
Overexpression of se,GENE,True,0,,0,,Overexpression of se = gene_modifier + exogenous_supply
BRMYC2OE,GENE,True,0,,0,,BRMYC2OE = gene_modifier + exogenous_supply
AHLPAAT2,GENE,True,0,,0,,AHLPAAT2 = gene_modifier + exogenous_supply
AT3G01472.1,GENE,True,0,,0,,AT3G01472.1 = gene_modifier + exogenous_supply
CU5,GENE,True,0,,0,,CU5 = gene_modifier + exogenous_supply
Overexpression of Ah,GENE,True,0,,0,,Overexpression of Ah = gene_modifier + exogenous_supply
Transgenic seeds,GENE,True,0,,0,,Transgenic seeds = gene_modifier + exogenous_supply
RCA,GENE,True,0,,0,,RCA = gene_modifier + exogenous_supply
ABX45,GENE,True,0,,0,,ABX45 = gene_modifier + exogenous_supply
overexpression of Ta,GENE,True,0,,0,,overexpression of Ta = gene_modifier + exogenous_supply
Coordinated growth o,GENE,True,0,,0,,Coordinated growth o = gene_modifier + exogenous_supply
over-expression of C,GENE,True,0,,0,,over-expression of C = gene_modifier + exogenous_supply
Copper sulfate,GENE,True,0,,0,,Copper sulfate = gene_modifier + exogenous_supply
EgWRI1-1,GENE,True,0,,0,,EgWRI1-1 = gene_modifier + exogenous_supply
DAGT1,GENE,True,0,,0,,DAGT1 = gene_modifier + exogenous_supply
NPC6,GENE,True,0,,0,,NPC6 = gene_modifier + exogenous_supply
OX40,GENE,True,0,,0,,OX40 = gene_modifier + exogenous_supply
HpDGAT1-overexpressi,GENE,True,0,,0,,HpDGAT1-overexpressi = gene_modifier + exogenous_supply
OX26,GENE,True,0,,0,,OX26 = gene_modifier + exogenous_supply
JCFATA,GENE,True,0,,0,,JCFATA = gene_modifier + exogenous_supply
ATGLK1,GENE,True,0,,0,,ATGLK1 = gene_modifier + exogenous_supply
Seed oil content,GENE,True,0,,0,,Seed oil content = gene_modifier + exogenous_supply
Linnemannia elongata,GENE,True,0,,0,,Linnemannia elongata = gene_modifier + exogenous_supply
Col-0 plant(s),GENE,True,0,,0,,Col-0 plant(s) = gene_modifier + exogenous_supply
GmDof4 transgenic pl,GENE,True,0,,0,,GmDof4 transgenic pl = gene_modifier + exogenous_supply
Delaying flowering,GENE,True,0,,0,,Delaying flowering = gene_modifier + exogenous_supply
plant(s) photosynthe,GENE,True,0,,0,,plant(s) photosynthe = gene_modifier + exogenous_supply
macro-element defici,GENE,True,0,,0,,macro-element defici = gene_modifier + exogenous_supply
CU20,GENE,True,0,,0,,CU20 = gene_modifier + exogenous_supply
Alteration of lipid ,GENE,True,0,,0,,Alteration of lipid  = gene_modifier + exogenous_supply
transgenic PfDGAT2-2,GENE,True,0,,0,,transgenic PfDGAT2-2 = gene_modifier + exogenous_supply
Hybridization,GENE,True,0,,0,,Hybridization = gene_modifier + exogenous_supply
AHL29,GENE,True,0,,0,,AHL29 = gene_modifier + exogenous_supply
triple mutants,GENE,True,0,,0,,triple mutants = gene_modifier + exogenous_supply
SPECIES,GENE,True,0,,0,,SPECIES = gene_modifier + exogenous_supply
gln1;1-gln1;2-gln1;3,GENE,True,0,,0,,gln1;1-gln1;2-gln1;3 = gene_modifier + exogenous_supply
HR02,GENE,True,0,,0,,HR02 = gene_modifier + exogenous_supply
EhDH domains,GENE,True,0,,0,,EhDH domains = gene_modifier + exogenous_supply
Severe water limitat,GENE,True,0,,0,,Severe water limitat = gene_modifier + exogenous_supply
Co-silencing RNAi of,GENE,True,0,,0,,Co-silencing RNAi of = gene_modifier + exogenous_supply
Ectopic expression o,GENE,True,0,,0,,Ectopic expression o = gene_modifier + exogenous_supply
CU60,GENE,True,0,,0,,CU60 = gene_modifier + exogenous_supply
PRWRI1,GENE,True,0,,0,,PRWRI1 = gene_modifier + exogenous_supply
E1,GENE,True,0,,0,,E1 = gene_modifier + exogenous_supply
GmDof11 transgenic p,GENE,True,0,,0,,GmDof11 transgenic p = gene_modifier + exogenous_supply
ATDGAT1,GENE,True,0,,0,,ATDGAT1 = gene_modifier + exogenous_supply
GENOTYPES,GENE,True,0,,0,,GENOTYPES = gene_modifier + exogenous_supply
Remaining genotypes,GENE,True,0,,0,,Remaining genotypes = gene_modifier + exogenous_supply
Severe water depriva,GENE,True,0,,0,,Severe water depriva = gene_modifier + exogenous_supply
AIF2,GENE,True,0,,0,,AIF2 = gene_modifier + exogenous_supply
Reduced storage capa,GENE,True,0,,0,,Reduced storage capa = gene_modifier + exogenous_supply
PrLPAAT4-overexpress,GENE,True,0,,0,,PrLPAAT4-overexpress = gene_modifier + exogenous_supply
overexpressed AhGPAT,GENE,True,0,,0,,overexpressed AhGPAT = gene_modifier + exogenous_supply
BNGRF2A,GENE,True,0,,0,,BNGRF2A = gene_modifier + exogenous_supply
PRS,GENE,True,0,,0,,PRS = gene_modifier + exogenous_supply
NRPC3,GENE,True,0,,0,,NRPC3 = gene_modifier + exogenous_supply
ATBPC1,GENE,True,0,,0,,ATBPC1 = gene_modifier + exogenous_supply
ATWDR5A,GENE,True,0,,0,,ATWDR5A = gene_modifier + exogenous_supply
ATHD2A,GENE,True,0,,0,,ATHD2A = gene_modifier + exogenous_supply
ATTT8,GENE,True,0,,0,,ATTT8 = gene_modifier + exogenous_supply
plasma-seed treatmen,GENE,True,0,,0,,plasma-seed treatmen = gene_modifier + exogenous_supply
AIL5,GENE,True,0,,0,,AIL5 = gene_modifier + exogenous_supply
ATLEC2,GENE,True,0,,0,,ATLEC2 = gene_modifier + exogenous_supply
changed seed oil com,GENE,True,0,,0,,changed seed oil com = gene_modifier + exogenous_supply
FIS,GENE,True,0,,0,,FIS = gene_modifier + exogenous_supply
FIS-PRC2,GENE,True,0,,0,,FIS-PRC2 = gene_modifier + exogenous_supply
ATMDN1,GENE,True,0,,0,,ATMDN1 = gene_modifier + exogenous_supply
Reproductive growth ,GENE,True,0,,0,,Reproductive growth  = gene_modifier + exogenous_supply
NaCl stress,GENE,True,0,,0,,NaCl stress = gene_modifier + exogenous_supply
basipetal auxin flow,GENE,True,0,,0,,basipetal auxin flow = gene_modifier + exogenous_supply
ATHMP53,GENE,True,0,,0,,ATHMP53 = gene_modifier + exogenous_supply
FIS_PRC2,GENE,True,0,,0,,FIS_PRC2 = gene_modifier + exogenous_supply
POLLINATION,GENE,True,0,,0,,POLLINATION = gene_modifier + exogenous_supply
ATMYB118,GENE,True,0,,0,,ATMYB118 = gene_modifier + exogenous_supply
DIOXINS,GENE,True,0,,0,,DIOXINS = gene_modifier + exogenous_supply
ATC3H17,GENE,True,0,,0,,ATC3H17 = gene_modifier + exogenous_supply
Growth Defects,GENE,True,0,,0,,Growth Defects = gene_modifier + exogenous_supply
oxygen concentration,GENE,True,0,,0,,oxygen concentration = gene_modifier + exogenous_supply
ATLEC1,GENE,True,0,,0,,ATLEC1 = gene_modifier + exogenous_supply
GENOTYPE,GENE,True,0,,0,,GENOTYPE = gene_modifier + exogenous_supply
NRPC2,GENE,True,0,,0,,NRPC2 = gene_modifier + exogenous_supply
TPD1,GENE,True,0,,0,,TPD1 = gene_modifier + exogenous_supply
CJBPC1,GENE,True,0,,0,,CJBPC1 = gene_modifier + exogenous_supply
inter-ploidy cross d,GENE,True,0,,0,,inter-ploidy cross d = gene_modifier + exogenous_supply
down regulation of p,GENE,True,0,,0,,down regulation of p = gene_modifier + exogenous_supply
EDA3,GENE,True,0,,0,,EDA3 = gene_modifier + exogenous_supply
triploid block,GENE,True,0,,0,,triploid block = gene_modifier + exogenous_supply
GmZOU-2,GENE,True,0,,0,,GmZOU-2 = gene_modifier + exogenous_supply
RGE1,GENE,True,0,,0,,RGE1 = gene_modifier + exogenous_supply
LORELEI,GENE,True,0,,0,,LORELEI = gene_modifier + exogenous_supply
low iron levels in c,GENE,True,0,,0,,low iron levels in c = gene_modifier + exogenous_supply
ATTFIIB1,GENE,True,0,,0,,ATTFIIB1 = gene_modifier + exogenous_supply
MIR159,REGULATORY_RNA,True,0,,0,,MIR159 = gene_modifier + exogenous_supply
RNAPIII,GENE,True,0,,0,,RNAPIII = gene_modifier + exogenous_supply
PCLEC1,GENE,True,0,,0,,PCLEC1 = gene_modifier + exogenous_supply
ATUPF1,GENE,True,0,,0,,ATUPF1 = gene_modifier + exogenous_supply
NRPABC1,GENE,True,0,,0,,NRPABC1 = gene_modifier + exogenous_supply
EMF1,GENE,True,0,,0,,EMF1 = gene_modifier + exogenous_supply
ATDOG1,GENE,True,0,,0,,ATDOG1 = gene_modifier + exogenous_supply
FLOWERING,GENE,True,0,,0,,FLOWERING = gene_modifier + exogenous_supply
Vegetative developme,GENE,True,0,,0,,Vegetative developme = gene_modifier + exogenous_supply
epigenetic variation,GENE,True,0,,0,,epigenetic variation = gene_modifier + exogenous_supply
ABA,HORMONE,True,0,,0,,ABA = gene_modifier + exogenous_supply
ABI5,GENE,True,0,,0,,ABI5 = gene_modifier + exogenous_supply
higher fatty acid co,GENE,True,0,,0,,higher fatty acid co = gene_modifier + exogenous_supply
Difference in satura,GENE,True,0,,0,,Difference in satura = gene_modifier + exogenous_supply
carbon starvation in,GENE,True,0,,0,,carbon starvation in = gene_modifier + exogenous_supply
NTRC,GENE,True,0,,0,,NTRC = gene_modifier + exogenous_supply
Inactivating imprint,GENE,True,0,,0,,Inactivating imprint = gene_modifier + exogenous_supply
ATCSP2,GENE,True,0,,0,,ATCSP2 = gene_modifier + exogenous_supply
LECOP1,GENE,True,0,,0,,LECOP1 = gene_modifier + exogenous_supply
ATHMP51,GENE,True,0,,0,,ATHMP51 = gene_modifier + exogenous_supply
Fis mutants,GENE,True,0,,0,,Fis mutants = gene_modifier + exogenous_supply
Autophagy in materna,GENE,True,0,,0,,Autophagy in materna = gene_modifier + exogenous_supply
analyzed peg mutants,GENE,True,0,,0,,analyzed peg mutants = gene_modifier + exogenous_supply
changes in the ploid,GENE,True,0,,0,,changes in the ploid = gene_modifier + exogenous_supply
overexpression of Pf,GENE,True,0,,0,,overexpression of Pf = gene_modifier + exogenous_supply
PheMYB4-1,GENE,True,0,,0,,PheMYB4-1 = gene_modifier + exogenous_supply
BBM,GENE,True,0,,0,,BBM = gene_modifier + exogenous_supply
ATSCO1,GENE,True,0,,0,,ATSCO1 = gene_modifier + exogenous_supply
ATPPR2,GENE,True,0,,0,,ATPPR2 = gene_modifier + exogenous_supply
genomic imprinting,GENE,True,0,,0,,genomic imprinting = gene_modifier + exogenous_supply
Misbalanced expressi,GENE,True,0,,0,,Misbalanced expressi = gene_modifier + exogenous_supply
soluble sugars,GENE,True,0,,0,,soluble sugars = gene_modifier + exogenous_supply
ATNPF8.3,GENE,True,0,,0,,ATNPF8.3 = gene_modifier + exogenous_supply
SMC6A,GENE,True,0,,0,,SMC6A = gene_modifier + exogenous_supply
parental cross direc,GENE,True,0,,0,,parental cross direc = gene_modifier + exogenous_supply
ATCBL3,GENE,True,0,,0,,ATCBL3 = gene_modifier + exogenous_supply
fertilization with d,GENE,True,0,,0,,fertilization with d = gene_modifier + exogenous_supply
ABI3,GENE,True,0,,0,,ABI3 = gene_modifier + exogenous_supply
ATSMC5,GENE,True,0,,0,,ATSMC5 = gene_modifier + exogenous_supply
ABI4,GENE,True,0,,0,,ABI4 = gene_modifier + exogenous_supply
ATMYB25,GENE,True,0,,0,,ATMYB25 = gene_modifier + exogenous_supply
PGCRC,GENE,True,0,,0,,PGCRC = gene_modifier + exogenous_supply
parental genome imba,GENE,True,0,,0,,parental genome imba = gene_modifier + exogenous_supply
VORICONAZOLE,GENE,True,0,,0,,VORICONAZOLE = gene_modifier + exogenous_supply
NRPABC2,GENE,True,0,,0,,NRPABC2 = gene_modifier + exogenous_supply
Decreased vesicular ,GENE,True,0,,0,,Decreased vesicular  = gene_modifier + exogenous_supply
FOC,GENE,True,0,,0,,FOC = gene_modifier + exogenous_supply
NRPC8,GENE,True,0,,0,,NRPC8 = gene_modifier + exogenous_supply
REM11,GENE,True,0,,0,,REM11 = gene_modifier + exogenous_supply
paternal genome,GENE,True,0,,0,,paternal genome = gene_modifier + exogenous_supply
ATSR45,GENE,True,0,,0,,ATSR45 = gene_modifier + exogenous_supply
MEDEA,GENE,True,0,,0,,MEDEA = gene_modifier + exogenous_supply
disruptions in valin,GENE,True,0,,0,,disruptions in valin = gene_modifier + exogenous_supply
Maternal tissues,GENE,True,0,,0,,Maternal tissues = gene_modifier + exogenous_supply
multiple processes/f,GENE,True,0,,0,,multiple processes/f = gene_modifier + exogenous_supply
ATNDT1,GENE,True,0,,0,,ATNDT1 = gene_modifier + exogenous_supply
short-term heat expo,GENE,True,0,,0,,short-term heat expo = gene_modifier + exogenous_supply
BnGA2ox6 overexpress,GENE,True,0,,0,,BnGA2ox6 overexpress = gene_modifier + exogenous_supply
integument of the ov,GENE,True,0,,0,,integument of the ov = gene_modifier + exogenous_supply
cellularization,GENE,True,0,,0,,cellularization = gene_modifier + exogenous_supply
NSE4A,GENE,True,0,,0,,NSE4A = gene_modifier + exogenous_supply
E12A11,GENE,True,0,,0,,E12A11 = gene_modifier + exogenous_supply
mitochondrial riboso,GENE,True,0,,0,,mitochondrial riboso = gene_modifier + exogenous_supply
defects in endosperm,GENE,True,0,,0,,defects in endosperm = gene_modifier + exogenous_supply
EMS,GENE,True,0,,0,,EMS = gene_modifier + exogenous_supply
TCDD,GENE,True,0,,0,,TCDD = gene_modifier + exogenous_supply
NADP,GENE,True,0,,0,,NADP = gene_modifier + exogenous_supply
altered flavonoid me,GENE,True,0,,0,,altered flavonoid me = gene_modifier + exogenous_supply
PCWRI1,GENE,True,0,,0,,PCWRI1 = gene_modifier + exogenous_supply
ATTTG1,GENE,True,0,,0,,ATTTG1 = gene_modifier + exogenous_supply
P5CS2,GENE,True,0,,0,,P5CS2 = gene_modifier + exogenous_supply
Fatty acid synthesis,GENE,True,0,,0,,Fatty acid synthesis = gene_modifier + exogenous_supply
11_11B,GENE,True,0,,0,,11_11B = gene_modifier + exogenous_supply
ATMYB56,GENE,True,0,,0,,ATMYB56 = gene_modifier + exogenous_supply
PML3,GENE,True,0,,0,,PML3 = gene_modifier + exogenous_supply
MPC,GENE,True,0,,0,,MPC = gene_modifier + exogenous_supply
ATCBL2,GENE,True,0,,0,,ATCBL2 = gene_modifier + exogenous_supply
ATRAD18,GENE,True,0,,0,,ATRAD18 = gene_modifier + exogenous_supply
H2B,GENE,True,0,,0,,H2B = gene_modifier + exogenous_supply
ASH2R,GENE,True,0,,0,,ASH2R = gene_modifier + exogenous_supply
LOCUS,GENE,True,0,,0,,LOCUS = gene_modifier + exogenous_supply
ASK13,GENE,True,0,,0,,ASK13 = gene_modifier + exogenous_supply
EMB1379,GENE,True,0,,0,,EMB1379 = gene_modifier + exogenous_supply
ATCSP4,GENE,True,0,,0,,ATCSP4 = gene_modifier + exogenous_supply
ATNADP-ME1,GENE,True,0,,0,,ATNADP-ME1 = gene_modifier + exogenous_supply
COSWEET10,GENE,True,0,,0,,COSWEET10 = gene_modifier + exogenous_supply
FUSCA,GENE,True,0,,0,,FUSCA = gene_modifier + exogenous_supply
MDKIN2,GENE,True,0,,0,,MDKIN2 = gene_modifier + exogenous_supply
BPCS,GENE,True,0,,0,,BPCS = gene_modifier + exogenous_supply
PoWRI1 gene(s),GENE,True,0,,0,,PoWRI1 gene(s) = gene_modifier + exogenous_supply
Fragmentation of out,GENE,True,0,,0,,Fragmentation of out = gene_modifier + exogenous_supply
CESA6,GENE,True,0,,0,,CESA6 = gene_modifier + exogenous_supply
ER,GENE,True,0,,0,,ER = gene_modifier + exogenous_supply
BL,GENE,True,0,,0,,BL = gene_modifier + exogenous_supply
GME,GENE,True,0,,0,,GME = gene_modifier + exogenous_supply
overexpression of Ps,GENE,True,0,,0,,overexpression of Ps = gene_modifier + exogenous_supply
SUS,GENE,True,0,,0,,SUS = gene_modifier + exogenous_supply
EMF,GENE,True,0,,0,,EMF = gene_modifier + exogenous_supply
ATMMS21,GENE,True,0,,0,,ATMMS21 = gene_modifier + exogenous_supply
fertilization proces,GENE,True,0,,0,,fertilization proces = gene_modifier + exogenous_supply
EL20Y,GENE,True,0,,0,,EL20Y = gene_modifier + exogenous_supply
ATCHS,GENE,True,0,,0,,ATCHS = gene_modifier + exogenous_supply
ATGRP2,GENE,True,0,,0,,ATGRP2 = gene_modifier + exogenous_supply
PGA6,GENE,True,0,,0,,PGA6 = gene_modifier + exogenous_supply
paternal regulation,GENE,True,0,,0,,paternal regulation = gene_modifier + exogenous_supply
GCN1,GENE,True,0,,0,,GCN1 = gene_modifier + exogenous_supply
fis class,GENE,True,0,,0,,fis class = gene_modifier + exogenous_supply
plant(s) homozygous ,GENE,True,0,,0,,plant(s) homozygous  = gene_modifier + exogenous_supply
PEGS,GENE,True,0,,0,,PEGS = gene_modifier + exogenous_supply
reciprocal inter-plo,GENE,True,0,,0,,reciprocal inter-plo = gene_modifier + exogenous_supply
ATPRP4,GENE,True,0,,0,,ATPRP4 = gene_modifier + exogenous_supply
RBL,GENE,True,0,,0,,RBL = gene_modifier + exogenous_supply
NSE3,GENE,True,0,,0,,NSE3 = gene_modifier + exogenous_supply
BFN1,GENE,True,0,,0,,BFN1 = gene_modifier + exogenous_supply
ATEIN2,GENE,True,0,,0,,ATEIN2 = gene_modifier + exogenous_supply
