node,node_type,activators,inhibitors,formula
Multi-walled CNTs,,,,Multi-walled CNTs = gene_modifier + exogenous_supply
Brassinosteroid,,CPD,"GATA2,BZR1","Brassinosteroid = (max(CPD, 0.01))^(1/1) * min(1/max(GATA2 * BZR1, 0.1), 10.0) * gene_modifier + exogenous_supply"
RAM,,,,RAM = gene_modifier + exogenous_supply
PIF,,,,PIF = gene_modifier + exogenous_supply
no light offset,,,,no light offset = gene_modifier + exogenous_supply
LOVASTATIN,,,,LOVASTATIN = gene_modifier + exogenous_supply
GR24,,,,GR24 = gene_modifier + exogenous_supply
GATA,,,,GATA = gene_modifier + exogenous_supply
AFB2,,,,AFB2 = gene_modifier + exogenous_supply
THE1,,,,THE1 = gene_modifier + exogenous_supply
CSU4,,,,CSU4 = gene_modifier + exogenous_supply
dihydrokaempferol,,,,dihydrokaempferol = gene_modifier + exogenous_supply
AAT,,,,AAT = gene_modifier + exogenous_supply
SAUR19,,,,SAUR19 = gene_modifier + exogenous_supply
GhMADS14 transgenic ,,,,GhMADS14 transgenic  = gene_modifier + exogenous_supply
SHV3,,,,SHV3 = gene_modifier + exogenous_supply
Exogenous Kin,,,,Exogenous Kin = gene_modifier + exogenous_supply
FLA16,,,,FLA16 = gene_modifier + exogenous_supply
cell number,,,,cell number = gene_modifier + exogenous_supply
Sucrose supplementat,,,,Sucrose supplementat = gene_modifier + exogenous_supply
sucrose metabolites,,,,sucrose metabolites = gene_modifier + exogenous_supply
BHLH161,,,,BHLH161 = gene_modifier + exogenous_supply
MEL,,,,MEL = gene_modifier + exogenous_supply
compounds 1b and 2c,,,,compounds 1b and 2c = gene_modifier + exogenous_supply
photoperiod of 18 ho,,,,photoperiod of 18 ho = gene_modifier + exogenous_supply
irAtRALF1 plant(s),,,,irAtRALF1 plant(s) = gene_modifier + exogenous_supply
LLF,,,,LLF = gene_modifier + exogenous_supply
KAR2,,,,KAR2 = gene_modifier + exogenous_supply
ABS3,,,,ABS3 = gene_modifier + exogenous_supply
Overexpressing GmDET,,,,Overexpressing GmDET = gene_modifier + exogenous_supply
AtBS14b homologous g,,,,AtBS14b homologous g = gene_modifier + exogenous_supply
DHECD,,,,DHECD = gene_modifier + exogenous_supply
duration of twilight,,,,duration of twilight = gene_modifier + exogenous_supply
one day/night cycle,,,,one day/night cycle = gene_modifier + exogenous_supply
NPA,,,,NPA = gene_modifier + exogenous_supply
ATDRB1,,,,ATDRB1 = gene_modifier + exogenous_supply
ATEXLA2,,,,ATEXLA2 = gene_modifier + exogenous_supply
ABS3L1,,,,ABS3L1 = gene_modifier + exogenous_supply
vhp2;2-2,,,,vhp2;2-2 = gene_modifier + exogenous_supply
NAA,,,,NAA = gene_modifier + exogenous_supply
adding 1% sucrose,,,,adding 1% sucrose = gene_modifier + exogenous_supply
WL,,,,WL = gene_modifier + exogenous_supply
Ph = 21 h,,,,Ph = 21 h = gene_modifier + exogenous_supply
ATSERK4,,,,ATSERK4 = gene_modifier + exogenous_supply
Expansin overexpress,,,,Expansin overexpress = gene_modifier + exogenous_supply
PME,,,,PME = gene_modifier + exogenous_supply
Ph/Pr ratio,,,,Ph/Pr ratio = gene_modifier + exogenous_supply
PAC,,,,PAC = gene_modifier + exogenous_supply
FENOXYCARB,,,,FENOXYCARB = gene_modifier + exogenous_supply
BBX24,,,,BBX24 = gene_modifier + exogenous_supply
blue light,,,,blue light = gene_modifier + exogenous_supply
ASP,,,,ASP = gene_modifier + exogenous_supply
BRI1,,,,BRI1 = gene_modifier + exogenous_supply
NO,,,,NO = gene_modifier + exogenous_supply
ZnO nanoparticles,,,,ZnO nanoparticles = gene_modifier + exogenous_supply
ATRALF1,,,,ATRALF1 = gene_modifier + exogenous_supply
ATVHP2;1,,,,ATVHP2;1 = gene_modifier + exogenous_supply
BA,,,,BA = gene_modifier + exogenous_supply
Shahdara allele,,,,Shahdara allele = gene_modifier + exogenous_supply
AFB3,,,,AFB3 = gene_modifier + exogenous_supply
MIRNA848,,,,MIRNA848 = gene_modifier + exogenous_supply
ATLTPI-5,,,,ATLTPI-5 = gene_modifier + exogenous_supply
reduced light intens,,,,reduced light intens = gene_modifier + exogenous_supply
16% under microgravi,,,,16% under microgravi = gene_modifier + exogenous_supply
DDB1B,,,,DDB1B = gene_modifier + exogenous_supply
TIS108,,,,TIS108 = gene_modifier + exogenous_supply
compound 3,,,,compound 3 = gene_modifier + exogenous_supply
TOR,,,,TOR = gene_modifier + exogenous_supply
EBL,,,,EBL = gene_modifier + exogenous_supply
BBX11,,,,BBX11 = gene_modifier + exogenous_supply
ATGRP23,,,,ATGRP23 = gene_modifier + exogenous_supply
Ethylene,,,,Ethylene = gene_modifier + exogenous_supply
NAE,,,,NAE = gene_modifier + exogenous_supply
EH,,,,EH = gene_modifier + exogenous_supply
PIF3,,,,PIF3 = gene_modifier + exogenous_supply
longer light periods,,,,longer light periods = gene_modifier + exogenous_supply
ATGA20OX4,,,,ATGA20OX4 = gene_modifier + exogenous_supply
ATPCAP1,,,,ATPCAP1 = gene_modifier + exogenous_supply
Name B mutation,,,,Name B mutation = gene_modifier + exogenous_supply
compound 2b,,,,compound 2b = gene_modifier + exogenous_supply
PR,,,,PR = gene_modifier + exogenous_supply
LS,,,,LS = gene_modifier + exogenous_supply
Phenylacetic Acid,,,,Phenylacetic Acid = gene_modifier + exogenous_supply
SHADE,,,,SHADE = gene_modifier + exogenous_supply
High N,,,,High N = gene_modifier + exogenous_supply
LSH1,,,,LSH1 = gene_modifier + exogenous_supply
interference with At,,,,interference with At = gene_modifier + exogenous_supply
CFK2,,,,CFK2 = gene_modifier + exogenous_supply
DELTAL,,,,DELTAL = gene_modifier + exogenous_supply
GMDET2B,,,,GMDET2B = gene_modifier + exogenous_supply
PRE2,,,,PRE2 = gene_modifier + exogenous_supply
GMPHYB1,,,,GMPHYB1 = gene_modifier + exogenous_supply
FIO1,,,,FIO1 = gene_modifier + exogenous_supply
expressing photorece,,,,expressing photorece = gene_modifier + exogenous_supply
GLV,,,,GLV = gene_modifier + exogenous_supply
Compound 8,,,,Compound 8 = gene_modifier + exogenous_supply
overexpression of Fa,,,,overexpression of Fa = gene_modifier + exogenous_supply
lasalocid sodium,,,,lasalocid sodium = gene_modifier + exogenous_supply
GMDET2A,,,,GMDET2A = gene_modifier + exogenous_supply
SpCdc25 phosphatase,,,,SpCdc25 phosphatase = gene_modifier + exogenous_supply
UBP22,,,,UBP22 = gene_modifier + exogenous_supply
synthetic auxinic co,,,,synthetic auxinic co = gene_modifier + exogenous_supply
Light Intensity,,,,Light Intensity = gene_modifier + exogenous_supply
PH,,,,PH = gene_modifier + exogenous_supply
CESA6,,,,CESA6 = gene_modifier + exogenous_supply
MeJA application,,,,MeJA application = gene_modifier + exogenous_supply
BRASSINAZOLE,,,,BRASSINAZOLE = gene_modifier + exogenous_supply
GHMADS14,,,,GHMADS14 = gene_modifier + exogenous_supply
PERIOD,,,,PERIOD = gene_modifier + exogenous_supply
ATGPX5,,,,ATGPX5 = gene_modifier + exogenous_supply
ATSERK5,,,,ATSERK5 = gene_modifier + exogenous_supply
MIRNA160B,,,,MIRNA160B = gene_modifier + exogenous_supply
GA1,,,,GA1 = gene_modifier + exogenous_supply
1-butanol,,,,1-butanol = gene_modifier + exogenous_supply
Compound 2,,,,Compound 2 = gene_modifier + exogenous_supply
ABS4,,,,ABS4 = gene_modifier + exogenous_supply
NUP58,,,,NUP58 = gene_modifier + exogenous_supply
BGT,,,,BGT = gene_modifier + exogenous_supply
Loss of 14-3-3 λ,,,,Loss of 14-3-3 λ = gene_modifier + exogenous_supply
BHLH136,,,,BHLH136 = gene_modifier + exogenous_supply
ABS3L2,,,,ABS3L2 = gene_modifier + exogenous_supply
benzyl cyanide,,,,benzyl cyanide = gene_modifier + exogenous_supply
ATR4,,,,ATR4 = gene_modifier + exogenous_supply
Paclobutrazol,,,,Paclobutrazol = gene_modifier + exogenous_supply
MIRNA167B,,,,MIRNA167B = gene_modifier + exogenous_supply
RF,,,,RF = gene_modifier + exogenous_supply
ZMCCA1A-OX,,,,ZMCCA1A-OX = gene_modifier + exogenous_supply
"compounds 1b, 2b, an",,,,"compounds 1b, 2b, an = gene_modifier + exogenous_supply"
NALHY,,,,NALHY = gene_modifier + exogenous_supply
Treated seeds,,,,Treated seeds = gene_modifier + exogenous_supply
ATGUS2,,,,ATGUS2 = gene_modifier + exogenous_supply
Gamma Rays,,,,Gamma Rays = gene_modifier + exogenous_supply
GMMYB133,,,,GMMYB133 = gene_modifier + exogenous_supply
500 muT magnetic fie,,,,500 muT magnetic fie = gene_modifier + exogenous_supply
enhanced transcripti,,,,enhanced transcripti = gene_modifier + exogenous_supply
GMBZL3P219L,,,,GMBZL3P219L = gene_modifier + exogenous_supply
vhp2;1 vhp2;2-2,,,,vhp2;1 vhp2;2-2 = gene_modifier + exogenous_supply
beginning of the day,,,,beginning of the day = gene_modifier + exogenous_supply
TIR1,,,,TIR1 = gene_modifier + exogenous_supply
ATS4,,,,ATS4 = gene_modifier + exogenous_supply
Sucrose addition,,,,Sucrose addition = gene_modifier + exogenous_supply
Cellulose synthesis ,,,,Cellulose synthesis  = gene_modifier + exogenous_supply
Silver ions,,,,Silver ions = gene_modifier + exogenous_supply
treatment with 1b,,,,treatment with 1b = gene_modifier + exogenous_supply
High PPi levels,,,,High PPi levels = gene_modifier + exogenous_supply
EEP1,,,,EEP1 = gene_modifier + exogenous_supply
LATB,,,,LATB = gene_modifier + exogenous_supply
TREATMENTS,,,,TREATMENTS = gene_modifier + exogenous_supply
AtEXP4pro:CBM2a,,,,AtEXP4pro:CBM2a = gene_modifier + exogenous_supply
treatment with 240 m,,,,treatment with 240 m = gene_modifier + exogenous_supply
BIKININ,,,,BIKININ = gene_modifier + exogenous_supply
GH3,,,,GH3 = gene_modifier + exogenous_supply
DAF1,,,,DAF1 = gene_modifier + exogenous_supply
MIRNA319B,,,,MIRNA319B = gene_modifier + exogenous_supply
CES,,,,CES = gene_modifier + exogenous_supply
Cu(2+),,,,Cu(2+) = gene_modifier + exogenous_supply
HY5,,MYC2,,"HY5 = (max(MYC2, 0.01))^(1/1) * gene_modifier + exogenous_supply"
A. thaliana Seedling,,,,A. thaliana Seedling = gene_modifier + exogenous_supply
Compound 1,,,,Compound 1 = gene_modifier + exogenous_supply
treatment with 1a 12,,,,treatment with 1a 12 = gene_modifier + exogenous_supply
ATCKS,,,,ATCKS = gene_modifier + exogenous_supply
COMPOUND,,,,COMPOUND = gene_modifier + exogenous_supply
ATGA20OX5,,,,ATGA20OX5 = gene_modifier + exogenous_supply
PSK,,,,PSK = gene_modifier + exogenous_supply
stress treatment,,,,stress treatment = gene_modifier + exogenous_supply
NAZTL,,,,NAZTL = gene_modifier + exogenous_supply
PIF5,,,,PIF5 = gene_modifier + exogenous_supply
MI,,,,MI = gene_modifier + exogenous_supply
Overexpression of Jr,,,,Overexpression of Jr = gene_modifier + exogenous_supply
GMBEH3L1,,,,GMBEH3L1 = gene_modifier + exogenous_supply
BRS1,,,,BRS1 = gene_modifier + exogenous_supply
Continuous red light,,,,Continuous red light = gene_modifier + exogenous_supply
SAUR30,,,,SAUR30 = gene_modifier + exogenous_supply
"2,4-D",,,,"2,4-D = gene_modifier + exogenous_supply"
Expansin gene(s) sup,,,,Expansin gene(s) sup = gene_modifier + exogenous_supply
ATBS1,,,,ATBS1 = gene_modifier + exogenous_supply
LOW R:FR,,,,LOW R:FR = gene_modifier + exogenous_supply
myo-Inositol,,,,myo-Inositol = gene_modifier + exogenous_supply
TE1,,,,TE1 = gene_modifier + exogenous_supply
SUPA,,,,SUPA = gene_modifier + exogenous_supply
TAS,,,,TAS = gene_modifier + exogenous_supply
pecp2-1,,,,pecp2-1 = gene_modifier + exogenous_supply
increased ambient te,,,,increased ambient te = gene_modifier + exogenous_supply
AHL29,,,,AHL29 = gene_modifier + exogenous_supply
SL,,,,SL = gene_modifier + exogenous_supply
ATMKK9,,,,ATMKK9 = gene_modifier + exogenous_supply
ADF1,,,,ADF1 = gene_modifier + exogenous_supply
cdfq mutant,,,,cdfq mutant = gene_modifier + exogenous_supply
HBI1,,,,HBI1 = gene_modifier + exogenous_supply
Guard Cells,,,,Guard Cells = gene_modifier + exogenous_supply
YUC3,,,,YUC3 = gene_modifier + exogenous_supply
APRR9,,,,APRR9 = gene_modifier + exogenous_supply
HEATING,,,,HEATING = gene_modifier + exogenous_supply
ATHKL1,,,,ATHKL1 = gene_modifier + exogenous_supply
CK,,,,CK = gene_modifier + exogenous_supply
BOP1,,,,BOP1 = gene_modifier + exogenous_supply
HYPERGRAVITY,,,,HYPERGRAVITY = gene_modifier + exogenous_supply
AT-PHH1,,,,AT-PHH1 = gene_modifier + exogenous_supply
MdPIF1-overexpressio,,,,MdPIF1-overexpressio = gene_modifier + exogenous_supply
533,,,,533 = gene_modifier + exogenous_supply
MAC3A,,,,MAC3A = gene_modifier + exogenous_supply
SOB3,,,,SOB3 = gene_modifier + exogenous_supply
OBP3,,,,OBP3 = gene_modifier + exogenous_supply
DRY2,,,,DRY2 = gene_modifier + exogenous_supply
DAG1,,,,DAG1 = gene_modifier + exogenous_supply
CDF,,,,CDF = gene_modifier + exogenous_supply
BEE1,,,,BEE1 = gene_modifier + exogenous_supply
GLC,,,,GLC = gene_modifier + exogenous_supply
PICLORAM,,,,PICLORAM = gene_modifier + exogenous_supply
FIONA1,,,,FIONA1 = gene_modifier + exogenous_supply
NF-YC5,,,,NF-YC5 = gene_modifier + exogenous_supply
MELATONIN,,,,MELATONIN = gene_modifier + exogenous_supply
XCT,,,,XCT = gene_modifier + exogenous_supply
KARRIKIN,,,,KARRIKIN = gene_modifier + exogenous_supply
red light treatment,,,,red light treatment = gene_modifier + exogenous_supply
HFR1,,,,HFR1 = gene_modifier + exogenous_supply
COR27,,,,COR27 = gene_modifier + exogenous_supply
GA2OX,,,,GA2OX = gene_modifier + exogenous_supply
ATATR,,,,ATATR = gene_modifier + exogenous_supply
GMCBL1,,,,GMCBL1 = gene_modifier + exogenous_supply
DHGA12,,,,DHGA12 = gene_modifier + exogenous_supply
jasmonate treatment,,,,jasmonate treatment = gene_modifier + exogenous_supply
reduced cell elongat,,,,reduced cell elongat = gene_modifier + exogenous_supply
ATHDA9,,,,ATHDA9 = gene_modifier + exogenous_supply
KUA1,,,,KUA1 = gene_modifier + exogenous_supply
RN1,,,,RN1 = gene_modifier + exogenous_supply
PIFS,,,,PIFS = gene_modifier + exogenous_supply
Temperature elevatio,,,,Temperature elevatio = gene_modifier + exogenous_supply
KARRIKINS,,,,KARRIKINS = gene_modifier + exogenous_supply
Juvenile hormone ago,,,,Juvenile hormone ago = gene_modifier + exogenous_supply
DTT,,,,DTT = gene_modifier + exogenous_supply
RPOD1,,,,RPOD1 = gene_modifier + exogenous_supply
DBB1A,,,,DBB1A = gene_modifier + exogenous_supply
CYTOKININS,,,,CYTOKININS = gene_modifier + exogenous_supply
CHD3,,,,CHD3 = gene_modifier + exogenous_supply
ATYUC4,,,,ATYUC4 = gene_modifier + exogenous_supply
red pulses,,,,red pulses = gene_modifier + exogenous_supply
small mutations (<10,,,,small mutations (<10 = gene_modifier + exogenous_supply
GR245DS,,,,GR245DS = gene_modifier + exogenous_supply
ZIM,,,,ZIM = gene_modifier + exogenous_supply
35S-OsWRKY transgeni,,,,35S-OsWRKY transgeni = gene_modifier + exogenous_supply
CRY1,,,,CRY1 = gene_modifier + exogenous_supply
ADH2,,,,ADH2 = gene_modifier + exogenous_supply
PIF3OX,,,,PIF3OX = gene_modifier + exogenous_supply
HEATIN,,,,HEATIN = gene_modifier + exogenous_supply
CDF1,,,,CDF1 = gene_modifier + exogenous_supply
1-aminocyclopropane-,,,,1-aminocyclopropane- = gene_modifier + exogenous_supply
ABCB,,,,ABCB = gene_modifier + exogenous_supply
GELDANAMYCIN,,,,GELDANAMYCIN = gene_modifier + exogenous_supply
heat stress,,,,heat stress = gene_modifier + exogenous_supply
APRR5,,,,APRR5 = gene_modifier + exogenous_supply
SDHAF1,,,,SDHAF1 = gene_modifier + exogenous_supply
reduced light sensit,,,,reduced light sensit = gene_modifier + exogenous_supply
JAS,,,,JAS = gene_modifier + exogenous_supply
SMP2,,,,SMP2 = gene_modifier + exogenous_supply
Ultraviolet-B radiat,,,,Ultraviolet-B radiat = gene_modifier + exogenous_supply
shade-avoidance beha,,,,shade-avoidance beha = gene_modifier + exogenous_supply
Exogenous threonine,,,,Exogenous threonine = gene_modifier + exogenous_supply
EARLY,,,,EARLY = gene_modifier + exogenous_supply
DLK2,,,,DLK2 = gene_modifier + exogenous_supply
GSH,,,,GSH = gene_modifier + exogenous_supply
illumination of etio,,,,illumination of etio = gene_modifier + exogenous_supply
Shade perception,,,,Shade perception = gene_modifier + exogenous_supply
CYCLING,,,,CYCLING = gene_modifier + exogenous_supply
Disruption of the ge,,,,Disruption of the ge = gene_modifier + exogenous_supply
Sequestration of PIF,,,,Sequestration of PIF = gene_modifier + exogenous_supply
GLCN,,,,GLCN = gene_modifier + exogenous_supply
COP1,,ATCUL4,,"COP1 = (max(ATCUL4, 0.01))^(1/1) * gene_modifier + exogenous_supply"
TCP17,,,,TCP17 = gene_modifier + exogenous_supply
A-PTF-1,,,,A-PTF-1 = gene_modifier + exogenous_supply
Jasmonic Acid,,,,Jasmonic Acid = gene_modifier + exogenous_supply
TTFA,,,,TTFA = gene_modifier + exogenous_supply
moderate increase in,,,,moderate increase in = gene_modifier + exogenous_supply
ATWRKY36,,,,ATWRKY36 = gene_modifier + exogenous_supply
JA,,,,JA = gene_modifier + exogenous_supply
infrequent irradiati,,,,infrequent irradiati = gene_modifier + exogenous_supply
BMAA,,,,BMAA = gene_modifier + exogenous_supply
BOP2,,,,BOP2 = gene_modifier + exogenous_supply
PIF8,,,,PIF8 = gene_modifier + exogenous_supply
CKRC2,,,,CKRC2 = gene_modifier + exogenous_supply
LUX,,,,LUX = gene_modifier + exogenous_supply
HYH,,,,HYH = gene_modifier + exogenous_supply
PIF1,,,,PIF1 = gene_modifier + exogenous_supply
ATAIRP4,,,,ATAIRP4 = gene_modifier + exogenous_supply
BBX16,,,,BBX16 = gene_modifier + exogenous_supply
High intensity of li,,,,High intensity of li = gene_modifier + exogenous_supply
Low Red/Far-Red rati,,,,Low Red/Far-Red rati = gene_modifier + exogenous_supply
PIC,,,,PIC = gene_modifier + exogenous_supply
ATRAN1,,,,ATRAN1 = gene_modifier + exogenous_supply
SAUR63,,,,SAUR63 = gene_modifier + exogenous_supply
BIN2,,,,BIN2 = gene_modifier + exogenous_supply
MDPIF1,,,,MDPIF1 = gene_modifier + exogenous_supply
MEJA,,,,MEJA = gene_modifier + exogenous_supply
shy2-2/iaa3 allele,,,,shy2-2/iaa3 allele = gene_modifier + exogenous_supply
ANAC081,,,,ANAC081 = gene_modifier + exogenous_supply
High-dose melatonin,,,,High-dose melatonin = gene_modifier + exogenous_supply
AT3G01472.1,,,,AT3G01472.1 = gene_modifier + exogenous_supply
BBX21,,,,BBX21 = gene_modifier + exogenous_supply
SLBIR3,,,,SLBIR3 = gene_modifier + exogenous_supply
Red light (R),,,,Red light (R) = gene_modifier + exogenous_supply
ERS,,,,ERS = gene_modifier + exogenous_supply
low blue light,,,,low blue light = gene_modifier + exogenous_supply
triggering heat stre,,,,triggering heat stre = gene_modifier + exogenous_supply
MAP65-2,,,,MAP65-2 = gene_modifier + exogenous_supply
SKU6,,,,SKU6 = gene_modifier + exogenous_supply
transcription co-fac,,,,transcription co-fac = gene_modifier + exogenous_supply
TCP5,,,,TCP5 = gene_modifier + exogenous_supply
AGB1,,,,AGB1 = gene_modifier + exogenous_supply
SPA2,,,,SPA2 = gene_modifier + exogenous_supply
shade light,,,,shade light = gene_modifier + exogenous_supply
ATMAPR5,,,,ATMAPR5 = gene_modifier + exogenous_supply
ARF7,,,,ARF7 = gene_modifier + exogenous_supply
LACS4,,,,LACS4 = gene_modifier + exogenous_supply
NIT1,,,,NIT1 = gene_modifier + exogenous_supply
SIUVR8,,,,SIUVR8 = gene_modifier + exogenous_supply
EIN3,,,,EIN3 = gene_modifier + exogenous_supply
14-3-3 kappa,,,,14-3-3 kappa = gene_modifier + exogenous_supply
SPX,,,,SPX = gene_modifier + exogenous_supply
sec-3,,,,sec-3 = gene_modifier + exogenous_supply
ATHMAC6,,,,ATHMAC6 = gene_modifier + exogenous_supply
P450SU1,,,,P450SU1 = gene_modifier + exogenous_supply
JK224,,,,JK224 = gene_modifier + exogenous_supply
14-3-3 protein(s),,,,14-3-3 protein(s) = gene_modifier + exogenous_supply
SE,,,,SE = gene_modifier + exogenous_supply
Over-expression of M,,,,Over-expression of M = gene_modifier + exogenous_supply
PHENANTHRENE,,,,PHENANTHRENE = gene_modifier + exogenous_supply
ZKT2,,,,ZKT2 = gene_modifier + exogenous_supply
MA,,,,MA = gene_modifier + exogenous_supply
PVRXLR131,,,,PVRXLR131 = gene_modifier + exogenous_supply
ARAC1,,,,ARAC1 = gene_modifier + exogenous_supply
1-aminomethyl-2-naph,,,,1-aminomethyl-2-naph = gene_modifier + exogenous_supply
ATCESA2,,,,ATCESA2 = gene_modifier + exogenous_supply
COG1,,,,COG1 = gene_modifier + exogenous_supply
xpf-3,,,,xpf-3 = gene_modifier + exogenous_supply
R18,,,,R18 = gene_modifier + exogenous_supply
TAGK2WT,,,,TAGK2WT = gene_modifier + exogenous_supply
DNQX,,,,DNQX = gene_modifier + exogenous_supply
ARF8,,,,ARF8 = gene_modifier + exogenous_supply
ATSURF1B,,,,ATSURF1B = gene_modifier + exogenous_supply
reduction of fucose ,,,,reduction of fucose  = gene_modifier + exogenous_supply
SEC5A,,,,SEC5A = gene_modifier + exogenous_supply
AHL,,,,AHL = gene_modifier + exogenous_supply
EBF1,,,,EBF1 = gene_modifier + exogenous_supply
tub4P287L mutation,,,,tub4P287L mutation = gene_modifier + exogenous_supply
lower ploidy levels,,,,lower ploidy levels = gene_modifier + exogenous_supply
Strigolactones,,,,Strigolactones = gene_modifier + exogenous_supply
HSFA1S,,,,HSFA1S = gene_modifier + exogenous_supply
CYTOKININ,,,,CYTOKININ = gene_modifier + exogenous_supply
5-Methyltetrahydrofo,,,,5-Methyltetrahydrofo = gene_modifier + exogenous_supply
ATMAP65-1,,,,ATMAP65-1 = gene_modifier + exogenous_supply
GCHXK,,,,GCHXK = gene_modifier + exogenous_supply
green light,,,,green light = gene_modifier + exogenous_supply
PECRY1,,,,PECRY1 = gene_modifier + exogenous_supply
IAA14,,,,IAA14 = gene_modifier + exogenous_supply
ATIBH1,,,,ATIBH1 = gene_modifier + exogenous_supply
BAF60,,,,BAF60 = gene_modifier + exogenous_supply
SUBMERGENCE,,,,SUBMERGENCE = gene_modifier + exogenous_supply
CSN,,,,CSN = gene_modifier + exogenous_supply
ER,,,,ER = gene_modifier + exogenous_supply
ZAXINONE,,,,ZAXINONE = gene_modifier + exogenous_supply
CIP7,,,,CIP7 = gene_modifier + exogenous_supply
Warm night temperatu,,,,Warm night temperatu = gene_modifier + exogenous_supply
3-bromo-7-nitroindaz,,,,3-bromo-7-nitroindaz = gene_modifier + exogenous_supply
GNS,,,,GNS = gene_modifier + exogenous_supply
BBX18,,,,BBX18 = gene_modifier + exogenous_supply
increase of sucrose,,,,increase of sucrose = gene_modifier + exogenous_supply
FAA,,,,FAA = gene_modifier + exogenous_supply
ABI8,,,,ABI8 = gene_modifier + exogenous_supply
thermomorphogenic gr,,,,thermomorphogenic gr = gene_modifier + exogenous_supply
BMA,,,,BMA = gene_modifier + exogenous_supply
FBH1,,,,FBH1 = gene_modifier + exogenous_supply
HBL,,,,HBL = gene_modifier + exogenous_supply
ARF16,,,,ARF16 = gene_modifier + exogenous_supply
GDA,,,,GDA = gene_modifier + exogenous_supply
LCL5,,,,LCL5 = gene_modifier + exogenous_supply
Cryptochrome blue li,,,,Cryptochrome blue li = gene_modifier + exogenous_supply
HPAT,,,,HPAT = gene_modifier + exogenous_supply
24-epibrassinolide,,,,24-epibrassinolide = gene_modifier + exogenous_supply
excess sucrose,,,,excess sucrose = gene_modifier + exogenous_supply
ATHSFA1D,,,,ATHSFA1D = gene_modifier + exogenous_supply
arrhythmia in phloem,,,,arrhythmia in phloem = gene_modifier + exogenous_supply
IAA3,,,,IAA3 = gene_modifier + exogenous_supply
all of these hormone,,,,all of these hormone = gene_modifier + exogenous_supply
SIRTINOL,,,,SIRTINOL = gene_modifier + exogenous_supply
white light,,,,white light = gene_modifier + exogenous_supply
PIFQ,,,,PIFQ = gene_modifier + exogenous_supply
SOB3/AHL29,,,,SOB3/AHL29 = gene_modifier + exogenous_supply
ADO3,,,,ADO3 = gene_modifier + exogenous_supply
KUF1,,,,KUF1 = gene_modifier + exogenous_supply
ATTCP15,,,,ATTCP15 = gene_modifier + exogenous_supply
PYRIPROXYFEN,,,,PYRIPROXYFEN = gene_modifier + exogenous_supply
axr2-1/iaa7 mutant,,,,axr2-1/iaa7 mutant = gene_modifier + exogenous_supply
ECD,,,,ECD = gene_modifier + exogenous_supply
ATSPL9,,,,ATSPL9 = gene_modifier + exogenous_supply
AFB5,,,,AFB5 = gene_modifier + exogenous_supply
Novel mutations,,,,Novel mutations = gene_modifier + exogenous_supply
ATGH3.11,,,,ATGH3.11 = gene_modifier + exogenous_supply
YUCASIN,,,,YUCASIN = gene_modifier + exogenous_supply
ZFHD10,,,,ZFHD10 = gene_modifier + exogenous_supply
LFCRY2,,,,LFCRY2 = gene_modifier + exogenous_supply
HLH1,,,,HLH1 = gene_modifier + exogenous_supply
CBL7,,,,CBL7 = gene_modifier + exogenous_supply
AXR2,,,,AXR2 = gene_modifier + exogenous_supply
JASMONATE,,,,JASMONATE = gene_modifier + exogenous_supply
IAA6,,,,IAA6 = gene_modifier + exogenous_supply
Far red light,,,,Far red light = gene_modifier + exogenous_supply
ATTIFY1,,,,ATTIFY1 = gene_modifier + exogenous_supply
PAR,,,,PAR = gene_modifier + exogenous_supply
epidermal growth fac,,,,epidermal growth fac = gene_modifier + exogenous_supply
Heatin analogue,,,,Heatin analogue = gene_modifier + exogenous_supply
LAMBDA,,,,LAMBDA = gene_modifier + exogenous_supply
IF1,,,,IF1 = gene_modifier + exogenous_supply
PIF6,,,,PIF6 = gene_modifier + exogenous_supply
TZP,,,,TZP = gene_modifier + exogenous_supply
HEXOKINASE,,,,HEXOKINASE = gene_modifier + exogenous_supply
TAXOL,,,,TAXOL = gene_modifier + exogenous_supply
GMPHYA1,,,,GMPHYA1 = gene_modifier + exogenous_supply
ZKT11,,,,ZKT11 = gene_modifier + exogenous_supply
GmPIP1-6,,,,GmPIP1-6 = gene_modifier + exogenous_supply
exogenous MeJA,,,,exogenous MeJA = gene_modifier + exogenous_supply
Exogenous BRs,,,,Exogenous BRs = gene_modifier + exogenous_supply
APRR1,,,,APRR1 = gene_modifier + exogenous_supply
exogenous sucrose,,,,exogenous sucrose = gene_modifier + exogenous_supply
RALFS,,,,RALFS = gene_modifier + exogenous_supply
HYDROXYUREA,,,,HYDROXYUREA = gene_modifier + exogenous_supply
KAR,,,,KAR = gene_modifier + exogenous_supply
SUB,,,,SUB = gene_modifier + exogenous_supply
higher temperature c,,,,higher temperature c = gene_modifier + exogenous_supply
Exogenous Suc,,,,Exogenous Suc = gene_modifier + exogenous_supply
BrMYC2 expression,,,,BrMYC2 expression = gene_modifier + exogenous_supply
HMR,,,,HMR = gene_modifier + exogenous_supply
HXK,,,,HXK = gene_modifier + exogenous_supply
PAX1,,,,PAX1 = gene_modifier + exogenous_supply
mesophyll-specific p,,,,mesophyll-specific p = gene_modifier + exogenous_supply
H3,,,,H3 = gene_modifier + exogenous_supply
KAR1,,,,KAR1 = gene_modifier + exogenous_supply
