source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
HSFA1d,GENE,Hypocotyl_Length,PHENOTYPE,activation,indirect,HIGH,HSFA1d promotes daytime thermomorphogenesis by stabilizing PIF4,,,,,,hypocotyls of HSFA1d-overexpressing transgenic lines were much longer at warm temperatures,,
HSFA1d,GENE,PIF4,GENE,activation,post-translational,HIGH,"HSFA1d binds PIF4 in nucleus and competitively inhibits phyB-PIF4 interaction, stabilizing PIF4",,,,,,HSFA1d interacts with PIF4 and stabilizes it by interfering with phytochrome B interaction,,
HSFA2,GENE,PIF4,GENE,activation,transcriptional,MEDIUM,HSFA1 induces HSFA2 which contributes to thermomorphogenesis,,,,,,HSFA1 factors induce expression of HSFA2 during daytime,,
HY5,GENE,GI,GENE,inhibition,transcriptional,HIGH,"HY5 binds GI promoter to repress transcription, recruits SWR1 for H2A.Z deposition",,,,,,Loss of HY5 resulted in increased GI transcript levels; HY5 represses GI transcription,,
HY5,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,"HY5 is a master bZIP transcription factor that activates hundreds of light-responsive genes promoting photomorphogenesis (cotyledon expansion, anthocyanin) while inhibiting hypocotyl elongation",,,,,,HY5 is a key positive regulator that promotes photomorphogenesis; hy5 mutant showed relatively longer hypocotyl,,
HYH,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,HYH (HY5 HOMOLOG) acts redundantly with HY5 to inhibit hypocotyl growth in light,,,,,,HY5 and its homologue HYH are key effectors of the UVR8 pathway,,
IBH1,GENE,HBI1,GENE,inhibition,post-translational,HIGH,IBH1 binds HBI1 and inhibits its DNA binding,,,,,,IBH1 inhibits family of DNA-binding bHLH factors including HBI1,,
IBH1,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,"IBH1 inhibits HBI1, suppressing elongation",,,,,,IBH1-OX significantly reduced sensitivity to auxin in hypocotyl elongation,,
LHY,GENE,PRR7,GENE,inhibition,transcriptional,MEDIUM,LHY represses PRR7,,,,,,CCA1 and LHY repress PRRs,,
LHY,GENE,PRR9,GENE,inhibition,transcriptional,MEDIUM,LHY represses PRR9 redundantly with CCA1,,,,,,CCA1 and LHY directly repress evening genes including PRR9,,
LHY,GENE,TOC1,GENE,inhibition,transcriptional,HIGH,LHY represses TOC1 transcription redundantly with CCA1,,,,,,CCA1 and LHY directly repress TOC1,,
LUX,GENE,ELF3_complex,PROTEIN_COMPLEX,activation,post-translational,HIGH,LUX is the DNA-binding MYB-like subunit of the Evening Complex,,,,,,LUX targets the complex to promoters of PIF4 and PIF5,,
LUX,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,indirect,HIGH,LUX as part of EC represses hypocotyl elongation,,,,,,lux mutant has long hypocotyl,,
LUX,GENE,PIF4,GENE,inhibition,transcriptional,HIGH,LUX MYB-like protein binds PIF4 promoter as part of EC to repress transcription,,,,,,LUX is DNA-binding subunit of EC repressing PIF4,,
Light,ENVIRONMENT,CRY1,GENE,activation,photochemical,HIGH,Blue light photoreduces FAD chromophore of CRY1 to active state,,,,,,"Upon absorption of photons, cryptochromes are photoexcited involving electron transfer",,
Light,ENVIRONMENT,CRY2,GENE,activation,photochemical,HIGH,Blue light photoactivates CRY2 (and triggers CRY2 turnover at high fluence),,,,,,cryptochromes are photoexcited involving electron transfer,,
Light,ENVIRONMENT,DELLA,PROTEIN_COMPLEX,activation,indirect,HIGH,"Light reduces GA, allowing DELLA accumulation",,,,,,Light promotes DELLA accumulation by decreasing the amount of GA4 in hypocotyl,,
Light,ENVIRONMENT,GA4,HORMONE,inhibition,signaling,HIGH,"Light inhibits GA biosynthesis (GA20ox/GA3ox down) and induces GA2ox catabolism, reducing bioactive GA in hypocotyl",,,,,,Light inhibits GA4 accumulation and GA signaling to prevent hypocotyl elongation,,
Light,ENVIRONMENT,PIF7_phosphorylation,GENE,inhibition,post-translational,HIGH,Shade (low R:FR) triggers PIF7 dephosphorylation enabling nuclear accumulation,,,,,,shade light induces the de-phosphorylation and nuclear accumulation of PIF7,,
Light,ENVIRONMENT,UVR8,GENE,activation,photochemical,HIGH,UV-B causes UVR8 dimer to monomerize and activates UV-B signaling,,,,,,"In planta, UV-B stimulates rapid nuclear accumulation of the UVR8 protein",,
Light,ENVIRONMENT,phyA,GENE,activation,photochemical,HIGH,Far-red light photoactivates phyA,,,,,,phyA mediates far-red light responses,,
Light,ENVIRONMENT,phyB,GENE,activation,photochemical,HIGH,Red light photoconverts inactive Pr to active Pfr form of phyB,,,,,,phyB induces light responses across a wide range of light conditions,,
MKK5,GENE,MPK3,GENE,activation,post-translational,HIGH,MKK5 phosphorylates and activates MPK3,,,,,,auxin activates MKK5-MPK3/MPK6 signaling cascade,,
MKK5,GENE,MPK6,GENE,activation,post-translational,HIGH,MKK5 phosphorylates and activates MPK6,,,,,,MKK5-MPK3/MPK6 signaling cascade,,
MPK3,GENE,GRF4,GENE,inhibition,post-translational,HIGH,"MPK3 phosphorylates GRF4 (14-3-3) at S248, triggering its proteasomal degradation",,,,,,MPK3/MPK6 phosphorylate GRF4 at serine-248 (S248) promoting degradation,,
MPK6,GENE,GRF4,GENE,inhibition,post-translational,HIGH,MPK6 phosphorylates GRF4 for degradation,,,,,,MPK3/MPK6 phosphorylate GRF4 at serine-248 (S248) promoting degradation,,
PAR1,GENE,BEE2,GENE,inhibition,post-translational,HIGH,PAR1 binds BEE2 inhibiting bHLH activity,,,,,,PAR1 interacts with BEE2 and inhibits bHLH function,,
PAR1,GENE,HBI1,GENE,inhibition,post-translational,HIGH,PAR1 binds HBI1 and inhibits DNA binding,,,,,,PAR1 interacts with HBI1 and inhibits HBI1 DNA-binding activity,,
PAR1,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,indirect,HIGH,PAR1 dampens shade-induced elongation,,,,,,PAR1 inhibits PIF4/PIF5 reducing hypocotyl elongation under shade,,
PAR1,GENE,PIF4,GENE,inhibition,post-translational,HIGH,PAR1 forms non-DNA-binding heterodimer with PIF4,,,,,,PAR1 directly interacts with PIF4/PIF5 and forms non-DNA-binding heterodimer,,
PHYB,GENE,PIF7,GENE,inhibition,post-translational,HIGH,Active phyB Pfr promotes PIF7 phosphorylation; shade (Pr) releases PIF7 dephosphorylation/nuclear accumulation,,,,,,"Low R/FR converts phyB to its inactive form, relieving repression of PIF7",,
PIF1,GENE,Hypocotyl_Length,PHENOTYPE,activation,transcriptional,HIGH,PIF1 is a basic helix-loop-helix TF promoting skotomorphogenesis; loss of PIF1 confers shorter dark-grown hypocotyls,,,,,,PIFs are basic helix-loop-helix transcription factors that regulate thousands of genes to promote skotomorphogenesis,,
PIF3,GENE,Hypocotyl_Length,PHENOTYPE,activation,transcriptional,HIGH,PIF3 promotes hypocotyl elongation in dark and under low Pfr levels,,,,,,pif3 mutants are hypersensitive to all Rc fluence rates tested,,
PIF3,GENE,phyB,GENE,inhibition,post-translational,HIGH,"PIFs negatively feed back on phyB protein levels, promoting phyB degradation in prolonged red light",,,,,,phyB levels are increased by 1.6-fold in pif3 relative to wild-type levels,,
PIF4,GENE,ACS6,GENE,activation,transcriptional,MEDIUM,PIF4 activates ethylene biosynthesis ACS genes,,,,,,PIF4 promotes ethylene biosynthesis by activating the expression of several ethylene biosynthesis genes,,
PIF4,GENE,ARF6,GENE,activation,post-translational,HIGH,PIF4 interacts with ARF6 and enhances binding to shared promoters,,,,,,PIF4 interacts with ARF6 and enhances its binding to shared promoters,,
PIF4,GENE,BAK1,GENE,activation,transcriptional,MEDIUM,PIF4 indirectly upregulates BR-signaling components by activating shared elongation modules; BAK1 transcriptionally responds to PIF4 indirectly,,,,,,BR-PIF4-BZR1 module integration includes feedback to BR receptor genes,,
PIF4,GENE,CYP79B2,GENE,activation,transcriptional,MEDIUM,PIF4 activates CYP79B2 in IAOx pathway,,,,,,PIF4 activates auxin biosynthesis genes including CYP79B2,,
PIF4,GENE,DWF4,GENE,activation,transcriptional,HIGH,PIF4 directly binds DWF4 G-box to activate BR biosynthesis,,,,,,PIF4/PIF5 associate with G-box motifs in promoters of DWF4,,
PIF4,GENE,EIN3,GENE,activation,transcriptional,MEDIUM,PIF4 activates EIN3 to enhance ethylene signaling,,,,,,"PIF4 enhances ethylene signaling by directly activating expression of ethylene key signaling transcription factor, ETHYLENE INSENSITIVE3",,
PIF4,GENE,GI,GENE,activation,transcriptional,HIGH,PIF4 directly binds PBE-boxes in GI promoter to activate GI transcription,,,,,,PIF4 directly activates GI transcription in concert with other PIFs,,
PIF4,GENE,Hypocotyl_Length,PHENOTYPE,activation,transcriptional,HIGH,PIF4 directly activates auxin biosynthesis (YUC8) and cell wall modification (XTR7) genes that promote hypocotyl elongation,,,,,,pif4 pif5 mutants exhibited reduced hypocotyl elongation compared with the WT in the absence of UV-B,,
PIF4,GENE,IAA19,GENE,activation,transcriptional,HIGH,PIF4 directly binds IAA19 promoter G-box,,,,,,ChIP shows reduced PIF4/PIF5 association with IAA19 promoter under UV-B,,
PIF4,GENE,IAA29,GENE,activation,transcriptional,HIGH,PIF4 directly activates IAA29 transcription via G-box binding,,,,,,direct targets of PIF4 and/or PIF5; IAA29 expression dependent on PIF4/PIF5,,
PIF4,GENE,PIF7,GENE,activation,post-translational,MEDIUM,PIF4 heterodimerizes with PIF7 enhancing thermomorphogenesis in warm light,,,,,,PIF7 activity depends on PIF4 in 30WL but not in 21FR or 30FR,,
PIF4,GENE,PRE1,GENE,activation,transcriptional,HIGH,PIF4 activates PRE1,,,,,,PIF4 directly activates PRE family,,
PIF4,GENE,TAA1,GENE,activation,transcriptional,HIGH,"PIF4 directly activates TAA1 transcription, increasing IAA biosynthesis",,,,,,PIF4 increases auxin levels by directly activating the expression of key auxin biosynthesis genes,,
PIF4,GENE,XTR7,GENE,activation,transcriptional,HIGH,PIF4 binds G-box in XTR7 (xyloglucan endotransglucosylase) promoter to activate cell wall remodeling,,,,,,association of PIF4-HA with XTR7 promoter elements was reduced in response to UV-B,,
PIF4,GENE,YUC8,GENE,activation,transcriptional,HIGH,PIF4 directly binds G-box in YUC8 promoter to activate auxin biosynthesis,,,,,,YUC8 expression reduced in pif4 pif5 double mutants under white light,,
PIF4,GENE,phyB,GENE,inhibition,post-translational,HIGH,PIF4 binds phyB Pfr via APB motif and accelerates phyB turnover,,,,,,phyB levels are increased 1.6 to 1.8-fold in pif4,,
PIF5,GENE,Hypocotyl_Length,PHENOTYPE,activation,transcriptional,HIGH,PIF5 acts redundantly with PIF4 to activate cell elongation genes,,,,,,PIF4 and PIF5 are known negative regulators of photomorphogenesis that mediate hypocotyl elongation,,
PIF5,GENE,XTR7,GENE,activation,transcriptional,HIGH,PIF5 directly binds XTR7 promoter G-box,,,,,,G-boxes approximately 1.9 kb upstream of XTR7 start ATG directly targeted by PIF5,,
PIF7,GENE,Hypocotyl_Length,PHENOTYPE,activation,transcriptional,HIGH,"PIF7 promotes hypocotyl elongation, particularly in shade and warm temperatures",,,,,,pif7 mutant seedlings displayed shorter hypocotyls than wild-type seedlings when grown under Rc,,
PIF7,GENE,IAA19,GENE,activation,transcriptional,HIGH,PIF7 directly binds IAA19 promoter G-box,,,,,,PIF7 binding to G-boxes in promoters of auxin biosynthesis genes,,
PIF7,GENE,IAA29,GENE,activation,transcriptional,HIGH,"PIF7 binds IAA29 promoter, upregulating expression 6-70 fold in shade",,,,,,PIF7 binds to IAA29 promoter; expression upregulated 6-70 fold in low R/FR conditions,,
PIF7,GENE,YUC8,GENE,activation,transcriptional,HIGH,PIF7 directly binds YUC8 promoter G-box to activate auxin biosynthesis in shade,,,,,,PIF7 binding to DNA was similar in 21FR and 30FR; YUC8 expression well correlated with PIF7 activity,,
PIF7,GENE,phyB,GENE,inhibition,post-translational,MEDIUM,PIF7 contributes to phyB degradation under prolonged red light,,,,,,phyB levels are increased 1.11-fold in pif7,,
PP2A,GENE,BES1,GENE,activation,post-translational,HIGH,PP2A dephosphorylates BES1,,,,,,PP2A dephosphorylates BZR2/BES1 when BR levels are high,,
PP2A,GENE,BZR1,GENE,activation,post-translational,HIGH,"PP2A dephosphorylates BZR1, activating it for nuclear localization",,,,,,PROTEIN PHOSPHATASE 2A dephosphorylates BZR1 when BR levels are high,,
PP2C-D,GENE,AHA1,GENE,inhibition,post-translational,HIGH,"PP2C-D dephosphorylates penultimate Thr of AHA1, inactivating proton pump",,,,,,PP2C-D phosphatase dephosphorylates and inactivates plasma membrane H+-ATPases,,
PRE1,GENE,Hypocotyl_Length,PHENOTYPE,activation,transcriptional,HIGH,"PRE1 sequesters IBH1 to release HBI1, promoting elongation",,,,,,PRE1-OX enhanced auxin sensitivity,,
PRE1,GENE,IBH1,GENE,inhibition,post-translational,HIGH,"PRE1 sequesters IBH1, preventing IBH1 from inhibiting HBI1",,,,,,PRE1 binds to IBH1 to prevent its inhibition of HBI1 and ACEs,,
PRR5,GENE,CCA1,GENE,inhibition,transcriptional,HIGH,PRR5 represses CCA1/LHY in afternoon,,,,,,afternoon-expressed PRR5 represses CCA1 and LHY,,
PRR5,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,PRR5 dampens hypocotyl elongation; prr5 prr7 prr9 triple mutant has long hypocotyls,,,,,,PRR mutants have long hypocotyls,,
PRR5,GENE,TOC1,GENE,inhibition,transcriptional,MEDIUM,PRR5 binds TOC1 promoter to repress (intra-clock loop),,,,,,PRRs repress evening clock genes,,
PRR7,GENE,CCA1,GENE,inhibition,transcriptional,HIGH,PRR7 represses CCA1/LHY around noon,,,,,,midday-expressed PRR7 represses CCA1 and LHY,,
PRR7,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,PRR7 dampens hypocotyl elongation,,,,,,PRR mutants long hypocotyl,,
PRR9,GENE,CCA1,GENE,inhibition,transcriptional,HIGH,PRR9 represses CCA1/LHY in morning,,,,,,morning-expressed PRR9 directly represses CCA1 and LHY,,
PRR9,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,PRR9 dampens hypocotyl elongation,,,,,,PRR mutants long hypocotyl,,
RCB,GENE,HMR,GENE,activation,post-translational,HIGH,RCB binds HMR forming complex required for PIF4 stabilization,,,,,,RCB interacts directly with HMR through reciprocal co-IP,,
RCB,GENE,PIF4,GENE,activation,post-translational,HIGH,RCB-HMR complex stabilizes PIF4 in daytime under warm temperature,,,,,,rcb-101/hmr-22 restores thermoresponsive PIF4 accumulation,,
RGA,PROTEIN_COMPLEX,ARF6,GENE,inhibition,post-translational,HIGH,RGA binds ARF6 and prevents DNA binding,,,,,,RGA interacted with ARF6 and prevented ARF6 binding to target DNA,,
RGA,GENE,DELLA,PROTEIN_COMPLEX,activation,structural,HIGH,RGA is the dominant DELLA family member in stem/hypocotyl elongation,,,,,,RGA is the predominant DELLA negative regulator of elongation,,
RGL1,GENE,DELLA,PROTEIN_COMPLEX,activation,structural,MEDIUM,RGL1 is a DELLA family member contributing to growth repression,,,,,,"RGL family includes RGL1, RGL2, RGL3 acting as DELLA repressors",,
RGL2,GENE,DELLA,PROTEIN_COMPLEX,activation,structural,MEDIUM,"RGL2 is a DELLA family member, dominant in seed germination",,,,,,RGL2 is up-regulated following imbibition and acts as DELLA repressor,,
RGL3,GENE,DELLA,PROTEIN_COMPLEX,activation,structural,MEDIUM,RGL3 is a DELLA family member contributing to growth repression,,,,,,RGL3 is a DELLA-like gene,,
SAUR19,GENE,AHA1,GENE,activation,post-translational,HIGH,SAUR19 indirectly activates AHA1 by inhibiting PP2C-D,,,,,,SAUR19 inactivates PP2C phosphatase enabling AHA phosphorylation,,
SAUR19,GENE,PP2C-D,GENE,inhibition,post-translational,HIGH,SAUR19 binds and inhibits PP2C-D phosphatases that dephosphorylate H+-ATPases,,,,,,SAUR19 protein that inactivates a PP2C-family phosphatase leading to AHA activation,,
SDIR1,GENE,EBF1,GENE,inhibition,post-translational,HIGH,"SDIR1 ubiquitinates EBF1 for degradation, stabilizing EIN3 (cross-pathway)",,,,,,SDIR1 directly interacts and ubiquitinates both EBF1 and EBF2 for degradation,,
SDIR1,GENE,EBF2,GENE,inhibition,post-translational,HIGH,SDIR1 ubiquitinates EBF2,,,,,,SDIR1 ubiquitinates both EBF1 and EBF2 for degradation,,
SLY1,GENE,DELLA,PROTEIN_COMPLEX,inhibition,post-translational,HIGH,SLY1 F-box recruits DELLA into SCF E3 ligase complex for proteasomal degradation,,,,,,F-box protein recruits DELLA for SCF-mediated ubiquitination,,
SPA1,GENE,BIN2,GENE,inhibition,post-translational,HIGH,"SPA1 competes with BIN2 for PIF3 binding, reducing BIN2-mediated PIF3 phosphorylation",,,,,,SPA1 presence reduces BIN2-PIF3 interaction through competing for same PIF3 regions,,
SPA1,GENE,COP1,GENE,activation,post-translational,HIGH,SPA1 forms heteromeric complex with COP1 enhancing E3 ligase activity toward HY5,,,,,,COP1-SPA complex interacts with and promotes ubiquitination and degradation of HY5,,
SPA1,GENE,HY5,GENE,inhibition,post-translational,HIGH,"SPA1 directly phosphorylates HY5 at Ser-36, stabilizing HY5 but reducing its DNA-binding activity",,,,,,SPA1 directly phosphorylates HY5 in vitro in a concentration and time-dependent manner,,
SPA1,GENE,Hypocotyl_Length,PHENOTYPE,activation,indirect,HIGH,SPA1-4 promote COP1-mediated degradation of HY5; spaQ mutants are constitutively photomorphogenic (short hypocotyl in dark),,,,,,spaQ mutant shows constitutive photomorphogenesis,,
TAA1,GENE,Auxin,HORMONE,activation,biosynthetic,HIGH,"TAA1 catalyzes Trp to indole-3-pyruvic acid (IPA), first step of YUCCA pathway IAA biosynthesis",,,,,,TAA1 encodes Trp aminotransferase catalyzing Trp conversion to indole-3-pyruvic acid,,
TIR1,GENE,Aux/IAA,GENE,inhibition,post-translational,HIGH,SCF(TIR1) E3 ligase polyubiquitinates Aux/IAA proteins for proteasomal degradation in presence of auxin,,,,,,auxin-induced polyubiquitination and proteasomal degradation of Aux/IAA,,
TOC1,GENE,CCA1,GENE,inhibition,transcriptional,HIGH,TOC1 represses CCA1 transcription completing core circadian feedback,,,,,,TOC1 represses CCA1 in evening forming negative feedback,,
TOC1,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,transcriptional,HIGH,"TOC1 represses PIF4 transcription and protein activity, inhibiting hypocotyl elongation at night",,,,,,TOC1 represses both transcription of PIF4 and transcriptional activation activity,,
TOC1,GENE,PIF4,GENE,inhibition,transcriptional,HIGH,TOC1 represses PIF4 transcription and inhibits PIF4 protein activity,,,,,,TOC1 represses both the transcription of PIF4 and the transcriptional activation activity of its protein,,
TOC1,GENE,PRR9,GENE,inhibition,transcriptional,MEDIUM,TOC1 represses PRR9 expression,,,,,,TOC1 represses morning-expressed PRR9,,
Temperature,ENVIRONMENT,ELF3,GENE,inhibition,post-translational,HIGH,Warm temperature inactivates ELF3 (via prion-like domain phase transition + XBAT31-mediated degradation),,,,,,Elevated temperature inactivates ELF3 and releases thermoresponsive growth,,
Temperature,ENVIRONMENT,HSFA1d,GENE,activation,transcriptional,HIGH,Warm temperature induces HSFA1d accumulation in light-dependent manner,,,,,,Warm temperature markedly enhanced daytime accumulation of HSFA1d in light-dependent manner,,
Temperature,ENVIRONMENT,HY5,GENE,inhibition,post-translational,HIGH,Warm temperature triggers HY5 protein degradation,,,,,,High temperature triggers the degradation of HY5,,
Temperature,ENVIRONMENT,PIF4,GENE,activation,transcriptional,HIGH,Warm temperature induces PIF4 expression and activity by releasing EC repression and decreasing phyB Pfr,,,,,,high temperature increases PIF4 activity,,
Temperature,ENVIRONMENT,SDIR1,GENE,activation,transcriptional,HIGH,Warm temperature upregulates SDIR1 RING E3 ligase,,,,,,high temperature up-regulates the expression of SDIR1,,
Temperature,ENVIRONMENT,XBAT31,GENE,activation,transcriptional,HIGH,Warm temperature induces XBAT31 transcription,,,,,,"the expression of XBAT31.1, but not XBAT31.2, was increased by warm temperature",,
UVR8,GENE,COP1,GENE,inhibition,post-translational,HIGH,UV-B-activated UVR8 monomer directly binds COP1 and reorients COP1 substrate specificity away from HY5,,,,,,wild type but not the mutant UVR8 and COP1 proteins directly interact in a UV-B-dependent rapid manner in planta,,
UVR8,GENE,HY5,GENE,activation,post-translational,HIGH,UV-B-activated UVR8 stabilizes HY5 protein and promotes HY5 transcription via COP1 inactivation,,,,,,"UVR8 associates constitutively with chromatin regions of several UV-B-activated genes, including the HY5 genomic locus",,
UVR8,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,signaling,HIGH,UVR8 perceives UV-B and triggers UV-B-induced hypocotyl growth inhibition via COP1 and HY5,,,,,,hypocotyl growth of the uvr8 mutant seedlings was not inhibited by UV-B,,
UVR8,GENE,PIF4,GENE,inhibition,post-translational,HIGH,UVR8 destabilizes PIF4 protein under UV-B (mRNA unchanged),,,,,,UV-B decreased their levels in the WT but not in uvr8 mutant backgrounds,,
UVR8,GENE,PIF5,GENE,inhibition,post-translational,HIGH,UVR8 destabilizes PIF5 protein under UV-B,,,,,,PIF4-HA and PIF5-HA protein levels decrease under UV-B in UVR8-dependent manner,,
XBAT31,GENE,ELF3,GENE,inhibition,post-translational,HIGH,XBAT31 E3 ubiquitin ligase ubiquitinates ELF3 for proteasomal degradation at warm temperature,,,,,,"XBAT31 interacts with ELF3, ubiquitinates ELF3, and promotes ELF3 degradation via the 26S proteasome",,
XBAT31,GENE,Hypocotyl_Length,PHENOTYPE,activation,indirect,HIGH,XBAT31 promotes thermomorphogenic elongation by degrading ELF3,,,,,,overexpression of XBAT31 accelerates ELF3 degradation and promotes hypocotyl growth,,
XTR7,GENE,Hypocotyl_Length,PHENOTYPE,activation,biochemical,MEDIUM,Cell wall xyloglucan endotransglucosylase activity supports cell wall loosening for elongation,,,,,,xyloglucan endotransglycosylase-related gene family such as XTR7 linked to hypocotyl elongation,,
YUC1,GENE,Auxin,HORMONE,activation,biosynthetic,HIGH,YUC1 catalyzes IPA to IAA conversion (FMO step),,,,,,yuc1D overexpression increases root IAA,,
YUC8,GENE,Auxin,HORMONE,activation,biosynthetic,HIGH,"YUC8 produces IAA, key for shade and warm-temperature elongation",,,,,,YUC8 expression well correlated with PIF7 activity,,
YUC9,GENE,Auxin,HORMONE,activation,biosynthetic,HIGH,YUC9 synthesizes IAA in shade response,,,,,,yuc2589 quadruple mutant has shade response defect,,
phyA,GENE,COP1,GENE,inhibition,post-translational,HIGH,Active phyA inhibits COP1-mediated HY5/LAF1/HFR1 degradation,,,,,,"FAR1, FHY1 transmit phyA signals to inactivate COP1",,
phyA,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,signaling,HIGH,phyA mediates far-red light inhibition of hypocotyl elongation; phyA mutants have long hypocotyls under FR,,,,,,phyA phyB double mutants produce longer hypocotyls than wild type,,
phyB,GENE,COP1,GENE,inhibition,post-translational,HIGH,"Active phyB drives COP1 nuclear export, reducing COP1-mediated HY5 degradation",,,,,,phyB and other photoreceptors antagonize COP1 in the nucleus,,
phyB,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,signaling,HIGH,phyB primarily inhibits hypocotyl elongation in red and white light by sequestering and degrading PIFs,,,,,,phyB primary photoreceptor for inhibition of hypocotyl elongation in red light,,
phyB,GENE,PIF1,GENE,inhibition,post-translational,HIGH,Pfr-phyB sequesters PIF1 from target promoters and triggers phosphorylation/proteasomal degradation,,,,,,phyB inhibits the binding of PIF1 and PIF3 to their target promoters in a light-dependent manner; phyB also reduces PIF1 protein levels in red light,,
phyB,GENE,PIF3,GENE,inhibition,post-translational,HIGH,"Pfr-phyB binds PIF3 via APB motif, triggers phosphorylation and 26S proteasome degradation, and sequesters PIF3 from target promoters",,,,,,PIF3 exhibited light-induced phosphorylation and degradation,,
phyB,GENE,PIF4,GENE,inhibition,post-translational,HIGH,Pfr-phyB triggers PIF4 degradation in red light; warm temperatures release this inhibition,,,,,,phyB levels are increased by 1.6 to 1.8-fold in pif4 relative to wild-type levels,,
phyB,GENE,PIF5,GENE,inhibition,post-translational,HIGH,Pfr-phyB induces PIF5 phosphorylation and proteasomal degradation in red light,,,,,,PIF4 and PIF5 are direct substrates of phytochrome-mediated phosphorylation,,
phyB,GENE,PIF7,GENE,inhibition,post-translational,HIGH,Pfr-phyB induces dephosphorylation/sequestration of PIF7 in light; also triggers nuclear speckle migration,,,,,,"PIF7 rapidly (within 2 min) forms speckles when first exposed to a brief, saturating red light",,
Light,ENVIRONMENT,RUP1,GENE,activation,transcriptional,HIGH,UV-B induces RUP1 transcription via UVR8/COP1/HY5 pathway,,,,,,"RUP1 and RUP2 genes were transcriptionally activated by UV-B in a COP1-, UVR8-, and HY5-dependent manner",,
Light,ENVIRONMENT,RUP2,GENE,activation,transcriptional,HIGH,UV-B induces RUP2 transcription via UVR8/COP1/HY5 pathway,,,,,,Quantitative RT-PCR confirmed their early responsiveness to supplementary narrowband UV-B radiation,,
RUP1,GENE,UVR8,GENE,inhibition,post-translational,HIGH,"RUP1 directly binds UVR8 monomer and promotes UVR8 redimerization, halting UV-B signaling",,,,,,RUP proteins interact directly with UVR8 as potent repressors of UV-B signaling,,
RUP2,GENE,UVR8,GENE,inhibition,post-translational,HIGH,"RUP2 directly binds UVR8 to drive redimerization, terminating UV-B signaling",,,,,,Reconstitution of a functional YFP signal from complementary split YFP parts attached to UVR8 and RUP1 or RUP2 was clearly identified,,
HY5,GENE,RUP1,GENE,activation,transcriptional,HIGH,HY5 directly activates RUP1 transcription as part of UV-B negative feedback loop,,,,,,RUP1/RUP2 transcriptional activation by UV-B is HY5-dependent,,
HY5,GENE,RUP2,GENE,activation,transcriptional,HIGH,HY5 directly activates RUP2 transcription,,,,,,RUP1/RUP2 transcriptional activation requires HY5,,
RUP1,GENE,Hypocotyl_Length,PHENOTYPE,activation,indirect,HIGH,RUP1 dampens UV-B-induced hypocotyl growth inhibition by inactivating UVR8; rup1 rup2 has shorter hypocotyl under UV-B,,,,,,rup1 rup2 double mutants showed a strong hypersensitivity to supplementary narrowband UV-B radiation at the level of hypocotyl growth inhibition,,
RUP2,GENE,Hypocotyl_Length,PHENOTYPE,activation,indirect,HIGH,RUP2 indirectly promotes hypocotyl elongation by repressing UV-B signaling; RUP2-OX has long hypocotyl under UV-B,,,,,,RUP2 overexpression resulted in reduced UV-B-induced photomorphogenesis,,
GA4_hormone,HORMONE,GID1A,GENE,activation,ligand_binding,HIGH,GA4 binds GID1A to enable DELLA recruitment,,,,,,GA promotes interaction in yeast two-hybrid assays and GA-mediated degradation of RGA is abolished in the gid1 mutants,,
GA4_hormone,HORMONE,GID1B,GENE,activation,ligand_binding,HIGH,GA4 binds GID1B; GID1B has highest affinity for DELLA proteins,,,,,,GID1b pulled down RGA from sly1 extracts in a GA-dependent manner,,
GA4_hormone,HORMONE,GID1C,GENE,activation,ligand_binding,HIGH,GA4 binds GID1C to enable DELLA degradation,,,,,,"GID1c pulled down RGA in GA-dependent manner, similar to GID1a and GID1b",,
GID1A,GENE,RGA,GENE,inhibition,post-translational,HIGH,GA-bound GID1A binds RGA and recruits SCF(SLY1) for ubiquitination/degradation,,,,,,GA-mediated degradation of RGA is abolished in the gid1 mutants,,
GID1B,GENE,RGA,GENE,inhibition,post-translational,HIGH,"GID1B binds RGA with highest affinity, mediates DELLA degradation",,,,,,GID1b has higher affinity for DELLA protein than GID1a and GID1c,,
GID1C,GENE,RGA,GENE,inhibition,post-translational,HIGH,GID1C binds RGA in GA-dependent manner,,,,,,GID1c pulled down RGA in GA-dependent manner,,
GID1A,GENE,GAI,GENE,inhibition,post-translational,HIGH,GID1A binds GAI for ubiquitination and degradation,,,,,,DELLA domain mediates the interaction with GA INSENSITIVE DWARF1A receptor,,
