source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
Strigolactone,HORMONE,OsTB1,GENE,activation,transcriptional,MEDIUM,SL signaling indirectly activates OsTB1 via D53 degradation derepressing IPA1; OsTB1 expression increases under SL,,,,,,FC1 expression was not significantly affected by GR24 treatment directly — SL acts post-transcriptionally on FC1 function; indirect activation through IPA1 cascade.,,
Nitrogen,ENVIRONMENT,OsTB1,GENE,repression,transcriptional,HIGH,High N represses OsTB1 via NGR5-PRC2 H3K27me3 deposition,,,,,,Nitrogen fertilizer causes the downregulation of OsTB1 to promote tiller formation.,,
Nitrogen,ENVIRONMENT,OsTCP19,GENE,repression,transcriptional,HIGH,High N represses OsTCP19 via LBD37/39 induction,,,,,,OsTCP19 expression is induced at low nitrogen levels but is repressed at higher concentrations.,,
Nitrogen,ENVIRONMENT,D10,GENE,repression,transcriptional,MEDIUM,"N sufficiency represses SL biosynthesis genes D10, D17, D27",,,,,,"N-deficient conditions upregulate D10, D17, D27; high N represses them.",,
Nitrogen,ENVIRONMENT,D17,GENE,repression,transcriptional,MEDIUM,N sufficiency represses D17/HTD1 SL biosynthesis,,,,,,N-deficient conditions upregulate D17; high N represses.,,
Nitrogen,ENVIRONMENT,D27,GENE,repression,transcriptional,MEDIUM,N sufficiency represses D27 SL biosynthesis,,,,,,N-deficient conditions upregulate D27; high N represses.,,
Light,ENVIRONMENT,OsCCA1,GENE,activation,transcriptional,HIGH,Light signal entrains OsCCA1 expression (canonical circadian clock input),,,,,,"OsCCA1 shows morning-peak circadian expression entrained by light, and integrates sugar signaling in tiller regulation.",,
Photoperiod,ENVIRONMENT,OsPRR1,GENE,activation,transcriptional,MEDIUM,Photoperiod regulates OsPRR1 evening expression,,,,,,OsPRR1 evening-peak expression is photoperiod-dependent in rice clock.,,
OsTAR2,GENE,Auxin,HORMONE,activation,biosynthesis,HIGH,OsTAR2 is TAA/TAR aminotransferase; first step of IAA biosynthesis from tryptophan to IPA,,,,,,OsTAR2 catalyzes the first step of tryptophan-dependent IAA biosynthesis in rice.,,
OsYUCCA,GENE,Auxin,HORMONE,activation,biosynthesis,HIGH,OsYUCCA enzymes catalyze rate-limiting step of IAA biosynthesis (IPA to IAA),,,,,,OsYUCCAs are rate-limiting enzymes in auxin synthesis; multiple members contribute to tiller angle and architecture.,,
OsTB1,GENE,OsMADS57,GENE,activation,post-translational,HIGH,Physical interaction between OsTB1 and OsMADS57 relieves OsMADS57 repression on D14,,,,,,Interaction of OsMADS57 with OsTB1 reduced OsMADS57 inhibition of D14 transcription.,,
MOC1,GENE,LAX1,GENE,activation,transcriptional,MEDIUM,MOC1 positively affects axillary meristem gene network including LAX1,,,,,,MOC1 works together with LAX1 in axillary meristem formation; lax1 moc1 double mutant shows enhanced AM suppression.,,
Strigolactone,HORMONE,AM_Fungi,ENVIRONMENT,activation,signaling,HIGH,SLs exuded from roots induce hyphal branching of arbuscular mycorrhizal fungi,,,,,,SLs exudated from roots induce hyphal branching of AM fungi.,,
OsPRR1,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,MEDIUM,OsPRR1-OE reduces tillers (summary of clock effect via OsCCA1 repression),,,,,,OsPRR1-OE: reduced tiller numbers.,,
OsCCA1,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,OsCCA1 represses tillering via OsTB1/D14/IPA1 activation,,,,,,oscca1 mutant shows more tillers and delayed flowering; OsCCA1-OE fewer tillers.,,
TAD1,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,TAD1 inhibits tillering via MOC1 degradation (summary),,,,,,tad1 mutant showed increased tiller number; TAD1-OX reduced tiller number.,,
TE,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,TE inhibits tillering via MOC1 degradation (summary),,,,,,te mutant displays drastically increased tiller number.,,
D53,PROTEIN_COMPLEX,Tiller_Number,PHENOTYPE,activation,signaling,HIGH,D53 accumulation promotes tillering (via IPA1 repression and SL signaling block); summary,,,,,,d53 mutant shows ~3x wild-type tiller number due to D53 accumulation.,,
OsCKX2,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,HIGH,OsCKX2 depletes CK reducing tillering (summary),,,,,,Reduced OsCKX2 expression causes cytokinin accumulation and increased tillers; Gn1a reduced-function allele is high-tillering.,,
OsLAX1,GENE,LAX1,GENE,activation,alias,HIGH,OsLAX1 is a synonym for LAX1 (LAX PANICLE1) in rice,,,,,,LAX1 (also called OsLAX1 or LAX PANICLE1) regulates axillary meristem formation.,,
Sucrose,METABOLITE,T6P,METABOLITE,activation,metabolism,HIGH,Sucrose synthesis generates trehalose-6-phosphate (T6P) signaling molecule,,,,,,Mounting evidence indicates that sucrose effects on branching are mediated by trehalose-6-phosphate (T6P).,,
T6P,METABOLITE,OsTB1,GENE,repression,transcriptional,MEDIUM,T6P signaling represses BRC1/OsTB1 expression,,,,,,Sucrose/T6P signaling partially represses PsBRC1 (OsTB1 ortholog) expression in peripheral buds.,,
NRT1.1B,GENE,NGR5,GENE,activation,post-translational,MEDIUM,NRT1.1B-dependent phosphorylation promotes NGR5 stability (nitrate-sensing-to-chromatin),,,,,,NRT1.1B natural variation in indica enhances N uptake signaling that converges on NGR5 activity.,,
GID1,GENE,SLR1,GENE,inhibition,post-translational,HIGH,GID1 is GA receptor; GA-GID1 complex targets SLR1 for SCF-GID2-mediated proteasomal degradation,,,,,,GID1 is a soluble GA receptor; GA-GID1 complex promotes SLR1 interaction with F-box SCF-GID2 for degradation.,,
GID1,GENE,NGR5,GENE,inhibition,post-translational,HIGH,GA-GID1 complex directly targets NGR5 for proteasomal degradation,,,,,,GA receptor GID1 targets NGR5 for proteolysis by the 26S proteasome.,,
OsGA20ox2,GENE,Gibberellin,HORMONE,activation,biosynthesis,HIGH,OsGA20ox2 (SD1) catalyzes multiple oxidation steps in GA biosynthesis,,,,,,sd1 allele is a null mutation in GA20ox2; sd1 plants have reduced GA levels.,,
Cytokinin,HORMONE,OsRR_typeA,GENE,activation,transcriptional,HIGH,CK signaling induces type-A OsRRs as primary response genes (negative feedback on CK signaling),,,,,,Most type-A OsRR genes rapidly upregulated by cytokinin (peak 30-60 min).,,
OsRR_typeA,GENE,Cytokinin,HORMONE,inhibition,signaling,MEDIUM,Type-A OsRRs provide negative feedback on CK signaling,,,,,,Type-A OsRRs act as negative regulators of CK signaling (classical feedback).,,
D53,PROTEIN_COMPLEX,TPL,PROTEIN_COMPLEX,activation,post-translational,HIGH,D53 contains EAR motifs and recruits TOPLESS/TPR co-repressors for transcriptional silencing,,,,,,"D53 contains three putative EAR motifs and interacts with TOPLESS-RELATED PROTEINS (TPR1, TPR2, TPR3).",,
TPL,PROTEIN_COMPLEX,IPA1,GENE,repression,transcriptional,MEDIUM,TPL co-repressor recruited by D53 represses IPA1-bound target genes,,,,,,D53-TPR interaction likely represses IPA1 transcriptional activation by delivering TPR co-repressors to IPA1-bound loci.,,
Brassinosteroid,HORMONE,DLT,GENE,activation,signaling,MEDIUM,BR signaling activates DLT expression/function in tiller promotion,,,,,,DLT plays positive roles in brassinosteroid signaling in rice; BR pathway activates DLT.,,
D14,GENE,D3,GENE,activation,post-translational,HIGH,SL-bound D14 directly binds D3 F-box protein to form D14-D3 complex required for D53 recruitment and ubiquitination; D3 C-terminal alpha-helix switches to engaged form upon binding,,,,,,GR24 induces a direct interaction between D14 and D3 measured by AlphaScreen assay; D14 surface residues required for D14-D3 interaction are clustered at the open lid domain surrounding the entrance of the ligand binding pocket.,,
NGR5,GENE,IPA1,GENE,repression,transcriptional,HIGH,NGR5 binds IPA1/OsSPL14 promoter and recruits PRC2 complex to deposit H3K27me3 mark; ChIP-qPCR direct binding confirmed; nitrogen dose-dependent,,,,,,"ChIP-qPCR analysis showed that NGR5 can directly bind to the promoter region of D14 and SPL14, and the binding strength increased with increasing nitrogen concentration.",,
Sucrose,METABOLITE,NGR5,GENE,activation,transcriptional,HIGH,"Photosynthesis-derived sucrose activates NGR5 expression at the shoot base, providing carbon-nitrogen integration for tiller bud elongation",,,,,,"The expression of nitrogen-mediated tiller growth response 5 (NGR5) was remarkably decreased in shoot base of dtn1-2, which can be activated by sucrose treatment.",,
DTN1,GENE,Sucrose,METABOLITE,activation,metabolism,HIGH,"DTN1 (Decreased Tiller Number 1) encodes fructose-1,6-bisphosphate aldolase and is required for photosynthesis and sucrose accumulation in shoot base / axillary buds",,,,,,Deficiency of DTN1 results in reduced photosynthetic rate and decreased contents of sucrose and other sugars in both leaves and axillary buds.,,
OsVIL2,GENE,OsTB1,GENE,repression,transcriptional,HIGH,"OsVIL2 chromatin-interacting factor binds OsTB1 promoter and represses OsTB1 expression via chromatin modification, releasing axillary bud outgrowth",,,,,,Expression of OsTB1 was increased in osvil2 mutants. ChIP assays showed that OsVIL2 binds to the promoter region of OsTB1 in wild-type rice; tiller number of double mutant osvil2 ostb1 was similar to that of ostb1 (osvil2 epistatic to ostb1).,,
OsGATA8,GENE,OsTCP19,GENE,repression,transcriptional,HIGH,"OsGATA8 transcription factor represses OsTCP19 (negative regulator of tillering), promoting productive tiller formation under N-replete conditions",,,,,,"OsGATA8 promotes tiller formation by repressing the transcription of OsTCP19, a negative modulator of tillering.",,
OsGATA8,GENE,OsAMT3.2,GENE,repression,transcriptional,HIGH,OsGATA8 directly represses OsAMT3.2 ammonium transporter; the OsGATA8-H haplotype balances N uptake with tiller productivity,,,,,,OsGATA8 negatively regulates nitrogen uptake by repressing transcription of the ammonium transporter gene OsAMT3.2.,,
OsGATA8,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,OsGATA8-H haplotype increases productive tiller proportion by simultaneously gating N uptake (via OsAMT3.2 repression) and de-repressing tiller via OsTCP19 repression,,,,,,The OsGATA8-H haplotype is identified as a high-NUE haplotype with enhanced nitrogen uptake and a higher proportion of productive tillers.,,
Os1900,GENE,Strigolactone,HORMONE,activation,biosynthesis,HIGH,Os1900 (one of five rice MAX1-like paralogs) catalyzes carlactone-to-carlactonoic acid conversion together with Os5100; Os1900 is the N-fertilization-responsive paralog,,,,,,"Os1900 together with another MAX1-like gene, Os5100, play a critical role in controlling the conversion of carlactone into carlactonoic acid during strigolactone biosynthesis and tillering in rice.",,
Nitrogen,ENVIRONMENT,Os1900,GENE,activation,transcriptional,HIGH,Fertilization (N supply) transcriptionally upregulates Os1900 promoter; promoter mutations that disrupt N-induction increase tiller numbers under low fertilizer,,,,,,"Fertilization controls tiller number in rice through transcriptional regulation of Os1900, and a few promoter mutations alone can increase tiller numbers and grain yields even under minor-fertilizer conditions.",,
MOC1,GENE,MOC3,GENE,activation,post-translational,HIGH,MOC1 physically interacts with MOC3 (OsWUS/TAB1) and acts as a transcriptional co-activator; MOC1 cannot bind FON1 promoter alone but cooperates with MOC3 binding,,,,,,"MOC3 is able to directly bind the promoter of FON1 and subsequently activate FON1 expression, while MOC1 functions as a co-activator of MOC3 but could not directly bind the FON1 promoter.",,
MOC3,GENE,Tiller_Number,PHENOTYPE,activation,developmental,HIGH,MOC3 (TAB1/OsWUS) is required for axillary meristem initiation in cooperation with MOC1; loss of MOC3 prevents tiller formation (summary edge),,,,,,MOC1 and MOC3 cooperatively promote tiller bud outgrowth by activating FON1 expression in rice.,,
T20,GENE,Strigolactone,HORMONE,activation,biosynthesis,HIGH,T20 encodes ζ-carotene isomerase (Z-ISO) acting upstream of D27 in the carotenoid pathway; required for SL precursor supply,,,,,,"The T20 gene encodes a chloroplast ζ-carotene isomerase (Z-ISO), which is involved in the biosynthesis of carotenoids and their metabolites, strigolactone (SL) and abscisic acid (ABA).",,
T20,GENE,ABA,HORMONE,activation,biosynthesis,HIGH,T20/Z-ISO supplies carotenoid precursors for ABA biosynthesis (parallel to SL biosynthesis arm),,,,,,"T20 encodes Z-ISO involved in the biosynthesis of carotenoids and their metabolites, strigolactone (SL) and abscisic acid (ABA).",,
Strigolactone,HORMONE,OsHOX12,GENE,activation,transcriptional,HIGH,rac-GR24 (synthetic SL) induces OsHOX12 expression in shoot base; OsHOX12 then transactivates OsNCED1 to drive ABA biosynthesis,,,,,,"rac-GR24 stimulated expression of OsNCED1 through induction of OsHOX12, promoting ABA biosynthesis in shoot base.",,
OsHOX12,GENE,NCED1,GENE,activation,transcriptional,HIGH,OsHOX12 homeodomain TF directly induces OsNCED1 expression to promote ABA biosynthesis (SL → OsHOX12 → NCED1 → ABA),,,,,,"rac-GR24 stimulated expression of OsNCED1 through induction of OsHOX12, promoting ABA biosynthesis in shoot base.",,
ABA,HORMONE,D10,GENE,repression,transcriptional,MEDIUM,"ABA represses SL biosynthesis genes (D10, D17, D27); ABA biosynthetic mutants show elevated SL biosynthesis (negative feedback from ABA to SL)",,,,,,ABA treatment significantly repressed SL biosynthesis and ABA biosynthetic mutants displayed elevated SL biosynthesis.,,
OsHK3,GENE,OsAHP,GENE,activation,post-translational,MEDIUM,OsHK3/OsHK5 are paralogous CK histidine kinase receptors with partial redundancy with OsHK4; phosphorylate OsAHP1/2 in cytokinin signalling,,,,,,"Similar to its homologs OHK3/OsHK5 and OHK5/OsHK6, knockout of OHK4 resulted in shorter panicles with reduced numbers of branches and grains due to the reduction in SAM (shoot apical meristem) and IM (inflorescence meristem) activity.",,
Cytokinin,HORMONE,OsHK3,GENE,activation,signaling,MEDIUM,Cytokinin binds OsHK3 CHASE domain (paralogous to OsHK4) activating histidine kinase phosphorelay,,,,,,"Rice has 5 histidine kinase (HK) genes (OsHK1-4, OsHKL1) that function as cytokinin-response histidine protein kinases; CK binds CHASE-domain receptors.",,
OsTB1,GENE,OsDRM1,GENE,activation,transcriptional,MEDIUM,OsDRM1 (Dormancy-Associated Gene 1) is a downstream marker of bud dormancy in rice; predominantly expressed in dormant axillary buds where OsTB1/FC1 is high,,,,,,"OsDRM1 is predominantly expressed in dormant axillary buds, while it is weakly expressed in growing buds, indicating that OsDRM1 gene can be used as a molecular marker for bud dormancy in rice.",,
OsDRM1,GENE,Tiller_Number,PHENOTYPE,inhibition,developmental,MEDIUM,OsDRM1 OE delays axillary bud outgrowth by suppressing cell-cycle progression; acts as a growth repressor by modulating auxin response,,,,,,Overexpression of OsDRM1 in transgenic plants delayed axillary bud outgrowth by suppressing cell division within the buds.,,
OsMAX1,GENE,Os1900,GENE,activation,alias,HIGH,"Os1900 is one of the five rice OsMAX1 paralogs (Os900, Os1400, Os1500, Os1900, Os5100); the OsMAX1 generic node aggregates this family",,,,,,"Rice has five MAX1-like genes (Os900, Os1400, Os1500, Os1900, Os5100) catalysing distinct steps in strigolactone biosynthesis.",,
