test_id,gene,perturbation_type,gene_modifier,exogenous_node,exogenous_value,comparison_baseline,phenotype_node,expected_direction,expected_magnitude,doi,paper_title,authors,year,journal,evidence_sentence,verification,evidence_quality,species,notes
T175,MP3_allele,gain_of_function,,,,,,increased,slight,,,,,,MP3 allele of OsTB1/FC1: moderately increased tiller/panicle number without compromising spikelet.,,,Oryza sativa,
T176,ASN1_plus_N,knockout_plus_treatment,,,,,,decreased,moderate,,,,,,asn1 + high N: failed to increase tillers normally seen with high N (Asn essential for N signaling to buds).,,,Oryza sativa,
T177,OsVIL2_ostb1,double_mutant,,,,,,decreased,moderate,,,,,,"osvil2 ostb1 double: complex phenotype, reduced overall tillers.",,,Oryza sativa,
T178,Cold_stress,environmental,,,,,,decreased,moderate,,,,,,"Cold stress: OsMADS57+OsTB1 switch to defense/cold mode, reducing D14 expression and tiller outgrowth.",,,Oryza sativa,
T179,ACC_ethylene,acc_treatment,,,,,,decreased,slight,,,,,,ACC (ethylene precursor) treatment slightly reduces tiller outgrowth in rice.,,,Oryza sativa,
T180,OsIPT7,overexpression,,,,,,increased,moderate,,,,,,OsIPT7-OE increases cytokinin levels and promotes tillering.,,,Oryza sativa,
T181,Tillers_at_heading_WT,control,,,,,,unchanged,,,,,,,"Takanari wild-type at 12th leaf: 10 tillers (4 primary, 6 secondary) baseline reference.",,,Oryza sativa,
T182,NIL_MP3,gain_of_function,,,,,,increased,slight,,,,,,"NIL-MP3 at 12th leaf: 13 tillers (5 primary, 8 secondary) +28% panicles vs Takanari.",,,Oryza sativa,
T183,NIL_fc1,knockout,,,,,,increased,strong,,,,,,"NIL-fc1 at 12th leaf: 31 tillers (7 primary, 17 secondary, 7 tertiary) +143% panicles vs Takanari; thinner lighter tillers cause lodging.",,,Oryza sativa,
T184,P_deficient_NIL_MP3,environmental,,,,,,increased,slight,,,,,,NIL-MP3 in P-deficient soil still tended to produce more tillers than Takanari.,,,Oryza sativa,
T185,Elevated_CO2_NIL_MP3,environmental,,,,,,increased,slight,,,,,,MP3 further enhances above-ground biomass by 3.5% at elevated CO2 (579 umol/mol).,,,Oryza sativa,
T186,OsYUCCA1_OE,overexpression,,,,,,decreased,moderate,,,,,,"OsYUCCA1-OE elevates auxin, reduces tillers via enhanced apical dominance.",,,Oryza sativa,
T187,OsVIL2,double_mutant,,,,,,decreased,moderate,,,,,,"Tiller number of double mutant osvil2 ostb1 was similar to that of ostb1, suggesting that osvil2 is epistatic to ostb1.",,,Oryza sativa,
T188,OsGATA8,loss_of_function,,,,,,decreased,moderate,,,,,,OsGATA8-L haplotype shows reduced productive tiller proportion via failure to repress OsTCP19.,,,Oryza sativa,
T189,OsGATA8_H,gain_of_function,,,,,,increased,moderate,,,,,,The OsGATA8-H haplotype is identified as a high-NUE haplotype with enhanced nitrogen uptake and a higher proportion of productive tillers.,,,Oryza sativa,
T190,Os1900,knockout_CRISPR,,,,,,increased,moderate,,,,,,CRISPR/Cas9 mutants of Os1900 (and Os5100) show altered SL biosynthesis and tillering responses.,,,Oryza sativa,
T191,Os1900_promoter_mut,loss_of_function,,,,,,increased,moderate,,,,,,Os1900 promoter mutations alone can increase tiller numbers and grain yields even under minor-fertilizer conditions.,,,Oryza sativa,
T192,DTN1,knockout,,,,,,decreased,moderate,,,,,,Deficiency of DTN1 results in reduced photosynthetic rate and decreased contents of sucrose; reduced tiller number in dtn1 mutant.,,,Oryza sativa,
T193,DTN1_plus_Sucrose,knockout_plus_treatment,,,,,,increased,slight,,,,,,Reduced tiller number in dtn1 mutant could be partially rescued by exogenous sucrose treatment.,,,Oryza sativa,
T194,NGR5_OE_in_dtn1,combined_transgenic,,,,,,increased,moderate,,,,,,Overexpression of NGR5 in the dtn1-2 could partially rescue the reduced tiller number.,,,Oryza sativa,
T195,T20,knockout,,,,,,increased,moderate,,,,,,"Researchers identified a high-tillering mutant tillering20 (t20), which could be restored to the wild type by treatment with the strigolactone analog rac-GR24.",,,Oryza sativa,
T196,T20_plus_GR24,knockout_plus_GR24,,,,,,decreased,strong,,,,,,t20 high tillering could be restored to the wild type by treatment with the strigolactone analog rac-GR24.,,,Oryza sativa,
T197,T20_plus_ABA,knockout_plus_treatment,,,,,,decreased,moderate,,,,,,ABA treatment significantly reduced the number of basal tillers in both t20 and wild-type plants.,,,Oryza sativa,
T198,ABA,exogenous_treatment,,,,,,decreased,moderate,,,,,,ABA treatment significantly reduced the number of basal tillers in both t20 and wild-type plants.,,,Oryza sativa,
T199,OsDRM1,overexpression,,,,,,decreased,moderate,,,,,,Overexpression of OsDRM1 in transgenic plants delayed axillary bud outgrowth by suppressing cell division within the buds.,,,Oryza sativa,
T200,OsHK3_OsHK4,double_knockout,,,,,,decreased,moderate,,,,,,"The plant heights of ohk3 ohk4 and ohk4 ohk5 double mutants were slightly but significantly reduced, while the tiller numbers varied.",,,Oryza sativa,
T201,OsGATA8_plus_high_N,knockout_plus_treatment,,,,,,decreased,moderate,,,,,,Excessive nitrogen promotes the formation of nonproductive tillers; OsGATA8-L (loss) accessions show reduced productive tillering even under high N.,,,Oryza sativa,
T202,Os1900_plus_high_N,knockout_plus_treatment,,,,,,increased,strong,,,,,,Os1900 mutants escape N-induced SL biosynthesis and remain high-tillering even under high fertilizer.,,,Oryza sativa,
